Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
apache_incubator-reef,org.apache.reef.poison.context,PoissonPoisonedContextStartHandler,PoissonPoisonedContextStartHandler,Long Statement,The length of the statement "LOG.log(Level.INFO`"Created Poisson poison injector with prescribed dose: {0}. Crash in {1} msec."`new Object[]{lambda`this.timeToCrash});" is 138.,40
apache_incubator-reef,org.apache.reef.poison.context,PoissonPoisonedContextStartHandler,PoissonPoisonedContextStartHandler,Magic Number,The method contains a magic number: 1000,40
apache_incubator-reef,org.apache.reef.poison.context,PoisonedContextStartHandler,onNext,Magic Number,The method contains a magic number: 1000,59
apache_incubator-reef,org.apache.reef.poison.task,PoissonPoisonedTaskStartHandler,PoissonPoisonedTaskStartHandler,Long Statement,The length of the statement "LOG.log(Level.INFO`"Created Poisson poison injector with prescribed dose: {0}. Crash in {1} msec."`new Object[]{lambda`this.timeToCrash});" is 138.,40
apache_incubator-reef,org.apache.reef.poison.task,PoissonPoisonedTaskStartHandler,PoissonPoisonedTaskStartHandler,Magic Number,The method contains a magic number: 1000,40
apache_incubator-reef,org.apache.reef.poison.task,PoisonedTaskStartHandler,onNext,Magic Number,The method contains a magic number: 1000,59
apache_incubator-reef,org.apache.reef.mock.driver,MockDriverRestartContext,MockDriverRestartContext,Long Parameter List,The method has 5 parameters. ,51
apache_incubator-reef,org.apache.reef.mock.driver,MockDriverRestartContext,getIdleActiveContexts,Long Identifier,The length of the identifier activeContextsWithRunningTasks is 30.,115
apache_incubator-reef,org.apache.reef.mock.driver,BasicMockTests,initialize,Long Statement,The length of the statement "final Configuration conf=MockConfiguration.CONF.set(MockConfiguration.ON_DRIVER_STARTED`MockApplication.StartHandler.class).set(MockConfiguration.ON_DRIVER_STOP`MockApplication.StopHandler.class).set(MockConfiguration.ON_CONTEXT_ACTIVE`MockApplication.ActiveContextHandler.class).set(MockConfiguration.ON_CONTEXT_CLOSED`MockApplication.ContextClosedHandler.class).set(MockConfiguration.ON_CONTEXT_FAILED`MockApplication.FailedContextHandler.class).set(MockConfiguration.ON_EVALUATOR_ALLOCATED`MockApplication.AllocatedEvaluatorHandler.class).set(MockConfiguration.ON_EVALUATOR_COMPLETED`MockApplication.CompletedEvaluatorHandler.class).set(MockConfiguration.ON_EVALUATOR_FAILED`MockApplication.FailedEvaluatorHandler.class).set(MockConfiguration.ON_TASK_COMPLETED`MockApplication.CompletedTaskHandler.class).set(MockConfiguration.ON_TASK_FAILED`MockApplication.FailedTaskHandler.class).set(MockConfiguration.ON_TASK_RUNNING`MockApplication.RunningTaskHandler.class).set(MockConfiguration.ON_TASK_SUSPENDED`MockApplication.SuspendedTaskHandler.class).build();" is 1058.,48
apache_incubator-reef,org.apache.reef.mock.driver,BasicMockTests,testSuccessRequests,Long Statement,The length of the statement "final AllocatedEvaluator evaluator=((ProcessRequestInternal<AllocatedEvaluator`Object>)allocateEvaluatorRequest).getSuccessEvent();" is 131.,73
apache_incubator-reef,org.apache.reef.mock.driver,BasicMockTests,testFailureRequests,Long Statement,The length of the statement "final AllocatedEvaluator evaluator=(AllocatedEvaluator)((ProcessRequestInternal)allocateEvaluatorRequest).getSuccessEvent();" is 124.,114
apache_incubator-reef,org.apache.reef.mock.driver,BasicMockTests,testMockFailures,Magic Number,The method contains a magic number: 2,145
apache_incubator-reef,org.apache.reef.mock.driver,MockApplication,getContext,Long Identifier,The length of the field evaluatorId2ContextId2ContextMap is 32.,78
apache_incubator-reef,org.apache.reef.mock.driver,MockApplication,requestEvaluators,Magic Number,The method contains a magic number: 128,102
apache_incubator-reef,org.apache.reef.mock.driver,MockApplication,submitTask,Long Statement,The length of the statement "context.submitTask(TaskConfiguration.CONF.set(TaskConfiguration.IDENTIFIER`identifier).set(TaskConfiguration.TASK`DummyTestTask.class).build());" is 144.,111
apache_incubator-reef,org.apache.reef.mock.driver.runtime,MockAllocatedEvaluator,submitTask,Long Identifier,The length of the field ROOT_CONTEXT_IDENTIFIER_PREFIX is 30.,97
apache_incubator-reef,org.apache.reef.mock.driver.runtime,MockAllocatedEvaluator,submitTask,Long Statement,The length of the statement "this.rootContext=new MockActiveContext(mockRuntimeDriver`this`Optional.<MockActiveContext>empty()`ROOT_CONTEXT_IDENTIFIER_PREFIX + identifier);" is 143.,97
apache_incubator-reef,org.apache.reef.mock.driver.runtime,MockAllocatedEvaluator,submitTask,Long Statement,The length of the statement "this.mockRuntimeDriver.add(new CreateContextAndTask(this.rootContext`mockTask`this.mockRuntimeDriver.getTaskReturnValueProvider()));" is 132.,97
