Project Name,Package Name,Architecture Smell,Cause of the Smell
jaibeermalik_elasticsearch-tutorial,org.jai.search.model,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SearchFacetName]; [Product; ProductSearchResult; FacetResult; ProductProperty; Category; Specification; FacetResultEntry; ProductGroup; SearchCriteria]; [AutoSuggestionEntry]; [ElasticSearchIndexConfig]; [ElasticSearchIndexConfig.SupportedLocale]; [ElasticSearchReservedWords]; [ProductPropertyType]; [SearchDocumentFieldName]. LCC (Lack of Component Cohesion) = 0.5
