Project Name,Package Name,Architecture Smell,Cause of the Smell
internet-research-network_breeze,eu.icolumbo.breeze,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TransactionContext; SpringSpout; SpringSpoutTest; TestBean; SpringBoltTest; SpringComponentTest; SpringComponent; FunctionSignature; ConfiguredComponent; ConfiguredSpout; ConfiguredBolt; SingletonApplicationContext; SingletonApplicationContextTest; SpringBolt]; [TestBean.Data]; [ReflectionLookupTest]; [ReflectionLookupTest.Super]; [ReflectionLookupTest.Sub]; [ReflectionLookupTest.IntegerArithmetic]; [ReflectionLookupTest.RealArithmetic]; [ReflectionLookupTest.Arithmetic]. LCC (Lack of Component Cohesion) = 0.38
