Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
kaklakariada_portmapper,org.chris.portmapper,CommandLineArguments,CommandLineArguments,Magic Number,The method contains a magic number: 80,67
kaklakariada_portmapper,org.chris.portmapper,CommandLineArguments,printHelp,Long Statement,The length of the statement "System.err.println(" Example: java -jar PortMapper.jar -add -externalPort 22 -internalPort 22 [-ip <ip-addr>] -description desc");" is 130.,82
kaklakariada_portmapper,org.chris.portmapper,PortMapperApp,setCustomConfigDir,Complex Conditional,The conditional expression portableAppConfigDir.isDirectory() && portableAppConfigDir.canRead() && portableAppConfigDir.canWrite() is complex.,114
kaklakariada_portmapper,org.chris.portmapper,PortMapperApp,setCustomConfigDir,Long Statement,The length of the statement "logger.info("Using default configuration directory '{}'."`getContext().getLocalStorage().getDirectory().getAbsolutePath());" is 123.,114
kaklakariada_portmapper,org.chris.portmapper,PortMapperApp,connectRouter,Long Statement,The length of the statement "final IRouter selectedRouter=(IRouter)JOptionPane.showInputDialog(this.getView().getFrame()`resourceMap.getString("messages.select_router.message")`resourceMap.getString("messages.select_router.title")`JOptionPane.QUESTION_MESSAGE`null`foundRouters.toArray()`null);" is 265.,199
kaklakariada_portmapper,org.chris.portmapper,PortMapperApp,getLocalhostAddressFromNetworkInterface,Long Statement,The length of the statement "logger.debug("Found loopback network interface {}/{} with IPs {}: ignore."`nInterface.getDisplayName()`nInterface.getName()`nInterface.getInterfaceAddresses());" is 160.,336
kaklakariada_portmapper,org.chris.portmapper,PortMapperApp,getLocalhostAddressFromNetworkInterface,Long Statement,The length of the statement "logger.debug("Found inactive network interface {}/{} with IPs {}: ignore."`nInterface.getDisplayName()`nInterface.getName()`nInterface.getInterfaceAddresses());" is 160.,336
kaklakariada_portmapper,org.chris.portmapper,PortMapperApp,getLocalhostAddressFromNetworkInterface,Long Statement,The length of the statement "logger.debug("Found network interface {}/{} with IPs {}: use this one."`nInterface.getDisplayName()`nInterface.getName()`nInterface.getInterfaceAddresses());" is 157.,336
kaklakariada_portmapper,org.chris.portmapper,PortMapperCli,start,Complex Method,Cyclomatic complexity of the method is 11,49
kaklakariada_portmapper,org.chris.portmapper,PortMapperCli,addPortForwarding,Long Statement,The length of the statement "final String internalClient=cmdLineArgs.getInternalIp() != null ? cmdLineArgs.getInternalIp() : router.getLocalHostAddress();" is 125.,140
