Project Name,Package Name,Architecture Smell,Cause of the Smell
nicolasjafelle_AndroidDemo,com.android.test.fragment,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MainFragment; AbstractFragment; DetailFragment; ResultListFragment]; [MainFragment.Callback]; [DetailFragment.Callback]; [ResultListFragment.Callback]. LCC (Lack of Component Cohesion) = 0.57
