Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonErrorTest,testParse_withDetails,Long Statement,The length of the statement "String DETAILS_ERROR="{" + "\"code\":400`" + "\"details\":[{"+ "\"@type\":\"type.googleapis.com/google.dataflow.v1beta3.InvalidTemplateParameters\"`"+ "\"parameterViolations\":[{"+ "\"description\":\"Parameter didn't match regex '^[0-9a-zA-Z_]+$'\"`"+ "\"parameter\":\"safeBrowsingApiKey\""+ "}]}`{"+ "\"@type\":\"type.googleapis.com/google.rpc.DebugInfo\"`"+ "\"detail\":\"test detail\"}]`"+ "\"message\":\"The template parameters are invalid.\"`"+ "\"status\":\"INVALID_ARGUMENT\""+ "}";" is 489.,96
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonErrorTest,testParse_withDetails,Long Statement,The length of the statement "HttpTransport transport=new ErrorTransport(new MockLowLevelHttpResponse().setContent(errorContent).setContentType(Json.MEDIA_TYPE).setStatusCode(HttpStatusCodes.STATUS_CODE_FORBIDDEN));" is 185.,96
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonErrorTest,testParse_withDetails,Long Statement,The length of the statement "com.google.api.client.googleapis.json.GoogleJsonError errorResponse=com.google.api.client.googleapis.json.GoogleJsonError.parse(FACTORY`response);" is 146.,96
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonErrorTest,testParse_withReasonInDetails,Long Statement,The length of the statement "String DETAILS_ERROR="{" + "\"code\":400`" + "\"details\":"+ "[{"+ "\"@type\":\"type.googleapis.com/google.dataflow.v1beta3.InvalidTemplateParameters\"`"+ "\"parameterViolations\":[{"+ "\"description\":\"Parameter didn't match regex '^[0-9a-zA-Z_]+$'\"`"+ "\"parameter\":\"safeBrowsingApiKey\""+ "}]`"+ "\"reason\":\"TEST REASON 1\""+ "}`{"+ "\"@type\":\"type.googleapis.com/google.rpc.DebugInfo\"`"+ "\"detail\":\"test detail\""+ "}`{"+ "\"@type\":\"type.googleapis.com/google.rpc.DebugInfo\"`"+ "\"reason\":\"test reason 2\""+ "}`{"+ "\"@type\":\"type.googleapis.com/google.rpc.DebugInfo\""+ "}]`"+ "\"message\":\"The template parameters are invalid.\"`"+ "\"status\":\"INVALID_ARGUMENT\""+ "}";" is 697.,129
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonErrorTest,testParse_withReasonInDetails,Long Statement,The length of the statement "HttpTransport transport=new ErrorTransport(new MockLowLevelHttpResponse().setContent(errorContent).setContentType(Json.MEDIA_TYPE).setStatusCode(HttpStatusCodes.STATUS_CODE_FORBIDDEN));" is 185.,129
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonErrorTest,testParse_withReasonInDetails,Long Statement,The length of the statement "com.google.api.client.googleapis.json.GoogleJsonError errorResponse=com.google.api.client.googleapis.json.GoogleJsonError.parse(FACTORY`response);" is 146.,129
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonErrorTest,testParse_withReasonInDetails,Magic Number,The method contains a magic number: 2,129
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_noDetails,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,36
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_withDetails,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,49
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_withDetails,Long Statement,The length of the statement "assertEquals(com.google.api.client.googleapis.json.GoogleJsonErrorTest.ERROR`com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY.toString(ge.getDetails()));" is 170.,49
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsMissingContent,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,65
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsArbitraryJsonContent,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,78
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsArbitraryXmlContent,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,91
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_errorNoContentButWithJsonContentType,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,105
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_errorEmptyContentButWithJsonContentType,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,118
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsErrorObject,Long Statement,The length of the statement "HttpTransport transport=new ErrorTransport("{\"error\": {\"message\": \"invalid_token\"}` \"error_description\": \"Invalid value\"}"`Json.MEDIA_TYPE);" is 150.,131
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsErrorObject,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,131
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsErrorString,Long Statement,The length of the statement "HttpTransport transport=new ErrorTransport("{\"error\": \"invalid_token\"` \"error_description\": \"Invalid value\"}"`Json.MEDIA_TYPE);" is 135.,148
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsErrorString,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,148
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsNoErrorField,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,165
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsWithInvalidParameter,Long Statement,The length of the statement "String DETAILS_ERROR="{" + "\"code\":400`" + "\"details\":[{"+ "\"@type\":\"type.googleapis.com/google.dataflow.v1beta3.InvalidTemplateParameters\"`"+ "\"parameterViolations\":[{"+ "\"description\":\"Parameter didn't match regex '^[0-9a-zA-Z_]+$'\"`"+ "\"parameter\":\"safeBrowsingApiKey\""+ "}]}`{"+ "\"@type\":\"type.googleapis.com/google.rpc.DebugInfo\"`"+ "\"detail\":\"test detail\"}]`"+ "\"message\":\"The template parameters are invalid.\"`"+ "\"status\":\"INVALID_ARGUMENT\""+ "}";" is 489.,179
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsWithInvalidParameter,Long Statement,The length of the statement "InputStream errorContent=com.google.api.client.googleapis.json.GoogleJsonErrorTest.class.getResourceAsStream("error.json");" is 123.,179
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsWithInvalidParameter,Long Statement,The length of the statement "HttpTransport transport=new ErrorTransport(new MockLowLevelHttpResponse().setContent(errorContent).setContentType(Json.MEDIA_TYPE).setStatusCode(HttpStatusCodes.STATUS_CODE_FORBIDDEN));" is 185.,179
google_google-api-java-client,com.google.api.client.googleapis.json,GoogleJsonResponseExceptionTest,testFrom_detailsWithInvalidParameter,Long Statement,The length of the statement "GoogleJsonResponseException ge=GoogleJsonResponseException.from(com.google.api.client.googleapis.json.GoogleJsonErrorTest.FACTORY`response);" is 140.,179
google_google-api-java-client,com.google.api.client.googleapis.apache.v2,GoogleApacheHttpTransport,newTrustedTransport,Long Statement,The length of the statement "PoolingHttpClientConnectionManager connectionManager=new PoolingHttpClientConnectionManager(handler.getSocketFactoryRegistry()`null`null`null`-1`TimeUnit.MILLISECONDS);" is 168.,61
google_google-api-java-client,com.google.api.client.googleapis.apache.v2,GoogleApacheHttpTransport,newTrustedTransport,Long Statement,The length of the statement "HttpClient client=HttpClientBuilder.create().useSystemProperties().setMaxConnTotal(200).setMaxConnPerRoute(20).setRoutePlanner(new SystemDefaultRoutePlanner(ProxySelector.getDefault())).setConnectionManager(connectionManager).disableRedirectHandling().disableAutomaticRetries().build();" is 286.,61
google_google-api-java-client,com.google.api.client.googleapis.apache.v2,GoogleApacheHttpTransport,newTrustedTransport,Magic Number,The method contains a magic number: 200,61
google_google-api-java-client,com.google.api.client.googleapis.apache.v2,GoogleApacheHttpTransport,newTrustedTransport,Magic Number,The method contains a magic number: 20,61
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,MediaHttpUploader,Long Statement,The length of the statement "this.requestFactory=httpRequestInitializer == null ? transport.createRequestFactory() : transport.createRequestFactory(httpRequestInitializer);" is 143.,241
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,resumableUpload,Complex Method,Cyclomatic complexity of the method is 14,348
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,resumableUpload,Magic Number,The method contains a magic number: 308,348
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,getMediaContentLength,Long Identifier,The length of the field isMediaContentLengthCalculated is 30.,463
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,buildContentChunk,Complex Method,Cyclomatic complexity of the method is 10,540
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,buildContentChunk,Long Statement,The length of the statement "contentChunk=new InputStreamContent(mediaContent.getType()`limitInputStream).setRetrySupported(true).setLength(blockSize).setCloseInputStream(false);" is 149.,540
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,buildContentChunk,Long Statement,The length of the statement "actualBytesRead=ByteStreams.read(contentInputStream`currentRequestContentBuffer`blockSize + 1 - bytesAllowedToRead`bytesAllowedToRead);" is 135.,540
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,buildContentChunk,Long Statement,The length of the statement "contentRange="bytes " + totalBytesServerReceived + "-"+ (totalBytesServerReceived + actualBlockSize - 1)+ "/"+ mediaContentLengthStr;" is 133.,540
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,setChunkSize,Long Statement,The length of the statement "Preconditions.checkArgument(chunkSize > 0 && chunkSize % MINIMUM_CHUNK_SIZE == 0`"chunkSize" + " must be a positive multiple of " + MINIMUM_CHUNK_SIZE + ".");" is 158.,773
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,setInitiationRequestMethod,Long Statement,The length of the statement "Preconditions.checkArgument(initiationRequestMethod.equals(HttpMethods.POST) || initiationRequestMethod.equals(HttpMethods.PUT) || initiationRequestMethod.equals(HttpMethods.PATCH));" is 182.,852
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploader,getProgress,Long Statement,The length of the statement "Preconditions.checkArgument(isMediaLengthKnown()`"Cannot call getProgress() if " + "the specified AbstractInputStreamContent has no content length. Use " + " getNumBytesUploaded() to denote progress instead.");" is 210.,911
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpDownloader,MediaHttpDownloader,Long Statement,The length of the statement "this.requestFactory=httpRequestInitializer == null ? transport.createRequestFactory() : transport.createRequestFactory(httpRequestInitializer);" is 143.,114
google_google-api-java-client,com.google.api.client.googleapis.media,MediaUploadErrorHandler,handleIOException,Long Statement,The length of the statement "boolean handled=originalIOExceptionHandler != null && originalIOExceptionHandler.handleIOException(request`supportsRetry);" is 122.,57
google_google-api-java-client,com.google.api.client.googleapis.media,MediaUploadErrorHandler,handleResponse,Complex Conditional,The conditional expression handled && supportsRetry && response.getStatusCode() / 100 == 5 is complex.,74
google_google-api-java-client,com.google.api.client.googleapis.media,MediaUploadErrorHandler,handleResponse,Long Statement,The length of the statement "boolean handled=originalUnsuccessfulHandler != null && originalUnsuccessfulHandler.handleResponse(request`response`supportsRetry);" is 130.,74
google_google-api-java-client,com.google.api.client.googleapis.media,MediaUploadErrorHandler,handleResponse,Magic Number,The method contains a magic number: 100,74
google_google-api-java-client,com.google.api.client.googleapis.media,MediaUploadErrorHandler,handleResponse,Magic Number,The method contains a magic number: 5,74
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadOneCall,Magic Number,The method contains a magic number: 2,438
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadOneCall_WithPatch,Magic Number,The method contains a magic number: 2,451
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadOneCall_WithGZipDisabled,Magic Number,The method contains a magic number: 2,466
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadOneCall_WithGZipEnabled,Magic Number,The method contains a magic number: 2,482
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadOneCall_WithDefaultGzip,Magic Number,The method contains a magic number: 2,498
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadOneCall_WithNoContentSizeProvided,Magic Number,The method contains a magic number: 2,513
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadOneCall_WithContentSizeProvided,Magic Number,The method contains a magic number: 2,526
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls,Magic Number,The method contains a magic number: 5,540
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls,Magic Number,The method contains a magic number: 6,540
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithPatch,Magic Number,The method contains a magic number: 5,553
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithPatch,Magic Number,The method contains a magic number: 6,553
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithSpecifiedHeader,Magic Number,The method contains a magic number: 5,568
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithSpecifiedHeader,Magic Number,The method contains a magic number: 6,568
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithNoContentSizeProvided,Magic Number,The method contains a magic number: 5,583
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithNoContentSizeProvided,Magic Number,The method contains a magic number: 6,583
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithNoContentSizeProvidedChunkedInput,Magic Number,The method contains a magic number: 5,596
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithNoContentSizeProvidedChunkedInput,Magic Number,The method contains a magic number: 10,596
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithNoContentSizeProvidedChunkedInput,Magic Number,The method contains a magic number: 6,596
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,read,Magic Number,The method contains a magic number: 10,602
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithNoContentSizeProvided_WithExtraByte,Magic Number,The method contains a magic number: 5,615
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadMultipleCalls_WithNoContentSizeProvided_WithExtraByte,Magic Number,The method contains a magic number: 7,615
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadProgressListener,Magic Number,The method contains a magic number: 2,628
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadProgressListener_WithNoContentSizeProvided,Magic Number,The method contains a magic number: 2,639
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadServerError_WithoutUnsuccessfulHandler,Magic Number,The method contains a magic number: 2,653
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadServerError_WithoutUnsuccessfulHandler,Magic Number,The method contains a magic number: 500,653
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,testUploadServerError_WithoutUnsuccessfulHandler,Magic Number,The method contains a magic number: 3,653
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2`false`MediaHttpUploader.DEFAULT_CHUNK_SIZE - 1`3`false);" is 136.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2`true`MediaHttpUploader.DEFAULT_CHUNK_SIZE - 1`3`false);" is 135.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 3`false`MediaHttpUploader.DEFAULT_CHUNK_SIZE - 1`4`false);" is 136.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 3`true`MediaHttpUploader.DEFAULT_CHUNK_SIZE - 1`4`false);" is 135.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2`false`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2 - 1`2`false);" is 140.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2`true`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2 - 1`2`false);" is 139.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2`false`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2 - 1`3`true);" is 139.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2`true`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2 - 1`3`true);" is 138.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 3`false`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2 - 1`3`false);" is 140.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 3`true`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2 - 1`3`false);" is 139.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2`false`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 4 / 3`3`false);" is 140.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2`true`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 4 / 3`3`false);" is 139.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2 + 3`false`MediaHttpUploader.DEFAULT_CHUNK_SIZE + 4`3`false);" is 140.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2 + 3`true`MediaHttpUploader.DEFAULT_CHUNK_SIZE + 4`3`false);" is 139.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2`false`MediaHttpUploader.DEFAULT_CHUNK_SIZE`3`false);" is 132.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 2`true`MediaHttpUploader.DEFAULT_CHUNK_SIZE`3`false);" is 131.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 3 + 2`false`MediaHttpUploader.DEFAULT_CHUNK_SIZE`5`false);" is 136.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Long Statement,The length of the statement "subtestUpload_ResumableWithError(error`MediaHttpUploader.DEFAULT_CHUNK_SIZE * 3 + 2`true`MediaHttpUploader.DEFAULT_CHUNK_SIZE`5`false);" is 135.,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 4,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 4,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 4,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 2,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 4,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
google_google-api-java-client,com.google.api.client.googleapis.media,MediaHttpUploaderTest,subtestUpload_ResumableWithError,Magic Number,The method contains a magic number: 3,678
