Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.common.data,ExistingFileHelper.IResourceType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.common.data,ExistingFileHelper.ResourceType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: packType; suffix; prefix
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.common.data,ExistingFileHelper.ResourceType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,MultiPartBlockStateBuilder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: parts; owner; models; useOr; conditions; nestedConditionGroups; conditions; nestedConditionGroups; parent; useOr
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,MultiPartBlockStateBuilder,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: BlockStateProvider; VariantBlockStateBuilder; ConfiguredModel; MultiPartBlockStateBuilder
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,MultiPartBlockStateBuilder.PartBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,MultiPartBlockStateBuilder.PartBuilder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: models; useOr; conditions; nestedConditionGroups; conditions; nestedConditionGroups; parent; useOr
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,MultiPartBlockStateBuilder.PartBuilder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: models; useOr; conditions; nestedConditionGroups; conditions; nestedConditionGroups; parent; useOr
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,MultiPartBlockStateBuilder.ConditionGroup,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: conditions; nestedConditionGroups; parent; useOr
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,MultiPartBlockStateBuilder.ConditionGroup,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,MultiPartBlockStateBuilder.ConditionGroup,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: conditions; nestedConditionGroups; parent; useOr
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,ItemModelProvider,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ModelProvider
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,VariantBlockStateBuilder.PartialBlockstate,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: owner; setStates; outerBuilder
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,VariantBlockStateBuilder.PartialBlockstate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,BlockModelProvider,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ModelProvider
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,BlockModelBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,BlockModelBuilder,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ModelBuilder
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,ModelFile,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ModelProvider; ModelFile
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,ModelFile.UncheckedModelFile,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
AppliedEnergistics_Applied-Energistics-2,net.minecraftforge.client.model.generators,ModelFile.UncheckedModelFile,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
