Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
bryanreinero_Firehose,com.bryanreinero.firehose.metrics,Format,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
bryanreinero_Firehose,com.bryanreinero.firehose.metrics,Statistics,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Interval; SampleSet; Statistics
bryanreinero_Firehose,com.bryanreinero.firehose.metrics,SampleSet.Cleanser,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
bryanreinero_Firehose,com.bryanreinero.firehose.metrics,SampleSet.Cleanser,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
bryanreinero_Firehose,com.bryanreinero.firehose.metrics,SampleSetTest,Feature Envy,The tool detected a instance of this smell because test is more interested in members of the type: SampleSet
bryanreinero_Firehose,com.bryanreinero.firehose.util,OperationDescriptor,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Operation; OperationDescriptor; RetryPolicy
bryanreinero_Firehose,com.bryanreinero.firehose.util,Application,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: log; configuration; name; workers; cli; printer; samples; DEFAULT_PRINT_INTERVAL; DEFAULT_REPORTING_INTERVAL; numThreads
bryanreinero_Firehose,com.bryanreinero.firehose.util,WorkerPoolMBean,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
bryanreinero_Firehose,com.bryanreinero.firehose.util,Printer.Indentor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: indentation; ident
bryanreinero_Firehose,com.bryanreinero.firehose.util,Printer.Indentor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
bryanreinero_Firehose,com.bryanreinero.firehose.util.retry,RetryPolicyCodec,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
bryanreinero_Firehose,com.bryanreinero.firehose.util.retry,RetryPolicy,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Operation; OperationDescriptor; RetryPolicy
bryanreinero_Firehose,com.bryanreinero.firehose.util.retry,BasicRetry,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
bryanreinero_Firehose,com.bryanreinero.firehose.util.retry,RetryPolicyType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value; LOOKUP_TABLE
bryanreinero_Firehose,com.bryanreinero.firehose.util.retry,RetryPolicyType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
bryanreinero_Firehose,com.bryanreinero.firehose.dao,DataAccessObject,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
bryanreinero_Firehose,com.bryanreinero.firehose.dao,DataStoreCodec,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
bryanreinero_Firehose,com.bryanreinero.firehose.dao,DataStore.Type,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name
bryanreinero_Firehose,com.bryanreinero.firehose.dao,DataStore.Type,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
bryanreinero_Firehose,com.bryanreinero.firehose.dao,DataAccessHub,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: clusters; descriptors
