Project Name,Package Name,Architecture Smell,Cause of the Smell
apache_knox,org.apache.knox.gateway.webappsec.filter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [XFrameOptionsFilter]; [XFrameOptionsFilter.XFrameOptionsResponseWrapper]; [XContentTypeOptionsFilter]; [XContentTypeOptionsFilter.XContentTypeOptionsResponseWrapper]; [StrictTransportFilter]; [StrictTransportFilter.StrictTransportResponseWrapper]; [CSRFPreventionFilter]; [XSSProtectionFilter]; [XSSProtectionFilter.XSSProtectionResponseWrapper]. LCC (Lack of Component Cohesion) = 1.0
