Project Name,Package Name,Architecture Smell,Cause of the Smell
vert-x3_vertx-reactive-streams,io.vertx.ext.reactivestreams.test,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ReactiveStreamTestBase; ReactiveReadStreamTest; ReactiveWriteStreamTest]; [ReactiveReadStreamTest.MySubscription]; [ReactiveReadStreamTest.MyPublisher]; [ReactiveWriteStreamTest.MySubscriber]. LCC (Lack of Component Cohesion) = 0.67
