Project Name,Package Name,Architecture Smell,Cause of the Smell
hogelog_line-chart-view,org.hogel.android.linechartview,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LineChartView; DateLineChartView; LineChartStyle; LineChartViewTest; ViewTestBase]; [LineChartView.Point]; [LineChartStyle.Border]; [LineChartStyle.LabelFormatter]. LCC (Lack of Component Cohesion) = 0.5
