Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
rundeck,com.dtolabs.launcher,Preferences,generate,71,14,3,48,0
rundeck,com.dtolabs.launcher,Preferences,loadDefaults,11,2,2,153,0
rundeck,com.dtolabs.launcher,Preferences,loadResourcesDefaults,15,3,2,164,0
rundeck,com.dtolabs.launcher,Preferences,parseNonReqOptionsAsProperties,14,4,2,180,0
rundeck,com.dtolabs.launcher,Preferences,convert2PropName,16,6,1,219,0
rundeck,com.dtolabs.launcher,Preferences,forwardSlashPath,6,2,1,270,0
rundeck,com.dtolabs.launcher,Setup,Setup,2,1,0,61,0
rundeck,com.dtolabs.launcher,Setup,main,12,1,1,68,0
rundeck,com.dtolabs.launcher,Setup,execute,4,1,1,101,0
rundeck,com.dtolabs.launcher,Setup,performSetup,3,1,0,112,0
rundeck,com.dtolabs.launcher,Setup,performSetup,13,3,1,115,0
rundeck,com.dtolabs.launcher,Setup,newImpl,80,11,2,130,0
rundeck,com.dtolabs.launcher,Setup,getTemplateFile,13,2,2,238,0
rundeck,com.dtolabs.launcher,Setup,validateInstall,8,3,0,257,0
rundeck,com.dtolabs.launcher,Setup,checkIfDir,6,2,2,271,0
rundeck,com.dtolabs.launcher,Setup,generatePreferences,15,3,2,280,0
rundeck,com.dtolabs.launcher,Setup,printUsage,3,1,0,298,0
rundeck,com.dtolabs.launcher,Setup,usageError,4,1,1,303,0
rundeck,com.dtolabs.launcher,Setup,log,3,1,1,308,0
rundeck,com.dtolabs.launcher,Setup,error,3,1,1,312,0
rundeck,com.dtolabs.launcher,Setup,warn,3,1,1,316,0
rundeck,com.dtolabs.launcher,Setup,verbose,3,1,1,322,0
rundeck,com.dtolabs.launcher,Setup,debug,3,1,1,327,0
rundeck,com.dtolabs.launcher,Setup,getParameters,3,1,0,333,0
rundeck,com.dtolabs.launcher,Setup,Parameters,3,1,0,353,0
rundeck,com.dtolabs.launcher,Setup,getForceFlag,3,1,0,357,0
rundeck,com.dtolabs.launcher,Setup,getDebugFlag,3,1,0,361,0
