Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
fernandodev_easy-rating-dialog,com.github.fernandodev.easyratingdialog.sample.tests,MainActivityTest,testPerformRateNow,Long Statement,The length of the statement "assertEquals("Incorrect data passed via the intent"`Uri.parse("https://play.google.com/store/apps/details?id=com.github.fernandodev.easyratingdialog.sample")`data);" is 164.,47
fernandodev_easy-rating-dialog,com.github.fernandodev.easyratingdialog.sample.tests,MainActivityInstrumentationTest,testShowDialog,Magic Number,The method contains a magic number: 6,27
fernandodev_easy-rating-dialog,com.github.fernandodev.easyratingdialog.sample.tests,MainActivityInstrumentationTest,testPossibleBadTokenException,Magic Number,The method contains a magic number: 6,38
fernandodev_easy-rating-dialog,com.github.fernandodev.easyratingdialog.library,EasyRatingDialog,daysBetween,Magic Number,The method contains a magic number: 1000,148
fernandodev_easy-rating-dialog,com.github.fernandodev.easyratingdialog.library,EasyRatingDialog,daysBetween,Magic Number,The method contains a magic number: 60,148
fernandodev_easy-rating-dialog,com.github.fernandodev.easyratingdialog.library,EasyRatingDialog,daysBetween,Magic Number,The method contains a magic number: 60,148
fernandodev_easy-rating-dialog,com.github.fernandodev.easyratingdialog.library,EasyRatingDialog,daysBetween,Magic Number,The method contains a magic number: 24,148
fernandodev_easy-rating-dialog,com.github.fernandodev.easyratingdialog.library,EasyRatingDialog,createDialog,Long Statement,The length of the statement "return new AlertDialog.Builder(context).setTitle(R.string.erd_title).setMessage(R.string.erd_message).setNegativeButton(R.string.erd_no_thanks`new DialogInterface.OnClickListener(){" is 181.,152
