Project Name,Package Name,Architecture Smell,Cause of the Smell
meltmedia_dropwizard-crypto,com.meltmedia.dropwizard.crypto,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CryptoBundle; Commands; EncryptionConfiguration; Mocks; DecryptCommandTest; EncryptCommandTest]; [CryptoBundle.ConfigurationLocator]; [CryptoBundle.Mixins]; [CryptoBundle.NullConfigurationLocator]; [CryptoBundle.NullMixins]; [CryptoBundle.Builder]; [JsonPointerEditor; JsonPointerEditorTest]; [Commands.AbstractCryptoCommand]; [Commands.Encrypt]; [Commands.Decrypt]. LCC (Lack of Component Cohesion) = 0.63
