Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
xp,com.enonic.xp.web.impl.header,HeaderFilterWrapperTest,test,8,1,0,26,1
xp,com.enonic.xp.web.impl.header,HeaderFilterWrapper,HeaderFilterWrapper,3,1,1,33,0
xp,com.enonic.xp.web.impl.header,HeaderFilterWrapper,init,4,1,1,39,0
xp,com.enonic.xp.web.impl.header,HeaderFilterWrapper,doHandle,3,1,3,47,0
xp,com.enonic.xp.web.impl.header,HeaderFilterWrapper,destroy,3,1,0,54,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImplTest,setup,7,1,0,26,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImplTest,testInit,8,1,0,39,1
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImplTest,testDestroy,5,1,0,53,1
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImplTest,testService,6,1,0,62,1
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImpl,DispatchServletImpl,4,1,1,36,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImpl,service,9,1,2,43,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImpl,addFilterPipeline,5,2,2,59,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImpl,removeFilterPipeline,6,2,1,68,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImpl,addServletPipeline,5,2,2,77,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImpl,removeServletPipeline,6,2,1,86,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImpl,init,5,1,0,95,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImpl,destroy,4,1,0,104,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImpl,getConnector,3,1,0,111,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletImpl,sameConnector,3,1,1,117,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletActivator,DispatchServletActivator,3,1,1,17,0
xp,com.enonic.xp.web.impl.dispatch,DispatchServletActivator,activate,3,1,0,24,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterChainImplTest,setup,7,1,0,30,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterChainImplTest,doFilter,5,1,0,40,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterChainImplTest,doFilter_not_http,3,1,0,49,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImplTest,setup,6,1,0,25,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImplTest,newPipeline,0,1,0,34,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImplTest,newDefinition,0,1,0,36,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImplTest,testAddNull,4,1,0,38,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImplTest,testInit,10,1,0,45,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImplTest,testDestroy,6,1,0,61,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterPipelineImplTest,init,2,1,1,30,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterPipelineImplTest,doFilter,2,1,3,37,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterPipelineImplTest,destroy,2,1,0,44,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterPipelineImplTest,newPipeline,3,1,0,51,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterPipelineImplTest,newDefinition,5,1,0,57,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterPipelineImplTest,addRemove_filter,7,1,0,65,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterPipelineImplTest,addRemove_mapping,8,1,0,77,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterPipelineImplTest,testFilter,4,1,0,90,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,MyFilter,init,2,1,1,30,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,MyFilter,doFilter,2,1,3,37,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,MyFilter,destroy,2,1,0,44,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ServletPipelineImplTest,newPipeline,3,1,0,31,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ServletPipelineImplTest,newDefinition,5,1,0,37,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ServletPipelineImplTest,addRemove_servlet,7,1,0,45,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,ServletPipelineImplTest,addRemove_mapping,8,1,0,57,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,ServletPipelineImplTest,testService,13,1,0,70,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,ServletPipelineImplTest,no_service,4,1,0,92,1
xp,com.enonic.xp.web.impl.dispatch.pipeline,ServletPipelineActivator,ServletPipelineActivator,3,1,1,16,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ServletPipelineActivator,activate,3,1,0,22,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImpl,ResourcePipelineImpl,4,1,1,27,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImpl,init,4,1,1,33,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImpl,destroy,3,1,0,41,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImpl,add,10,3,1,47,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImpl,remove,8,2,1,63,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImpl,getConnectorsFromProperty,4,1,1,75,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ResourcePipelineImpl,sameConnector,4,1,1,84,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,ServletPipeline,service,0,1,2,14,0
xp,com.enonic.xp.web.impl.dispatch.pipeline,FilterPipeline,filter,0,1,3,14,0
