Project Name,Package Name,Architecture Smell,Cause of the Smell
camunda_camunda-modeler-standalone,it.sauronsoftware.junique,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConnectionListener; Server; Lock; MessageHandler; Connection; JUnique; Message; AlreadyLockedException]; [JUnique.ShutdownHook]. LCC (Lack of Component Cohesion) = 0.22
