Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Innovattic_Android-Font-Integration,com.innovattic.font,TypefaceManager,initialize,Long Statement,The length of the statement "Log.w(TAG`"Singleton instance of TypefaceManager was initialized with a different " + "xml font file previously. Re-initialization will not occur.");" is 149.,82
Innovattic_Android-Font-Integration,com.innovattic.font,TypefaceManager,initialize,Long Statement,The length of the statement "Log.w(TAG`"Singleton instance of TypefaceManager was initialized with a different " + "context previously. Re-initialization will not occur.");" is 143.,82
Innovattic_Android-Font-Integration,com.innovattic.font,TypefaceManager,getInstance,Long Statement,The length of the statement "throw new IllegalStateException("Cannot use TypefaceManager.getInstance() before it " + "is initialized. Use TypefaceManager.initialize(Context` int) to initialize " + "the TypefaceManager.");" is 192.,100
Innovattic_Android-Font-Integration,com.innovattic.font,TypefaceManager,parse,Complex Method,Cyclomatic complexity of the method is 21,232
Innovattic_Android-Font-Integration,com.innovattic.font,TypefaceManager,next,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@5a4464c5,331
Innovattic_Android-Font-Integration,com.innovattic.font,TypefaceManager,toInternalStyle,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@7ae590f6,351
