Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
ddavison_conductor,io.ddavison.conductor,FrameworkTest,testSelectOption,Long Statement,The length of the statement "selectOptionByText("#select"`"Third").validateText("#select"`"3").selectOptionByValue("#select"`"2").validateText("#select"`"2");" is 129.,38
ddavison_conductor,io.ddavison.conductor,FrameworkTest,testWindowSwitching,Long Statement,The length of the statement "click("a[href='http://google.com']").waitForWindow(".*Google.*").validatePresent("[name='q']").closeWindow().validateNotPresent("[name='q']");" is 142.,54
ddavison_conductor,io.ddavison.conductor,FrameworkTest,testSelectOptionByIndex,Long Statement,The length of the statement "selectOptionByIndex("#select"`2).validateText("#select"`"3").selectOptionByIndex(By.xpath("//*[@id='select']")`0).validateText("#select"`"1");" is 142.,91
ddavison_conductor,io.ddavison.conductor,FrameworkTest,testSelectOptionByIndex,Magic Number,The method contains a magic number: 2,91
