Project Name,Package Name,Architecture Smell,Cause of the Smell
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.navigation,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NavigationMarker; NavigationMarkerProvider]; [NavigationMarker.Builder]; [PsiHelper]; [NavigationMarkerProvider.ButterKnifeLink]; [NavigationMarkerProvider.ClassMemberProcessor]. LCC (Lack of Component Cohesion) = 0.83
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.common,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.avast.android.butterknifezelezny.common; com.avast.android.butterknifezelezny.butterknife
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.common,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.avast.android.butterknifezelezny.common; com.avast.android.butterknifezelezny; com.avast.android.butterknifezelezny.butterknife
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.common,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.avast.android.butterknifezelezny.common; com.avast.android.butterknifezelezny; com.avast.android.butterknifezelezny.form; com.avast.android.butterknifezelezny.model
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.common,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.avast.android.butterknifezelezny
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.avast.android.butterknifezelezny; com.avast.android.butterknifezelezny.common
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.avast.android.butterknifezelezny; com.avast.android.butterknifezelezny.butterknife; com.avast.android.butterknifezelezny.common
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.avast.android.butterknifezelezny; com.avast.android.butterknifezelezny.form; com.avast.android.butterknifezelezny.model; com.avast.android.butterknifezelezny.common
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.model,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.avast.android.butterknifezelezny.model; com.avast.android.butterknifezelezny.common; com.avast.android.butterknifezelezny; com.avast.android.butterknifezelezny.form
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.butterknife,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.avast.android.butterknifezelezny.butterknife; com.avast.android.butterknifezelezny.common
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.butterknife,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.avast.android.butterknifezelezny.butterknife; com.avast.android.butterknifezelezny.common; com.avast.android.butterknifezelezny
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.butterknife,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.avast.android.butterknifezelezny.common
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.form,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.avast.android.butterknifezelezny.form; com.avast.android.butterknifezelezny.model; com.avast.android.butterknifezelezny.common; com.avast.android.butterknifezelezny
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.form,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EntryHeader; EntryList; Entry]; [EntryHeader.AllCheckListener]; [EntryList.CheckHolderListener]; [EntryList.CheckPrefixListener]; [EntryList.ConfirmAction]; [EntryList.CancelAction]; [Entry.CheckListener]. LCC (Lack of Component Cohesion) = 0.78
