Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny.common,Definitions,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: paths; adapters
avast_android-butterknife-zelezny,com.avast.android.butterknifezelezny,Settings,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PREFIX; VIEWHOLDER_CLASS_NAME
