Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
expercise_expercise,com.expercise.interpreter,TestCasesWithSourceModel,TestCasesWithSourceModel,Long Statement,The length of the statement "testCaseModels=testCasesWithSourceCacheModel.getTestCaseResults().stream().map(TestCaseModel::new).collect(Collectors.toList());" is 128.,21
expercise_expercise,com.expercise.interpreter,TestCaseModelTest,shouldCreateTestCaseModel,Long Statement,The length of the statement "TestCase testCase=new TestCaseBuilder().challenge(challenge).inputs(new TestCaseInputValueBuilder().inputValue("\"40\"").buildWithRandomId()`new TestCaseInputValueBuilder().inputValue("50").buildWithRandomId()).output("\"20\"").challenge(challenge).buildWithRandomId();" is 269.,18
expercise_expercise,com.expercise.repository.challenge,UserPointRepositoryTest,shouldReturnUserPointByChallengeAndUser,Long Statement,The length of the statement "UserPoint userPoint=new UserPointBuilder().challenge(challenge).user(user).programmingLanguage(ProgrammingLanguage.Python2).givenDate(Clock.getTime()).pointAmount(10).persist(getEntityManager());" is 195.,24
expercise_expercise,com.expercise.repository.challenge,UserPointRepositoryTest,shouldReturnUserPointByChallengeAndUser,Magic Number,The method contains a magic number: 10,24
expercise_expercise,com.expercise.repository.challenge,UserPointRepositoryTest,shouldReturnNullWhenNotFoundByChallengeAndUser,Long Statement,The length of the statement "new UserPointBuilder().challenge(challenge).user(user).programmingLanguage(ProgrammingLanguage.Python2).pointAmount(10).givenDate(Clock.getTime()).persist(getEntityManager());" is 175.,40
expercise_expercise,com.expercise.repository.challenge,UserPointRepositoryTest,shouldReturnNullWhenNotFoundByChallengeAndUser,Magic Number,The method contains a magic number: 10,40
expercise_expercise,com.expercise.repository.challenge,UserPointRepositoryTest,shouldReturnCountByChallengeAndUser,Long Statement,The length of the statement "new UserPointBuilder().challenge(challenge).user(user).programmingLanguage(ProgrammingLanguage.Python2).givenDate(Clock.getTime()).pointAmount(10).persist(getEntityManager());" is 175.,56
expercise_expercise,com.expercise.repository.challenge,UserPointRepositoryTest,shouldReturnCountByChallengeAndUser,Long Statement,The length of the statement "new UserPointBuilder().challenge(challenge).user(user).programmingLanguage(ProgrammingLanguage.Python2).givenDate(Clock.getTime()).pointAmount(5).persist(getEntityManager());" is 174.,56
expercise_expercise,com.expercise.repository.challenge,UserPointRepositoryTest,shouldReturnCountByChallengeAndUser,Long Statement,The length of the statement "new UserPointBuilder().challenge(challenge).user(user).programmingLanguage(ProgrammingLanguage.JavaScript).givenDate(Clock.getTime()).pointAmount(10).persist(getEntityManager());" is 178.,56
expercise_expercise,com.expercise.repository.challenge,UserPointRepositoryTest,shouldReturnCountByChallengeAndUser,Magic Number,The method contains a magic number: 10,56
expercise_expercise,com.expercise.repository.challenge,UserPointRepositoryTest,shouldReturnCountByChallengeAndUser,Magic Number,The method contains a magic number: 5,56
expercise_expercise,com.expercise.repository.challenge,UserPointRepositoryTest,shouldReturnCountByChallengeAndUser,Magic Number,The method contains a magic number: 10,56
