Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,getClientFromOutputAddressList,Long Statement,The length of the statement "return getClientFromAddressList(conf`ConfigHelper.getOutputInitialAddress(conf).split("`")`ConfigHelper.getOutputRpcPort(conf));" is 128.,532
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyInputFormat,validateConfiguration,Long Statement,The length of the statement "if (ConfigHelper.getInputInitialAddress(conf) == null) throw new UnsupportedOperationException("You must set the initial output address to a Cassandra node with setInputInitialAddress");" is 186.,79
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyInputFormat,validateConfiguration,Long Statement,The length of the statement "if (ConfigHelper.getInputPartitioner(conf) == null) throw new UnsupportedOperationException("You must set the Cassandra partitioner class with setInputPartitioner");" is 165.,79
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyInputFormat,getSplits,Complex Method,Cyclomatic complexity of the method is 11,112
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyInputFormat,getSplits,Long Statement,The length of the statement "if (!partitioner.preservesOrder()) throw new UnsupportedOperationException("KeyRange based on keys can only be used with a order preserving paritioner");" is 153.,112
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyInputFormat,getSplits,Long Statement,The length of the statement "jobRange=new Range<Token>(partitioner.getToken(jobKeyRange.start_key)`partitioner.getToken(jobKeyRange.end_key)`partitioner);" is 125.,112
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyInputFormat,getSplits,Long Statement,The length of the statement "Range<Token> dhtRange=new Range<Token>(partitioner.getTokenFactory().fromString(range.start_token)`partitioner.getTokenFactory().fromString(range.end_token)`partitioner);" is 170.,112
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyInputFormat,tokenListToSplits,Long Statement,The length of the statement "for (int j=0; j < splitTokens.size() - 1; j++) splits.add(new CfSplit(splitTokens.get(j)`splitTokens.get(j + 1)`splitsize));" is 124.,307
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlConfigHelper,setInputCQLPageRowSize,Long Identifier,The length of the field INPUT_CQL_PAGE_ROW_SIZE_CONFIG is 30.,45
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlConfigHelper,getInputPageRowSize,Long Identifier,The length of the field INPUT_CQL_PAGE_ROW_SIZE_CONFIG is 30.,95
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlRecordWriter,CqlRecordWriter,Long Statement,The length of the statement "if (cqlQuery.toLowerCase().startsWith("insert")) throw new UnsupportedOperationException("INSERT with CqlRecordWriter is not supported` please use UPDATE/DELETE statement");" is 173.,100
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlRecordWriter,retrievePartitionKeyValidator,Long Statement,The length of the statement "String query="SELECT key_validator`" + " key_aliases`" + " column_aliases "+ "FROM system.schema_columnfamilies "+ "WHERE keyspace_name='%s' and columnfamily_name='%s'";" is 169.,321
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlRecordWriter,retrievePartitionKeyValidator,Magic Number,The method contains a magic number: 2,321
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlRecordWriter,appendKeyWhereClauses,Long Statement,The length of the statement "for ( String partitionKey : partitionKeyColumns) keyWhereClause+=String.format("%s = ?"`keyWhereClause.isEmpty() ? quote(partitionKey) : (" AND " + quote(partitionKey)));" is 170.,408
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlPagingRecordReader,initialize,Long Statement,The length of the statement "totalRowCount=(this.split.getLength() < Long.MAX_VALUE) ? (int)this.split.getLength() : ConfigHelper.getInputSplitSize(conf);" is 125.,108
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlPagingRecordReader,retrieveKeys,Long Statement,The length of the statement "String query="select key_aliases`" + "column_aliases` " + "key_validator` "+ "comparator "+ "from system.schema_columnfamilies "+ "where keyspace_name='%s' and columnfamily_name='%s'";" is 184.,659
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlPagingRecordReader,retrieveKeys,Long Statement,The length of the statement "for (int i=0; i < clusterColumns.size(); i++) clusterColumns.get(i).reversed=(((CompositeType)comparatorValidator).types.get(i) instanceof ReversedType);" is 153.,659
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlPagingRecordReader,retrieveKeys,Magic Number,The method contains a magic number: 2,659
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlPagingRecordReader,retrieveKeys,Magic Number,The method contains a magic number: 3,659
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.cql3,CqlPagingRecordReader,retrieveKeysForThriftTables,Long Statement,The length of the statement "for ( ColumnIdentifier columnIdentifier : cfDefinition.keys.keySet()) partitionBoundColumns.add(new BoundColumn(columnIdentifier.toString()));" is 142.,708
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,columnToTuple,Long Statement,The length of the statement "if (comparator instanceof AbstractCompositeType) setTupleValue(pair`0`composeComposite((AbstractCompositeType)comparator`col.name()));" is 134.,118
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,columnToTuple,Long Statement,The length of the statement "for ( IColumn subcol : col.getSubColumns()) subcols.add(columnToTuple(subcol`cfDef`parseType(cfDef.getSubcomparator_type())));" is 126.,118
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,columnToTuple,Magic Number,The method contains a magic number: 2,118
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,setConnectionInformation,Complex Method,Cyclomatic complexity of the method is 10,274
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,setConnectionInformation,Long Statement,The length of the statement "if (System.getenv(PIG_INPUT_INITIAL_ADDRESS) != null) ConfigHelper.setInputInitialAddress(conf`System.getenv(PIG_INPUT_INITIAL_ADDRESS));" is 137.,274
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,setConnectionInformation,Long Statement,The length of the statement "if (System.getenv(PIG_OUTPUT_INITIAL_ADDRESS) != null) ConfigHelper.setOutputInitialAddress(conf`System.getenv(PIG_OUTPUT_INITIAL_ADDRESS));" is 140.,274
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,setConnectionInformation,Long Statement,The length of the statement "if (System.getenv(PIG_INPUT_PARTITIONER) != null) ConfigHelper.setInputPartitioner(conf`System.getenv(PIG_INPUT_PARTITIONER));" is 126.,274
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,setConnectionInformation,Long Statement,The length of the statement "if (System.getenv(PIG_OUTPUT_PARTITIONER) != null) ConfigHelper.setOutputPartitioner(conf`System.getenv(PIG_OUTPUT_PARTITIONER));" is 129.,274
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,setConnectionInformation,Long Statement,The length of the statement "if (System.getenv(PIG_INPUT_FORMAT) != null) inputFormatClass=getFullyQualifiedClassName(System.getenv(PIG_INPUT_FORMAT));" is 122.,274
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,setConnectionInformation,Long Statement,The length of the statement "if (System.getenv(PIG_OUTPUT_FORMAT) != null) outputFormatClass=getFullyQualifiedClassName(System.getenv(PIG_OUTPUT_FORMAT));" is 125.,274
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getPigType,Complex Method,Cyclomatic complexity of the method is 8,323
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,objToBB,Complex Method,Cyclomatic complexity of the method is 12,390
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,objToBB,Long Statement,The length of the statement "if ("set".equalsIgnoreCase(collectionType) || "list".equalsIgnoreCase(collectionType)) return objToListOrSetBB(objects.subList(1`objects.size()));" is 146.,390
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,objToMapBB,Magic Number,The method contains a magic number: 2,437
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,objToCompositeBB,Magic Number,The method contains a magic number: 2,452
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,objToCompositeBB,Magic Number,The method contains a magic number: 8,452
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,objToCompositeBB,Magic Number,The method contains a magic number: 0xFF,452
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,objToCompositeBB,Magic Number,The method contains a magic number: 0xFF,452
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,initSchema,Magic Number,The method contains a magic number: 2,483
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getCfDef,Complex Conditional,The conditional expression result == null || result.rows == null || result.rows.isEmpty() is complex.,567
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getCfDef,Long Statement,The length of the statement "String query="SELECT type`" + " comparator`" + " subcomparator`"+ " default_validator`"+ " key_validator`"+ " key_aliases`"+ " key_alias "+ "FROM system.schema_columnfamilies "+ "WHERE keyspace_name = '%s' "+ " AND columnfamily_name = '%s' ";" is 242.,567
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getCfDef,Long Statement,The length of the statement "CqlResult result=client.execute_cql3_query(ByteBufferUtil.bytes(String.format(query`keyspace`column_family))`Compression.NONE`ConsistencyLevel.ONE);" is 148.,567
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getCfDef,Magic Number,The method contains a magic number: 2,567
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getCfDef,Magic Number,The method contains a magic number: 3,567
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getCfDef,Magic Number,The method contains a magic number: 4,567
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getCfDef,Magic Number,The method contains a magic number: 5,567
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getCfDef,Magic Number,The method contains a magic number: 5,567
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getCfDef,Magic Number,The method contains a magic number: 6,567
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getCfDef,Magic Number,The method contains a magic number: 6,567
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getColumnMeta,Complex Conditional,The conditional expression !cassandraStorage && (rows == null || rows.isEmpty()) is complex.,658
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getColumnMeta,Complex Method,Cyclomatic complexity of the method is 8,658
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getColumnMeta,Long Statement,The length of the statement "String query="SELECT column_name` " + " validator` " + " index_type "+ "FROM system.schema_columns "+ "WHERE keyspace_name = '%s' "+ " AND columnfamily_name = '%s'";" is 165.,658
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getColumnMeta,Long Statement,The length of the statement "CqlResult result=client.execute_cql3_query(ByteBufferUtil.bytes(String.format(query`keyspace`column_family))`Compression.NONE`ConsistencyLevel.ONE);" is 148.,658
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getColumnMeta,Magic Number,The method contains a magic number: 2,658
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Complex Conditional,The conditional expression result == null || result.rows == null || result.rows.isEmpty() is complex.,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Complex Conditional,The conditional expression keyItera.hasNext() && validator != null && !validator.isEmpty() is complex.,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Complex Method,Cyclomatic complexity of the method is 15,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Empty catch clause,The method has an empty catch block.,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Long Statement,The length of the statement "String query="SELECT key_aliases` " + " column_aliases` " + " key_validator` "+ " comparator` "+ " keyspace_name` "+ " value_alias` "+ " default_validator`"+ " key_alias "+ "FROM system.schema_columnfamilies "+ "WHERE keyspace_name = '%s'"+ " AND columnfamily_name = '%s' ";" is 274.,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Long Statement,The length of the statement "CqlResult result=client.execute_cql3_query(ByteBufferUtil.bytes(String.format(query`keyspace`column_family))`Compression.NONE`ConsistencyLevel.ONE);" is 148.,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Magic Number,The method contains a magic number: 4,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Magic Number,The method contains a magic number: 7,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Magic Number,The method contains a magic number: 2,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Magic Number,The method contains a magic number: 3,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Magic Number,The method contains a magic number: 5,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Magic Number,The method contains a magic number: 6,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,AbstractCassandraStorage,getKeysMeta,Magic Number,The method contains a magic number: 5,729
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,CassandraStorage,Magic Number,The method contains a magic number: 1024,77
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,getNextWide,Complex Method,Cyclomatic complexity of the method is 17,101
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,getNext,Complex Method,Cyclomatic complexity of the method is 9,199
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,getNext,Long Statement,The length of the statement "if (!added.containsKey(entry.getKey())) bag.add(columnToTuple(entry.getValue()`cfDef`parseType(cfDef.getComparator_type())));" is 125.,199
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,setLocation,Complex Method,Cyclomatic complexity of the method is 13,269
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,setLocation,Long Statement,The length of the statement "if (ConfigHelper.getInputRpcPort(conf) == 0) throw new IOException("PIG_INPUT_RPC_PORT or PIG_RPC_PORT environment variable not set");" is 134.,269
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,setLocation,Long Statement,The length of the statement "if (ConfigHelper.getInputInitialAddress(conf) == null) throw new IOException("PIG_INPUT_INITIAL_ADDRESS or PIG_INITIAL_ADDRESS environment variable not set");" is 158.,269
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,setLocation,Long Statement,The length of the statement "if (ConfigHelper.getInputPartitioner(conf) == null) throw new IOException("PIG_INPUT_PARTITIONER or PIG_PARTITIONER environment variable not set");" is 147.,269
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,setStoreLocation,Complex Method,Cyclomatic complexity of the method is 8,322
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,setStoreLocation,Long Statement,The length of the statement "if (ConfigHelper.getOutputRpcPort(conf) == 0) throw new IOException("PIG_OUTPUT_RPC_PORT or PIG_RPC_PORT environment variable not set");" is 136.,322
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,setStoreLocation,Long Statement,The length of the statement "if (ConfigHelper.getOutputInitialAddress(conf) == null) throw new IOException("PIG_OUTPUT_INITIAL_ADDRESS or PIG_INITIAL_ADDRESS environment variable not set");" is 160.,322
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,setStoreLocation,Long Statement,The length of the statement "if (ConfigHelper.getOutputPartitioner(conf) == null) throw new IOException("PIG_OUTPUT_PARTITIONER or PIG_PARTITIONER environment variable not set");" is 149.,322
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,getSchema,Complex Method,Cyclomatic complexity of the method is 8,355
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,putNext,Magic Number,The method contains a magic number: 2,470
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,mutationFromTuple,Long Statement,The length of the statement "else throw new IOException("null found but deletes are disabled` set " + PIG_ALLOW_DELETES + "=true in environment or allow_deletes=true in URL to enable");" is 156.,522
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,writeColumnsFromBag,Complex Method,Cyclomatic complexity of the method is 8,551
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,writeColumnsFromBag,Long Statement,The length of the statement "else throw new IOException("SuperColumn deletion attempted with empty bag` but deletes are disabled` set " + PIG_ALLOW_DELETES + "=true in environment or allow_deletes=true in URL to enable");" is 192.,551
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,writeColumnsFromBag,Magic Number,The method contains a magic number: 10,551
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2.pig,CassandraStorage,filterToIndexExpressions,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6bd01b0e,618
