Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ColumnFamilySplit,toString,Long Statement,The length of the statement "return "ColumnFamilySplit(" + "(" + startToken + "` '"+ endToken+ ']'+ " @"+ (dataNodes == null ? null : Arrays.asList(dataNodes))+ ')';" is 136.,101
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ColumnFamilyRecordReader,ColumnFamilyRecordReader,Long Identifier,The length of the field CASSANDRA_HADOOP_MAX_KEY_SIZE_DEFAULT is 37.,68
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ColumnFamilyRecordReader,initialize,Long Statement,The length of the statement "totalRowCount=(this.split.getLength() < Long.MAX_VALUE) ? (int)this.split.getLength() : ConfigHelper.getInputSplitSize(conf);" is 125.,131
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyOutputFormat,checkOutputSpecs,Long Statement,The length of the statement "if (ConfigHelper.getOutputKeyspace(conf) == null) throw new UnsupportedOperationException("You must set the keyspace with setOutputKeyspace()");" is 144.,78
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyOutputFormat,checkOutputSpecs,Long Statement,The length of the statement "if (ConfigHelper.getOutputPartitioner(conf) == null) throw new UnsupportedOperationException("You must set the output partitioner to the one used by your Cassandra cluster");" is 174.,78
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyOutputFormat,checkOutputSpecs,Long Statement,The length of the statement "if (ConfigHelper.getOutputInitialAddress(conf) == null) throw new UnsupportedOperationException("You must set the initial output address to a Cassandra node");" is 159.,78
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,getOutputLocation,Long Statement,The length of the statement "if (dir == null) throw new IOException("Output directory not defined` if hadoop is not setting java.io.tmpdir then define " + OUTPUT_LOCATION);" is 143.,104
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,setTypes,Long Statement,The length of the statement "if (mutation.getColumn_or_supercolumn().isSetSuper_column() || mutation.getColumn_or_supercolumn().isSetCounter_super_column()) cfType=CFType.SUPER;" is 148.,112
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,setTypes,Long Statement,The length of the statement "if (mutation.getColumn_or_supercolumn().isSetCounter_column() || mutation.getColumn_or_supercolumn().isSetCounter_super_column()) colType=ColType.COUNTER;" is 154.,112
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,prepareWriter,Long Statement,The length of the statement "outputdir=new File(getOutputLocation() + File.separator + keyspace+ File.separator+ ConfigHelper.getOutputColumnFamily(conf));" is 126.,127
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,prepareWriter,Long Statement,The length of the statement "this.writer=new SSTableSimpleUnsortedWriter(outputdir`ConfigHelper.getOutputPartitioner(conf)`ConfigHelper.getOutputKeyspace(conf)`ConfigHelper.getOutputColumnFamily(conf)`BytesType.instance`subcomparator`Integer.parseInt(conf.get(BUFFER_SIZE_IN_MB`"64"))`ConfigHelper.getOutputCompressionParamaters(conf));" is 307.,127
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,prepareWriter,Long Statement,The length of the statement "externalClient=new ExternalClient(ConfigHelper.getOutputInitialAddress(conf)`ConfigHelper.getOutputRpcPort(conf)`username`password);" is 132.,127
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,write,Complex Method,Cyclomatic complexity of the method is 9,166
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,write,Long Statement,The length of the statement "if (colType == ColType.COUNTER) for ( CounterColumn column : mut.getColumn_or_supercolumn().getCounter_super_column().columns) writer.addCounterColumn(column.name`column.value);" is 177.,166
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,write,Long Statement,The length of the statement "else writer.addExpiringColumn(column.name`column.value`column.timestamp`column.ttl`System.currentTimeMillis() + ((long)column.ttl * 1000));" is 139.,166
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,write,Long Statement,The length of the statement "if (colType == ColType.COUNTER) writer.addCounterColumn(mut.getColumn_or_supercolumn().counter_column.name`mut.getColumn_or_supercolumn().counter_column.value);" is 160.,166
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,write,Long Statement,The length of the statement "if (mut.getColumn_or_supercolumn().column.ttl == 0) writer.addColumn(mut.getColumn_or_supercolumn().column.name`mut.getColumn_or_supercolumn().column.value`mut.getColumn_or_supercolumn().column.timestamp);" is 205.,166
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,write,Long Statement,The length of the statement "else writer.addExpiringColumn(mut.getColumn_or_supercolumn().column.name`mut.getColumn_or_supercolumn().column.value`mut.getColumn_or_supercolumn().column.timestamp`mut.getColumn_or_supercolumn().column.ttl`System.currentTimeMillis() + ((long)(mut.getColumn_or_supercolumn().column.ttl) * 1000));" is 296.,166
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,write,Magic Number,The method contains a magic number: 1000,166
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,write,Magic Number,The method contains a magic number: 1000,166
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,close,Long Statement,The length of the statement "if (future.getFailedHosts().size() > maxFailures) throw new IOException("Too many hosts failed: " + future.getFailedHosts());" is 125.,219
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,BulkRecordWriter,close,Magic Number,The method contains a magic number: 1000,219
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyRecordWriter,AbstractColumnFamilyRecordWriter,Magic Number,The method contains a magic number: 32,70
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,AbstractColumnFamilyRecordWriter,AbstractColumnFamilyRecordWriter,Magic Number,The method contains a magic number: 32,70
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ColumnFamilyInputFormat,getRecordReader,Long Statement,The length of the statement "ColumnFamilyRecordReader recordReader=new ColumnFamilyRecordReader(jobConf.getInt(CASSANDRA_HADOOP_MAX_KEY_SIZE`CASSANDRA_HADOOP_MAX_KEY_SIZE_DEFAULT));" is 152.,56
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,setInputKeyspaceUserName,Long Identifier,The length of the field INPUT_KEYSPACE_USERNAME_CONFIG is 30.,319
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,getInputKeyspaceUserName,Long Identifier,The length of the field INPUT_KEYSPACE_USERNAME_CONFIG is 30.,324
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,setOutputKeyspaceUserName,Long Identifier,The length of the field OUTPUT_KEYSPACE_USERNAME_CONFIG is 31.,345
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,getOutputKeyspaceUserName,Long Identifier,The length of the field OUTPUT_KEYSPACE_USERNAME_CONFIG is 31.,350
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,getOutputColumnFamily,Long Statement,The length of the statement "else throw new UnsupportedOperationException("You must set the output column family using either setOutputColumnFamily or by adding a named output with MultipleOutputs");" is 170.,370
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,getOutputCompressionChunkLength,Long Identifier,The length of the field OUTPUT_COMPRESSION_CHUNK_LENGTH is 31.,482
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,setOutputCompressionChunkLength,Long Identifier,The length of the field OUTPUT_COMPRESSION_CHUNK_LENGTH is 31.,492
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,setThriftFramedTransportSizeInMb,Long Identifier,The length of the field THRIFT_FRAMED_TRANSPORT_SIZE_IN_MB is 34.,497
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,getThriftFramedTransportSize,Long Identifier,The length of the field THRIFT_FRAMED_TRANSPORT_SIZE_IN_MB is 34.,502
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,getThriftFramedTransportSize,Magic Number,The method contains a magic number: 15,502
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,getThriftFramedTransportSize,Magic Number,The method contains a magic number: 1024,502
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,getThriftFramedTransportSize,Magic Number,The method contains a magic number: 1024,502
finn-no_cassandra-hadoop,org.apache.cassandra.hadoop2,ConfigHelper,getClientFromInputAddressList,Long Statement,The length of the statement "return getClientFromAddressList(conf`ConfigHelper.getInputInitialAddress(conf).split("`")`ConfigHelper.getInputRpcPort(conf));" is 126.,527
