Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
ptgoetz_storm-hdfs,org.apache.storm.hdfs.bolt,SequenceFileBolt,createOutputFile,Long Statement,The length of the statement "Path p=new Path(this.fsUrl + this.fileNameFormat.getPath()`this.fileNameFormat.getName(this.rotation`System.currentTimeMillis()));" is 130.,132
ptgoetz_storm-hdfs,org.apache.storm.hdfs.bolt,SequenceFileBolt,createOutputFile,Long Statement,The length of the statement "this.writer=SequenceFile.createWriter(this.hdfsConfig`SequenceFile.Writer.file(p)`SequenceFile.Writer.keyClass(this.format.keyClass())`SequenceFile.Writer.valueClass(this.format.valueClass())`SequenceFile.Writer.compression(this.compressionType`this.codecFactory.getCodecByName(this.compressionCodec)));" is 303.,132
ptgoetz_storm-hdfs,org.apache.storm.hdfs.bolt,HdfsFileTopology,main,Long Statement,The length of the statement "HdfsBolt bolt=new HdfsBolt().withConfigKey("hdfs.config").withFsUrl(args[0]).withFileNameFormat(fileNameFormat).withRecordFormat(format).withRotationPolicy(rotationPolicy).withSyncPolicy(syncPolicy).addRotationAction(new MoveFileAction().toDestination("/dest2/"));" is 264.,58
ptgoetz_storm-hdfs,org.apache.storm.hdfs.bolt,HdfsFileTopology,main,Magic Number,The method contains a magic number: 1000,58
ptgoetz_storm-hdfs,org.apache.storm.hdfs.bolt,HdfsFileTopology,main,Magic Number,The method contains a magic number: 4,58
ptgoetz_storm-hdfs,org.apache.storm.hdfs.bolt,HdfsFileTopology,main,Magic Number,The method contains a magic number: 2,58
ptgoetz_storm-hdfs,org.apache.storm.hdfs.bolt,HdfsFileTopology,main,Magic Number,The method contains a magic number: 120,58
ptgoetz_storm-hdfs,org.apache.storm.hdfs.bolt,HdfsFileTopology,main,Magic Number,The method contains a magic number: 3,58
ptgoetz_storm-hdfs,org.apache.storm.hdfs.bolt,HdfsFileTopology,waitForSeconds,Empty catch clause,The method has an empty catch block.,117
ptgoetz_storm-hdfs,org.apache.storm.hdfs.bolt,HdfsFileTopology,waitForSeconds,Magic Number,The method contains a magic number: 1000,117
