Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers,ExceptionMatcher,toThrow,Long Statement,The length of the statement "Expectations.expectNotNull(this.exception`"Expected code block to throw %s but it did not throw an exception"`expectedExceptionName);" is 133.,37
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers,ExceptionMatcher,toThrow,Long Statement,The length of the statement "Expectations.expectTrue(expectedExceptionClass.isInstance(this.exception)`"Expected code block to throw %s but it did throw %s"`expectedExceptionName`exceptionName);" is 165.,37
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers,ExceptionMatcher,toThrow,Long Statement,The length of the statement "Expectations.expectTrue(expectedMessage.equals(exceptionMessage)`"Expected exception message '%s' but was '%s'"`expectedMessage`exceptionMessage);" is 146.,56
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers,FloatingPointNumberMatcher,toBeCloseTo,Magic Number,The method contains a magic number: 0.00001,61
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers,CollectionMatcher,toHaveSize,Long Statement,The length of the statement "expectTrue(this.getValue().size() == size`"Expected '%s' to have a size of %d` " + "instead has a size of %d"`this.getValue()`size`this.getValue().size());" is 155.,73
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers,MapMatcher,toHaveSize,Long Statement,The length of the statement "expectTrue(this.getValue().size() == size`"Expected '%s' to have a size of %d` instead has a size of %d"`this.getValue()`size`this.getValue().size());" is 150.,101
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers.datetime,DateMatcher,toBeBefore,Long Statement,The length of the statement "expectTrue(this.getValue().before(otherDate)`"Expected '%s' to be before '%s'"`this.formatDate(this.getValue())`this.formatDate(otherDate));" is 140.,26
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers.datetime,DateMatcher,toBeAfter,Long Statement,The length of the statement "expectTrue(this.getValue().after(otherDate)`"Expected '%s' to be after '%s'"`this.formatDate(this.getValue())`this.formatDate(otherDate));" is 138.,34
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers.datetime,DateMatcher,toBeBetween,Long Statement,The length of the statement "expectNotNull(this.getValue()`"Expected null to be between '%s' and '%s'"`this.formatDate(first)`this.formatDate(second));" is 122.,42
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers.datetime,DateMatcher,toBeBetween,Long Statement,The length of the statement "expectTrue((this.getValue().equals(first) || this.getValue().after(first)) && this.getValue().before(second)`"Expected '%s' to be between '%s' and '%s'"`this.formatDate(this.getValue())`this.formatDate(first)`this.formatDate(second));" is 234.,42
mscharhag_oleaster,com.mscharhag.oleaster.matcher.matchers.datetime,DateMatcher,toBeCloseTo,Long Statement,The length of the statement "expectTrue(this.getValue().after(min) && this.getValue().before(max)`"Expected '%s' to be close to '%s'` delta: %sms"`this.formatDate(this.getValue())`this.formatDate(otherDate)`deltaMillis);" is 191.,53
mscharhag_oleaster,com.mscharhag.oleaster.examples,Person,hashCode,Magic Number,The method contains a magic number: 31,26
mscharhag_oleaster,com.mscharhag.oleaster.runner,StaticRunnerSupport,failIfNoSuiteBuilderAvailable,Long Statement,The length of the statement "throw new IllegalStateException(String.format("No suiteBuilder available` " + "maybe you called %s() in a location where it is not intended to be called?"`methodName));" is 168.,234
mscharhag_oleaster,com.mscharhag.oleaster.runner.suite,SuiteDefinitionEvaluator,createSuite,Long Statement,The length of the statement "Map<String`Optional<Invokable>> specDefinitions=suiteBuilder.getFocusedSpecDefinitions().size() > 0 ? suiteBuilder.getFocusedSpecDefinitions() : suiteBuilder.getSpecDefinitions();" is 179.,45
mscharhag_oleaster,com.mscharhag.oleaster.runner.suite,SuiteDefinitionEvaluator,createSuite,Long Statement,The length of the statement "specDefinitions.forEach((description`block) -> suite.addSpec(new Spec(suite`description`suiteDefinition.isPending() ? Optional.empty() : block)));" is 146.,45
