0,4f97dea783474a5961764a0fbe02784546d5495c
29212,40cc5a3ea2dd0ac0c9cb18c7cd53137d7ac46330
0,4f97dea783474a5961764a0fbe02784546d5495c
14606,f8d350969a30647a9a9325ba0696743cc0533dbb
0,4f97dea783474a5961764a0fbe02784546d5495c
7303,416d808f5bdbde82a350d2edaac0acb35438a69e
0,4f97dea783474a5961764a0fbe02784546d5495c
3651,e91200afde52ca0faf3acda435becbf9166ee552
0,4f97dea783474a5961764a0fbe02784546d5495c
1825,c96f31eb80850f116d2e296b07291af94fb610c7
0,4f97dea783474a5961764a0fbe02784546d5495c
912,ec1906581bbadcf9d3b1acbe359c1cae7d09bb13
0,4f97dea783474a5961764a0fbe02784546d5495c
456,9c711ad92c8dc52ff1837a908ab9b707d13422eb
0,4f97dea783474a5961764a0fbe02784546d5495c
228,c3b0a118bf39735db07bb6bb64834bf4e106ca7a
0,4f97dea783474a5961764a0fbe02784546d5495c
114,c3ddb1c15568dd6ec5ef2d6a41b1b0e6181b5f43
0,4f97dea783474a5961764a0fbe02784546d5495c
57,904f2c18440ca5889df4aedf5d2737042d2ebe54
0,4f97dea783474a5961764a0fbe02784546d5495c
28,ce1552565910080fdd42b171151b2e0fb8ce0ce2
0,4f97dea783474a5961764a0fbe02784546d5495c
14,2f2ca583ad21db15bd14262aad4103aef2d3937a
0,4f97dea783474a5961764a0fbe02784546d5495c
7,2f23e1e4f595f54e53d728f24383ebce07ee4ba6
0,4f97dea783474a5961764a0fbe02784546d5495c
3,2687ef0a89911b8d9537d5eca9b314d3eb5a9a87
0,4f97dea783474a5961764a0fbe02784546d5495c
1,7fd13965b2a7d5ef92a6f580e35a935b95b7945c
14,2f2ca583ad21db15bd14262aad4103aef2d3937a
28,ce1552565910080fdd42b171151b2e0fb8ce0ce2
28,ce1552565910080fdd42b171151b2e0fb8ce0ce2
57,904f2c18440ca5889df4aedf5d2737042d2ebe54
28,ce1552565910080fdd42b171151b2e0fb8ce0ce2
42,974b2a32d8fbf61fd58fb972fbf7e4b9844d5f4f
57,904f2c18440ca5889df4aedf5d2737042d2ebe54
114,c3ddb1c15568dd6ec5ef2d6a41b1b0e6181b5f43
57,904f2c18440ca5889df4aedf5d2737042d2ebe54
85,f21bf1de5318746ae83188caae6093018bcfa326
57,904f2c18440ca5889df4aedf5d2737042d2ebe54
71,093a9f0214cdee0db42cc7af2058afe838cde127
85,f21bf1de5318746ae83188caae6093018bcfa326
114,c3ddb1c15568dd6ec5ef2d6a41b1b0e6181b5f43
99,4563606118b9f0dc2250763bb1d0e2784e13cc51
114,c3ddb1c15568dd6ec5ef2d6a41b1b0e6181b5f43
106,183d1a0c97ba53336acf0d52af49d2271b15c9d9
114,c3ddb1c15568dd6ec5ef2d6a41b1b0e6181b5f43
114,c3ddb1c15568dd6ec5ef2d6a41b1b0e6181b5f43
228,c3b0a118bf39735db07bb6bb64834bf4e106ca7a
114,c3ddb1c15568dd6ec5ef2d6a41b1b0e6181b5f43
171,24b4a295f0e98d5ca225f6ca04d842ef834d0aeb
114,c3ddb1c15568dd6ec5ef2d6a41b1b0e6181b5f43
142,d9206fee8749431a58bdb68f2f153b92747fd0b2
142,d9206fee8749431a58bdb68f2f153b92747fd0b2
171,24b4a295f0e98d5ca225f6ca04d842ef834d0aeb
171,24b4a295f0e98d5ca225f6ca04d842ef834d0aeb
228,c3b0a118bf39735db07bb6bb64834bf4e106ca7a
228,c3b0a118bf39735db07bb6bb64834bf4e106ca7a
456,9c711ad92c8dc52ff1837a908ab9b707d13422eb
228,c3b0a118bf39735db07bb6bb64834bf4e106ca7a
342,7f5ab47da4e17add3483e2a1d01be1cb31f84d7e
342,7f5ab47da4e17add3483e2a1d01be1cb31f84d7e
456,9c711ad92c8dc52ff1837a908ab9b707d13422eb
399,e1297b7c96a961254d4dbf1c3806ee0fc0466451
456,9c711ad92c8dc52ff1837a908ab9b707d13422eb
456,9c711ad92c8dc52ff1837a908ab9b707d13422eb
912,ec1906581bbadcf9d3b1acbe359c1cae7d09bb13
456,9c711ad92c8dc52ff1837a908ab9b707d13422eb
684,cd383c7ec84f610de33049210b7098b0452b31a0
684,cd383c7ec84f610de33049210b7098b0452b31a0
912,ec1906581bbadcf9d3b1acbe359c1cae7d09bb13
912,ec1906581bbadcf9d3b1acbe359c1cae7d09bb13
1825,c96f31eb80850f116d2e296b07291af94fb610c7
912,ec1906581bbadcf9d3b1acbe359c1cae7d09bb13
