Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
HubSpot_live-config,com.hubspot.liveconfig.resolver,ChainedResolverTest,setUp,Long Statement,The length of the statement "List<Resolver> resolvers=ImmutableList.<Resolver>builder().add(new MapResolver(mapA)).add(new MapResolver(mapB)).add(new MapResolver(mapC)).build();" is 148.,20
HubSpot_live-config,com.hubspot.liveconfig,LiveConfigTest,testGetInt,Magic Number,The method contains a magic number: 123,38
HubSpot_live-config,com.hubspot.liveconfig,LiveConfigTest,testGetLong,Magic Number,The method contains a magic number: 1391558400000L,48
HubSpot_live-config,com.hubspot.liveconfig,LiveConfigTest,testGetFloat,Magic Number,The method contains a magic number: 123.456f,58
HubSpot_live-config,com.hubspot.liveconfig,LiveConfigTest,testGetFloat,Magic Number,The method contains a magic number: 0.1,58
HubSpot_live-config,com.hubspot.liveconfig,LiveConfigTest,testGetListInt,Magic Number,The method contains a magic number: 2,98
HubSpot_live-config,com.hubspot.liveconfig,LiveConfigTest,testGetListInt,Magic Number,The method contains a magic number: 3,98
HubSpot_live-config,com.hubspot.liveconfig,LiveConfigTest,testGetListInt,Magic Number,The method contains a magic number: 4,98
HubSpot_live-config,com.hubspot.liveconfig,LiveConfigTest,testGetListInt,Magic Number,The method contains a magic number: 5,98
HubSpot_live-config,com.hubspot.liveconfig,InjectionTest,testIntBound,Magic Number,The method contains a magic number: 123,101
HubSpot_live-config,com.hubspot.liveconfig,InjectionTest,testIntValueBound,Magic Number,The method contains a magic number: 123,115
HubSpot_live-config,com.hubspot.liveconfig,InjectionTest,testIntValueUnparsable,Empty catch clause,The method has an empty catch block.,128
