Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta,ICCDummyMainCreator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DUMMY_MAIN_METHOD
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta,ICCInstrumentDestination,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: FIELD_INTENT_FOR_IPC; FIELD_INTENT_FOR_ACTIVITY_RESULT; FIELD_IBINDER_FOR_IPC
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta,IccTAConstants,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ContentProviderExitKind
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta,JimpleIndexNumberTag,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: JIMPLE_INDEX_NUMBER_TAG
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta,ICCRedirectionCreator,Law of Demeter violation,The tool detected the smell in this method (redirectToDestination) because the method voilates the law of Demeter. The long chain of method invocations is : soot.jimple.infoflow.android.iccta.ICCRedirectionCreator.v; soot.jimple.infoflow.android.iccta.ICCRedirectionCreator.getRedirectMethod
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta,AndroidIPCManager,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ipcAMethods; androidComponents
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.stat,Statistics,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: numberOfComponentsExported; numberOfComponentsProtectedByPermission; numberOfIntents; numberOfImplicitIntents; numberOfExplicitIntents; numberOfIntentsContainingMimeType; numberOfIntentsContainingDataExceptMimeType; numberOfIntentFilters; numberOfIntentFiltersContainingMimeType; numberOfIntentFiltersContainingDataExceptMimeType
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.stat,LinkDBHelper,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INTENT_MATCH_LEVEL
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.todb,ToDBResultHelper,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.icc,ICCLinksEpiccProvider,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: removedComps
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.links,ICCLinker,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.util,Constants,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DB_NAME; TABLE_NAME_STMTS; TABLE_NAME_PATHS; TABLE_NAME_ICCSTMTS; TABLE_NAME_EXTRAS; TABLE_NAME_LINKS; TABLE_NAME_PROVIDER_LINKS; STMT_TYPE_NORMAL; STMT_TYPE_SOURCE; STMT_TYPE_SINK; PATH_TYPE_NORMAL; PATH_TYPE_ICC; PATH_TYPE_PACL; PATH_TYPE_PPCL; PATH_TYPE_PBCL; EXTRA_TYPE_GET; EXTRA_TYPE_PUT; TAG_JIMPLE_INDEX_NUMBER; INTENT_MATCH_LEVEL
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.util,ICCMethodHelper,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: androidComponents
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.util,AndroidHelper,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: androidComponents
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.util,ICCHelper,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: iccMethods
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.jimpleupdater,ExtraExtractor,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: getExtras; putExtras; intentCls; bundleCls
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.jimpleupdater,ApplicationClassSet,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: applicationClasses
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.jimpleupdater,InfoStatistic,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: numberOfClass; numberOfComponent; numberOfLine; numberOfMethod
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.TestApps,Test,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: cfg; results; appPackageNames; appPackageName
lilicoding_soot-infoflow-android-iccta,soot.jimple.infoflow.android.iccta.TestApps,Test,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
