Project Name,Package Name,Architecture Smell,Cause of the Smell
JakeWharton_Telecine,com.jakewharton.telecine,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CaptureHelper; TelecineService; TelecineShortcutLaunchActivity; TelecineActivity; TelecineTileService; IntPreference; BooleanPreference; Analytics; Analytics.GoogleAnalytics; RecordingSession; TelecineModule; VideoSizePercentageAdapter; DemoModeHelper; TelecineShortcutConfigureActivity; CheatSheet; OverlayView; DeleteRecordingBroadcastReceiver]; [TelecineApplication; BugsnagTree; TelecineComponent]; [DemoModeHelper.DemoModeAvailability]; [DemoModeHelper.ShowDemoModeSetting]; [OverlayView.Listener]; [RecordingSession.Listener]; [RecordingSession.RecordingInfo]; [TelecineComponent.Builder]; [RecordingSessionTest]. LCC (Lack of Component Cohesion) = 0.33
