Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
vibe-project_vibe-java-server,org.atmosphere.vibe,ProtocolTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.atmosphere.vibe.DefaultServer; org.atmosphere.vibe.transport.websocket.WebSocketTransportServer; org.atmosphere.vibe.transport.http.HttpTransportServer
