Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList,PublicSuffixListFactory,loadIndexFactory,Long Statement,The length of the statement "@SuppressWarnings("unchecked") Class<IndexFactory> indexFactoryClass=(Class<IndexFactory>)Class.forName(indexFactoryClassName);" is 127.,187
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList,GetRegistrableDomainTest,testGetRegistrableDomain,Magic Number,The method contains a magic number: 10000,49
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.index,FindRuleNonDetermenisticConcurrentTest,benchmarkFindRule,Magic Number,The method contains a magic number: 5000,37
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 20000,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2000,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.benchmark.index,IndexBenchmark,benchmarkFindRule,Magic Number,The method contains a magic number: 2,35
whois-server-list_public-suffix-list,de.malkusch.whoisServerList.publicSuffixList.test.util,TestUtil,getCheckPublicSuffixCases,Magic Number,The method contains a magic number: 2,34
