Project Name,Package Name,Architecture Smell,Cause of the Smell
squarespace_jersey2-guice,com.squarespace.jersey2.guice,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [JerseyModule; JerseyGuiceModule; JerseyGuiceUtils; GuiceJustInTimeResolver; SingletonResourceTest; JerseyGuiceTest; MyResource; GuiceServiceLocatorGeneratorStub; GuiceBindingDescriptor; GuiceBinder; BindingUtils; GuiceServiceLocator; GuiceInjectionResolver; AbstractInjectionResolver; GuiceThreeThirtyResolver; GuiceScopeContext; GuiceServiceLocatorFactory; GuiceServiceLocatorGenerator; MyGuiceSingletonResource; MySingletonResource; MyQualifierResource; MyAsyncResource; Items]; [GuiceBindingDescriptor.LenientHashSet]; [JerseyGuiceModule.JerseyProvider]; [JerseyGuiceModule.ServiceLocatorProvider]; [GuiceQualifier]; [JerseyGuiceTest.MyHttpServlet]; [JerseyGuiceTest.MyFilter]. LCC (Lack of Component Cohesion) = 0.24
