Project Name,Package Name,Architecture Smell,Cause of the Smell
linux-china_plantuml-gist,net.sourceforge.plantuml.servlet,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PlantUmlServlet]; [UmlDiagramService; ImgServlet; AsciiServlet; DiagramResponse; ProxyServlet; MapServlet; SvgServlet; CheckSyntaxServlet]; [Welcome]. LCC (Lack of Component Cohesion) = 0.3
