Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
xp,com.enonic.wem.core.form,FormItemsDataSerializer,toData,5,2,2,13,0
xp,com.enonic.wem.core.form,FormItemsDataSerializer,fromData,7,2,1,21,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,FormItemDataSerializer,3,1,1,30,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,toData,3,1,2,35,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,fromData,3,1,1,40,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,serializeFormItem,18,5,2,45,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,serializeInput,13,1,2,70,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,serializeInputTypeConfig,7,2,1,86,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,serializeMixinReference,4,1,2,98,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,deserializeMixinReference,6,1,1,105,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,serializeFormItemSet,12,2,2,113,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,serializeLayout,14,3,2,130,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,serializeOccurrences,5,1,2,150,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,deserializeFormItem,17,5,1,157,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,deserializeInput,22,4,1,181,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,deserializeInputTypeConfig,5,1,2,213,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,deserializeOccurrences,3,1,1,220,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,deserializeFormItemSet,16,3,1,225,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,deserializeLayout,3,1,1,249,0
xp,com.enonic.wem.core.form,FormItemDataSerializer,deserializeFieldSet,10,2,1,254,0
xp,com.enonic.wem.core.form,FormDataSerializer,FormDataSerializer,3,1,1,15,0
xp,com.enonic.wem.core.form,FormDataSerializer,toData,4,1,2,20,0
xp,com.enonic.wem.core.form,FormDataSerializer,fromData,6,1,1,26,0
xp,com.enonic.wem.core.media,MediaInfoServiceTest,setup,5,1,0,22,0
xp,com.enonic.wem.core.media,MediaInfoServiceTest,createImmutableTextLine_generation,8,2,0,30,1
xp,com.enonic.wem.core.media,MediaInfoServiceTest,multiple_colorSpace_entries,4,1,0,44,1
xp,com.enonic.wem.core.media,MediaInfoServiceTest,multiple_FNumber_entries,4,1,0,51,1
xp,com.enonic.wem.core.media,MediaInfoServiceImpl,parseMediaInfo,11,2,1,29,0
xp,com.enonic.wem.core.media,MediaInfoServiceImpl,parseMetadata,13,1,1,50,0
xp,com.enonic.wem.core.media,MediaInfoServiceImpl,setParser,3,1,1,70,0
xp,com.enonic.wem.core.media,MediaInfoServiceImpl,setDetector,3,1,1,75,0
xp,com.enonic.wem.core.content,UpdateContentCommandTest,given_content_not_found_when_handle_then_NOT_FOUND_is_returned,11,1,0,43,0
xp,com.enonic.wem.core.content,UpdateContentCommandTest,contentDao_update_not_invoked_when_nothing_is_changed,14,1,0,74,1
xp,com.enonic.wem.core.content,UpdateContentCommandTest,createContent,3,1,1,109,0
xp,com.enonic.wem.core.content,GetNearestSiteCommandTest,setUp,3,1,0,19,0
xp,com.enonic.wem.core.content,GetNearestSiteCommandTest,get_nearest_site_content_is_site,7,1,0,26,1
xp,com.enonic.wem.core.content,GetNearestSiteCommandTest,get_nearest_site_parent_is_site,10,1,0,43,1
xp,com.enonic.wem.core.content,GetNearestSiteCommandTest,get_nearest_site_parent_of_parent_is_site,10,1,0,75,1
xp,com.enonic.wem.core.content,GetNearestSiteCommandTest,get_nearest_site_no_nearest_site,10,1,0,113,1
xp,com.enonic.wem.core.content,ValidateContentDataCommandTest,setUp,5,1,0,32,0
xp,com.enonic.wem.core.content,ValidateContentDataCommandTest,validation_with_errors,9,1,0,42,1
xp,com.enonic.wem.core.content,ValidateContentDataCommandTest,validation_no_errors,11,1,0,74,1
xp,com.enonic.wem.core.content,ContentNodeTranslatorTest,before,7,1,0,50,0
xp,com.enonic.wem.core.content,ContentNodeTranslatorTest,toCreateNode_contentData_to_rootdataset,7,1,0,63,1
xp,com.enonic.wem.core.content,ContentNodeTranslatorTest,translate_entityIndexConfig_decide_by_type_for_contentdata,11,1,0,81,1
xp,com.enonic.wem.core.content,ContentNodeTranslatorTest,translate_entityIndexConfig_disabled_for_form,10,1,0,105,1
xp,com.enonic.wem.core.content,ContentNodeTranslatorTest,node_to_content_thumbnail,15,1,0,138,1
xp,com.enonic.wem.core.content,ContentNodeTranslatorTest,test_create_node_with_empty_name,6,1,0,168,1
xp,com.enonic.wem.core.content,ContentNodeTranslatorTest,node_to_content_acl,13,1,0,182,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testEmptyName,3,1,0,14,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testNullName,3,1,0,20,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testBlankName,3,1,0,26,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testBlankSpaces,5,1,0,32,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testLowerCase,5,1,0,40,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testSpecialCharacters,5,1,0,48,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testNiceBeginningAndEnd,8,1,0,56,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testTrailingSpaces,3,1,0,68,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testTrailingHyphens,3,1,0,75,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testNoHyphensAroundDot,6,1,0,82,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testUnsafeCharacters,5,1,0,94,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testUnsafeCharactersOnly,5,1,0,105,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testReplaceReservedWithHyphens,3,1,0,115,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testTrailingUnderScores,3,1,0,121,1
xp,com.enonic.wem.core.content,ContentPathNameGeneratorTest,testReplaceUnsafeWithHyphens,3,1,0,128,1
