Project Name,Package Name,Architecture Smell,Cause of the Smell
h2oai_h2o,water.hadoop,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [h2odriver; h2omapper; MapperToDriverMessage; h2odriver.CallbackHandlerThread; AbstractMessage; DriverToMapperMessage; h2omapper.EmbeddedH2OConfig; h2omapper.BackgroundWriterThread]; [h2odriver.H2ORecordReader]; [h2odriver.EmptySplit]; [h2odriver.H2OInputFormat]; [h2odriver.CtrlCHandler]; [h2odriver.CallbackManager]; [h2omapper.UserMain]; [h2omapper.H2O_MAPPER_COUNTER]; [h2omapper.CounterThread]; [gen_flatfile]. LCC (Lack of Component Cohesion) = 0.59
h2oai_h2o,<All packages>,Dense Structure, The tool detected the smell because all the analyzed components exhibit excessive and dense dependencies among themselves. Average degree = 7.12. All the dependencies among components: from: water.hadoop to: water.util; from: water.hadoop to: water; from: (default package) to: water.genmodel; from: (default package) to: water.score; from: samples.expert to: hex.deeplearning; from: samples.expert to: water.fvec; from: samples.expert to: water; from: samples.expert to: water.deploy; from: samples.expert to: samples.launchers; from: samples.expert to: hex; from: samples.expert to: hex.rng; from: samples.expert to: water.util; from: samples.expert to: water.api; from: hex.la to: water.fvec; from: hex.la to: water; from: hex.gapstat to: water; from: hex.gapstat to: water.fvec; from: hex.gapstat to: water.util; from: hex.gapstat to: water.api; from: hex.gapstat to: hex; from: hex to: water; from: hex to: water.fvec; from: hex to: water.util; from: hex to: water.api; from: hex to: water.exec; from: hex to: jsr166y; from: hex to: hex.glm; from: hex to: water.deploy; from: hex to: hex.deeplearning; from: hex to: hex.la; from: hex to: hex.pca; from: hex to: hex.drf; from: hex.drf to: water.fvec; from: hex.drf to: hex; from: hex.drf to: water.util; from: hex.drf to: hex.gbm; from: hex.drf to: water; from: hex.drf to: water.api; from: hex.drf to: water.exec; from: hex.gbm to: water.fvec; from: hex.gbm to: water; from: hex.gbm to: water.util; from: hex.gbm to: hex; from: hex.gbm to: water.api; from: hex.gbm to: water.license; from: hex.deepfeatures to: water; from: hex.deepfeatures to: hex.deeplearning; from: hex.deepfeatures to: water.fvec; from: hex.deepfeatures to: water.api; from: hex.nb to: water; from: hex.nb to: water.api; from: hex.nb to: water.fvec; from: hex.anomaly to: water; from: hex.anomaly to: hex.deeplearning; from: hex.anomaly to: water.fvec; from: hex.anomaly to: water.api; from: hex.glm to: water; from: hex.glm to: hex.gram; from: hex.glm to: water.api; from: hex.glm to: water.fvec; from: hex.glm to: water.util; from: hex.glm to: jsr166y; from: hex.glm to: hex; from: hex.deeplearning to: water; from: hex.deeplearning to: water.util; from: hex.deeplearning to: water.api; from: hex.deeplearning to: water.fvec; from: hex.deeplearning to: hex; from: hex.gram to: jsr166y; from: hex.gram to: water; from: hex.gram to: water.util; from: hex.singlenoderf to: water.util; from: hex.singlenoderf to: water; from: hex.singlenoderf to: water.api; from: hex.singlenoderf to: hex; from: hex.singlenoderf to: water.fvec; from: hex.singlenoderf to: hex.gbm; from: hex.singlenoderf to: jsr166y; from: hex.pca to: water.api; from: hex.pca to: water; from: hex.pca to: water.fvec; from: water.fvec to: water; from: water.fvec to: water.util; from: water.fvec to: water.persist; from: water.fvec to: water.parser; from: water.fvec to: water.nbhm; from: water.fvec to: jsr166y; from: water.fvec to: hex; from: water.fvec to: water.exec; from: water.fvec to: water.api; from: water.fvec to: water.deploy; from: water to: water.fvec; from: water to: hex; from: water to: water.util; from: water to: water.api; from: water to: water.serial; from: water to: jsr166y; from: water to: water.nbhm; from: water to: water.license; from: water to: water.ga; from: water to: water.persist; from: water to: water.deploy; from: water to: water.exec; from: water.schemas to: water.api; from: water.schemas to: water; from: water.schemas to: water.api.handlers; from: water.schemas to: water.fvec; from: water.ga to: water.util; from: water.persist to: water.util; from: water.persist to: water; from: water.persist to: water.fvec; from: water.persist to: water.api; from: water.parser to: water; from: water.parser to: water.nbhm; from: water.parser to: water.util; from: water.parser to: water.fvec; from: water.parser to: water.score; from: water.util to: water; from: water.util to: water.fvec; from: water.util to: water.api; from: water.util to: hex; from: water.util to: water.persist; from: water.api to: water; from: water.api to: water.fvec; from: water.api to: water.util; from: water.api to: hex; from: water.api to: water.parser; from: water.api to: water.persist; from: water.api to: hex.singlenoderf; from: water.api to: hex.drf; from: water.api to: hex.gbm; from: water.api to: hex.glm; from: water.api to: hex.deeplearning; from: water.api to: hex.la; from: water.api to: water.serial; from: water.api to: water.nbhm; from: water.api to: water.exec; from: water.api to: water.schemas; from: water.api to: hex.nb; from: water.api.handlers to: water.schemas; from: water.api.handlers to: water; from: water.serial to: water; from: water.serial to: water.util; from: water.serial to: hex; from: water.serial to: hex.glm; from: water.serial to: water.fvec; from: water.serial to: hex.gbm; from: water.serial to: hex.drf; from: water.exec to: water; from: water.exec to: water.fvec; from: water.exec to: hex; from: water.exec to: water.util; from: water.exec to: water.nbhm; from: water.score to: water.parser; from: water.score to: water.util; from: water.deploy to: water; from: water.deploy to: water.util; from: water.deploy to: water.api; from: water.deploy to: water.persist; from: embedded to: water.score; from: embedded to: water; from: hex.purelogic to: water.util; from: hex.purelogic to: water.api; from: samples to: water.fvec; from: samples to: hex; from: samples to: samples.launchers; from: samples to: water; from: samples to: water.deploy; from: cookbook to: water.deploy; from: cookbook to: water.util; from: cookbook to: water; from: cookbook to: water.fvec; from: cookbook to: water.exec; from: cookbook.groupedaverage to: water; from: cookbook.groupedaverage to: water.fvec; from: cookbook.groupedaverage to: water.api; from: sample.simple to: sample.simple.service; from: samples.launchers to: water; from: samples.launchers to: water.deploy; from: samples.launchers to: water.util; from: water.api.dsl.util to: water; from: water.api.dsl to: water.fvec; from: water.api.dsl to: water; from: water.zookeeper to: water; from: water.zookeeper to: water.zookeeper.nodes.
h2oai_h2o,samples.expert,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DeepLearningVisualization]; [Frames; MapReduce]; [NeuralNetMnist; NeuralNetMnistDrednet]; [DeepLearningMnist]; [WebAPI]; [WebAPI.JobsRes]; [WebAPI.Job]; [MapReduceKMeans]; [MapReduceKMeans.KMeans]; [LoadDatasets]; [LoadDatasets.MyJob]; [MapReduce.Sum]. LCC (Lack of Component Cohesion) = 0.86
h2oai_h2o,samples.expert,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: water.fvec; water.
h2oai_h2o,samples.expert,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: water; hex.
h2oai_h2o,hex.la,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: hex.la; water.fvec; hex
h2oai_h2o,hex.la,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: hex.la; water.fvec; water; hex
h2oai_h2o,hex.la,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DMatrix]; [DMatrix.TransposeTsk]; [DMatrix.MatrixMulStats]; [DMatrix.MatrixMulJob]; [DMatrix.MatrixMulTsk]; [DMatrix.Callback]; [DMatrix.GetNonZerosTsk]; [DMatrix.VecTsk]; [DMatrix.UpdateProgress]; [Matrix]. LCC (Lack of Component Cohesion) = 1.0
h2oai_h2o,hex.la,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: water.fvec; water.
h2oai_h2o,hex,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 150
