Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
sequenceiq_periscope,com.sequenceiq.periscope.rest.controller,PolicyController,addScaling,Long Statement,The length of the statement "return createScalingPolicyJsonResponse(scalingService.createPolicy(clusterId`json.getAlertId()`scalingPolicy)`HttpStatus.CREATED);" is 130.,30
sequenceiq_periscope,com.sequenceiq.periscope.service,HistoryService,createEntry,Long Statement,The length of the statement "History history=new History(scalingStatus`statusReason`originalNodeCount).withScalingPolicy(scalingPolicy).withAlert(scalingPolicy.getAlert()).withCluster(scalingPolicy.getAlert().getCluster());" is 194.,21
sequenceiq_periscope,com.sequenceiq.periscope.service.configuration,AmbariConfigurationServiceTest,testAzureInternalAddressResolution,Long Statement,The length of the statement "when(ambariClient.resolveInternalHostName("azure-address.internal.cloudapp.net")).thenReturn("azure-address.internal.cloudapp.net");" is 132.,39
sequenceiq_periscope,com.sequenceiq.periscope.service.security,TokenService,getToken,Long Statement,The length of the statement "Map<String`String> tokenResponse=restTemplate.exchange(identityServerUrl + "/oauth/token?grant_type=client_credentials"`HttpMethod.POST`new HttpEntity<Map>(null`headers)`Map.class).getBody();" is 191.,38
sequenceiq_periscope,com.sequenceiq.periscope.service.security,ClusterSecurityService,tryResolve,Long Statement,The length of the statement "return new AmbariStack(new Ambari(host`ambari.getPort()`cluster.get("userName")`cluster.get("password"))`id`securityConfig);" is 124.,35
sequenceiq_periscope,com.sequenceiq.periscope.service.security,RemoteUserDetailsService,getDetails,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@67649ecd,41
sequenceiq_periscope,com.sequenceiq.periscope.service.security,TlsSecurityService,getConfiguration,Complex Conditional,The conditional expression !Files.exists(clientKeyPath) || !Files.exists(clientCertPath) || !Files.exists(serverCertPath) is complex.,87
sequenceiq_periscope,com.sequenceiq.periscope.utils,AmbariClientProvider,createAmbariClient,Long Statement,The length of the statement "return new AmbariClient(cluster.getHost()`cluster.getPort()`cluster.getAmbariUser()`cluster.getAmbariPass()`tlsConfig.getClientCertPath()`tlsConfig.getClientKeyPath()`tlsConfig.getServerCertPath());" is 198.,17
sequenceiq_periscope,com.sequenceiq.periscope.monitor,AbstractMonitor,execute,Long Statement,The length of the statement "EvaluatorExecutor evaluatorExecutor=applicationContext.getBean(getEvaluatorType().getSimpleName()`EvaluatorExecutor.class);" is 123.,21
sequenceiq_periscope,com.sequenceiq.periscope.monitor.evaluator,MetricEvaluator,run,Long Statement,The length of the statement "LOGGER.info("Alert: {} is in '{}' state since {} min(s)"`alertName`currentState`ClusterUtils.TIME_FORMAT.format((double)elapsedTime / ClusterUtils.MIN_IN_MS));" is 159.,46
sequenceiq_periscope,com.sequenceiq.periscope.monitor.handler,ScalingHandler,scale,Long Statement,The length of the statement "ScalingRequest scalingRequest=(ScalingRequest)applicationContext.getBean("ScalingRequest"`cluster`policy`totalNodes`desiredNodeCount);" is 134.,45
sequenceiq_periscope,com.sequenceiq.periscope.monitor.handler,ScalingHandler,scale,Long Statement,The length of the statement "LOGGER.info("Cluster cannot be scaled for {} min(s)"`ClusterUtils.TIME_FORMAT.format((double)remainingTime / ClusterUtils.MIN_IN_MS));" is 134.,45
sequenceiq_periscope,com.sequenceiq.periscope.monitor.handler,ScalingHandler,getRemainingCooldownTime,Long Statement,The length of the statement "return lastScalingActivity == 0 ? 0 : (coolDown * ClusterUtils.MIN_IN_MS) - (System.currentTimeMillis() - lastScalingActivity);" is 127.,65
sequenceiq_periscope,com.sequenceiq.periscope.monitor.handler,ScalingHandler,getDesiredNodeCount,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@3c422742,71
sequenceiq_periscope,com.sequenceiq.periscope.monitor.handler,ScalingRequest,scaleUp,Long Statement,The length of the statement "historyService.createEntry(ScalingStatus.FAILED`"Couldn't trigger upscaling due to: " + e.getMessage()`totalNodes`policy);" is 122.,55
sequenceiq_periscope,com.sequenceiq.periscope.monitor.handler,ScalingRequest,scaleDown,Long Statement,The length of the statement "historyService.createEntry(ScalingStatus.FAILED`"Couldn't trigger downscaling due to: " + e.getMessage()`totalNodes`policy);" is 124.,69
sequenceiq_periscope,com.sequenceiq.periscope.config,DatabaseMigrationConfig,databaseUpMigration,Long Statement,The length of the statement "upOperation=upOperation.operate(dataSourceConnectionProvider`migrationsLoader`operationOption`new PrintStream(upOutStream));" is 124.,41
sequenceiq_periscope,com.sequenceiq.periscope.config,DatabaseMigrationConfig,databaseUpMigration,Long Statement,The length of the statement "pendingOperation.operate(dataSourceConnectionProvider`migrationsLoader`operationOption`new PrintStream(pendingOutStream));" is 122.,41
sequenceiq_periscope,com.sequenceiq.periscope.config,DatabaseMigrationConfig,fileMigrationLoader,Long Identifier,The length of the field DEFAULT_SCHEMA_LOCATION_IN_CONTAINER is 36.,69
