Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
elastic_elasticsearch-river-couchdb,org.elasticsearch.river.couchdb.helper,CouchDBClient,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: host; port; httpClient
