Project Name,Package Name,Architecture Smell,Cause of the Smell
elastic_elasticsearch-river-couchdb,org.elasticsearch.river.couchdb,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CouchdbRiver; CouchdbRiverModule]; [CouchdbRiver.Indexer]; [CouchdbRiver.Slurper]; [AbstractCouchdbTest; CouchdbRiverIntegrationTest]; [CouchdbRiverIntegrationTest.InjectorHook]. LCC (Lack of Component Cohesion) = 0.71
