Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
magarena,magic.data,UnimplementedParser,parseScriptsMissing,8,2,1,25,0
magarena,magic.data,UnimplementedParser,parseCardDefinition,11,1,1,34,0
magarena,magic.data,UnimplementedParser,prop2carddef,13,2,1,45,0
magarena,magic.data,UnimplementedParser,setProperty,8,1,3,58,0
magarena,magic.data,UnimplementedParser,addParsedDefinition,3,1,1,66,0
magarena,magic.data,UnimplementedParser,parseCardAbilities,15,3,0,70,0
magarena,magic.data,UnimplementedParser,getUnimplementedCardDefs,3,1,0,85,0
magarena,magic.data,UnimplementedParser,saveParsedCardsList,13,2,2,89,0
magarena,magic.data,UnimplementedParser,saveParseErrorLog,12,2,1,102,0
magarena,magic.data,UnimplementedParser,exportParseResults,7,1,0,114,0
magarena,magic.data,MagicFormat,getName,0,1,0,12,0
magarena,magic.data,MagicFormat,getCardLegality,0,1,2,14,0
magarena,magic.data,MagicFormat,getMinimumDeckSize,0,1,0,16,0
magarena,magic.data,MagicFormat,isCardLegal,3,1,2,18,0
magarena,magic.data,MagicFormat,isCardLegal,3,1,1,22,0
magarena,magic.data,MagicFormat,getLabel,3,1,0,26,0
magarena,magic.data,MagicFormat,isDeckLegal,12,4,1,30,0
magarena,magic.data,MagicFormat,getName,3,1,0,48,0
magarena,magic.data,MagicFormat,getCardLegality,3,1,2,53,0
magarena,magic.data,MagicFormat,getMinimumDeckSize,3,1,0,58,0
magarena,magic.data,MagicFormat,getFormatLabels,3,1,1,64,0
magarena,magic.data,MagicFormat,getDuelFormats,9,1,0,71,0
magarena,magic.data,MagicFormat,getCubeFilterFormats,3,1,0,81,0
magarena,magic.data,MagicFormat,getDuelFormatsArray,3,1,0,85,0
magarena,magic.data,MagicFormat,getDuelLabels,3,1,0,89,0
magarena,magic.data,MagicFormat,getCubeFilterLabels,3,1,0,93,0
magarena,magic.data,DuelConfig,DuelConfig,5,1,0,34,0
magarena,magic.data,DuelConfig,getStartLife,3,1,0,50,0
magarena,magic.data,DuelConfig,setStartLife,3,1,1,53,0
magarena,magic.data,DuelConfig,getHandSize,3,1,0,57,0
magarena,magic.data,DuelConfig,setHandSize,3,1,1,60,0
magarena,magic.data,DuelConfig,setNrOfGames,3,1,1,64,0
magarena,magic.data,DuelConfig,getNrOfGames,3,1,0,67,0
magarena,magic.data,DuelConfig,getCube,3,1,0,71,0
magarena,magic.data,DuelConfig,setCube,3,1,1,74,0
magarena,magic.data,DuelConfig,getPlayerProfile,3,1,1,78,0
magarena,magic.data,DuelConfig,setPlayerProfile,3,1,2,81,0
magarena,magic.data,DuelConfig,getPlayerDeckProfile,3,1,1,85,0
magarena,magic.data,DuelConfig,setPlayerDeckProfile,3,1,3,89,0
magarena,magic.data,DuelConfig,load,7,1,2,93,0
magarena,magic.data,DuelConfig,loadPlayerConfigs,10,3,2,101,0
magarena,magic.data,DuelConfig,load,5,1,0,116,0
magarena,magic.data,DuelConfig,save,11,2,1,122,0
magarena,magic.data,DuelConfig,getPlayerPrefix,3,1,1,135,0
magarena,magic.data,DuelConfig,getInstance,3,1,0,139,0
magarena,magic.data,DuelConfig,getGamesRequiredToWinDuel,3,1,0,143,0
magarena,magic.data,DuelConfig,getPlayerConfig,3,1,1,147,0
magarena,magic.data,DuelConfig,getPlayerConfigs,3,1,0,151,0
magarena,magic.data,DuelConfig,setPlayerConfigs,3,1,1,155,0
magarena,magic.data,MagicIcon,MagicIcon,3,1,1,240,0
magarena,magic.data,MagicIcon,getFilename,8,2,0,244,0
magarena,magic.data,MagicIcon,isManaIcon,3,1,0,252,0
magarena,magic.data,DeckGenerators,DeckGenerators,4,1,0,30,0
magarena,magic.data,DeckGenerators,getGeneratorNames,3,1,0,35,0
magarena,magic.data,DeckGenerators,addDeckGenerator,15,2,1,39,0
magarena,magic.data,DeckGenerators,getDeckGenerator,14,2,1,59,0
magarena,magic.data,DeckGenerators,loadDeckGenerators,21,3,1,72,0
magarena,magic.data,DeckGenerators,loadDeckGenerators,6,2,0,96,0
magarena,magic.data,DeckGenerators,getNrGenerators,3,1,0,103,0
magarena,magic.data,DeckGenerators,getInstance,3,1,0,107,0
magarena,magic.data,DeckGenerators,setRandomColorDeck,15,2,1,111,0
magarena,magic.data,DeckGenerators,setRandomDeck,10,2,1,131,0
magarena,magic.data,DeckGenerators,getDeckGenerator,8,2,1,146,0
magarena,magic.data,DownloadableFile,DownloadableFile,4,1,2,20,0
magarena,magic.data,DownloadableFile,getLocalFile,3,1,0,25,0
magarena,magic.data,DownloadableFile,getUrl,3,1,0,29,0
magarena,magic.data,DownloadableFile,getFilename,3,1,0,33,0
magarena,magic.data,DownloadableFile,doDownload,5,1,1,37,0
magarena,magic.data,DownloadableFile,downloadToFile,8,2,3,43,0
magarena,magic.data,DownloadableFile,downloadUsingProxy,16,3,3,51,0
magarena,magic.data,CardLegality,CardLegality,3,1,1,14,0
magarena,magic.data,CardLegality,getDescription,3,1,0,18,0
magarena,magic.data,CardLegalityStrings,CardLegalityStrings,2,1,0,27,0
magarena,magic.data,DeckGenerator,getSpellsCount,3,1,0,23,0
magarena,magic.data,DeckGenerator,getMaxCreaturesCount,3,1,0,27,0
magarena,magic.data,DeckGenerator,getLandsCount,3,1,0,31,0
magarena,magic.data,DeckGenerator,setDeckProfile,3,1,1,35,0
magarena,magic.data,DeckGenerator,getDeckProfile,3,1,0,38,0
