Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.flume.server,JettyWebSocketServlet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.flume.server,JettyWebSocketListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.flume.source,JettyWebSocketSource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.server,Server,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Client; Server
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.client,Client,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Client; Server
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.test,Executor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,(default package),JavaClient,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,com.sequenceiq.cascading,Main,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.mr,MapperCleaner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.mr,MapperCleaner.Cleaner,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: LOGGER; record; morphline
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.mr,MapperCleaner.Cleaner,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.mr,MapperCleaner.RecordEmitter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: LOGGER; line; context
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.mr,MapperCleaner.RecordEmitter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.phoenix,AppConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,com.sequenceiq.samples.phoenix,Bootstrap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sequenceiq_sequenceiq-samples,com.sequenceiq.samples,SandboxTester,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
