Project Name,Package Name,Architecture Smell,Cause of the Smell
mulesoft_raml-jaxrs-codegen,org.raml.jaxrs.codegen.core,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Context; Types; Generator; Configuration; MediaTypeGeneratorTestCase; GeneratorTestCase; Names; Constants; Launcher]; [Configuration.JaxrsVersion]. LCC (Lack of Component Cohesion) = 0.2
