Project Name,Package Name,Architecture Smell,Cause of the Smell
orctom_was-maven-plugin,com.orctom.mojo.was.utils,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.orctom.mojo.was.utils; com.orctom.mojo.was
orctom_was-maven-plugin,com.orctom.mojo.was,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.orctom.mojo.was; com.orctom.mojo.was.utils
