Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
orctom_was-maven-plugin,com.orctom.mojo.was.utils,AntTaskUtils,execute,Long Parameter List,The method has 6 parameters. ,54
orctom_was-maven-plugin,com.orctom.mojo.was.utils,AntTaskUtils,execute,Magic Number,The method contains a magic number: 50,54
orctom_was-maven-plugin,com.orctom.mojo.was.utils,AntTaskUtils,getBuildFile,Long Statement,The length of the statement "String path=project.getBuild().getDirectory() + File.separator + Constants.PLUGIN_ID+ File.separator+ "steps"+ File.separator;" is 126.,110
orctom_was-maven-plugin,com.orctom.mojo.was.utils,AntTaskUtils,generateAntProject,Long Identifier,The length of the field DEFAULT_MAVEN_PROJECT_HELPER_REFID is 34.,115
orctom_was-maven-plugin,com.orctom.mojo.was.utils,AntTaskUtils,generateAntProject,Long Parameter List,The method has 6 parameters. ,115
orctom_was-maven-plugin,com.orctom.mojo.was,AbstractWASMojo,getWebSphereModels,Long Statement,The length of the statement "Map<String`Properties> propertiesMap=PropertiesUtils.loadSectionedProperties(deploymentsPropertyFile`getProjectProperties());" is 125.,128
orctom_was-maven-plugin,com.orctom.mojo.was,AbstractWASMojo,getWebSphereModel,Long Statement,The length of the statement "WebSphereModel model=new WebSphereModel().setWasHome(wasHome).setApplicationName(applicationName).setHost(host).setPort(port).setConnectorType(connectorType).setCluster(cluster).setCell(cell).setNode(node).setServer(server).setWebservers(webservers).setVirtualHost(virtualHost).setContextRoot(contextRoot).setSharedLibs(sharedLibs).setParentLast(parentLast).setWebModuleParentLast(webModuleParentLast).setUser(user).setPassword(password).setPackageFile(packageFile.getAbsolutePath()).setScript(script).setScriptArgs(scriptArgs).setJavaoption(javaoption).setDeployOptions(deployOptions).setFailOnError(failOnError).setRestartAfterDeploy(restartAfterDeploy).setVerbose(verbose);" is 676.,161
orctom_was-maven-plugin,com.orctom.mojo.was,AbstractWASMojo,getWebSphereModels,Long Statement,The length of the statement "WebSphereModel model=new WebSphereModel().setWasHome(wasHome).setApplicationName(getPropertyValue("applicationName"`props)).setHost(getPropertyValue("host"`props)).setPort(getPropertyValue("port"`props)).setConnectorType(getPropertyValue("connectorType"`props)).setCluster(getPropertyValue("cluster"`props)).setCell(getPropertyValue("cell"`props)).setNode(getPropertyValue("node"`props)).setServer(getPropertyValue("server"`props)).setWebservers(getPropertyValue("webservers"`props)).setVirtualHost(getPropertyValue("virtualHost"`props)).setContextRoot(getPropertyValue("contextRoot"`props)).setSharedLibs(getPropertyValue("sharedLibs"`props)).setParentLast(Boolean.valueOf(getPropertyValue("parentLast"`props))).setWebModuleParentLast(Boolean.valueOf(getPropertyValue("webModuleParentLast"`props))).setUser(getPropertyValue("user"`props)).setPassword(getPropertyValue("password"`props)).setPackageFile(packageFile.getAbsolutePath()).setScript(script).setScriptArgs(scriptArgs).setJavaoption(javaoption).setDeployOptions(deployOptions).setFailOnError(failOnError).setRestartAfterDeploy(Boolean.valueOf(getPropertyValue("restartAfterDeploy"`props))).setVerbose(verbose);" is 1169.,194
orctom_was-maven-plugin,com.orctom.mojo.was,WASDeployMojo,execute,Long Statement,The length of the statement "final String workingDir=project.getBuild().getDirectory() + File.separator + Constants.PLUGIN_ID+ File.separator+ "py"+ File.separator;" is 135.,32
orctom_was-maven-plugin,com.orctom.mojo.was,WASDeployMojo,execute,Magic Number,The method contains a magic number: 20,32
orctom_was-maven-plugin,com.orctom.mojo.was,WebSphereServiceImpl,executeCommand,Complex Conditional,The conditional expression model.isFailOnError() && (out.contains("com.ibm.ws.scripting.ScriptingException") || out.contains("com.ibm.bsf.BSFException")) is complex.,23
orctom_was-maven-plugin,com.orctom.mojo.was,WebSphereServiceImpl,executeCommand,Long Statement,The length of the statement "if (model.isFailOnError() && (out.contains("com.ibm.ws.scripting.ScriptingException") || out.contains("com.ibm.bsf.BSFException"))) {" is 133.,23
orctom_was-maven-plugin,com.orctom.mojo.was,WebSphereServiceImpl,executeCommand,Long Statement,The length of the statement "throw new WebSphereServiceException("Failed to execute the task." + "Please ensure remote WAS or Deployment Manager is running. " + e.getMessage()`e);" is 150.,23
orctom_was-maven-plugin,com.orctom.mojo.was,WebSphereServiceImpl,executeCommand,Magic Number,The method contains a magic number: 1800,57
