Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
apache_struts-examples,org.apache.struts.example,Chart,execute,Long Statement,The length of the statement "chart=new JFreeChart("Moderation Function"`JFreeChart.DEFAULT_TITLE_FONT`new XYPlot(xyDataset`xAxis`yAxis`new StandardXYItemRenderer(StandardXYItemRenderer.LINES))`false);" is 171.,36
apache_struts-examples,org.apache.struts.example,Chart,execute,Magic Number,The method contains a magic number: 100,36
apache_struts-examples,org.apache.struts.model,ThemeDescriptor,toString,Long Statement,The length of the statement "return "ThemeDescriptor{" + "id='" + id + '\''+ "` displayName='"+ displayName+ '\''+ "` contextPath='"+ contextPath+ '\''+ '}';" is 128.,27
apache_struts-examples,org.apache.struts.register.action,Register,validate,Magic Number,The method contains a magic number: 18,27
apache_struts-examples,org.apache.struts.register.action,Register,validate,Magic Number,The method contains a magic number: 18,27
apache_struts-examples,org.apache.struts.register.action,RegisterTest,testExecuteValidationPasses,Long Statement,The length of the statement "assertEquals("The execute method did not return " + ActionSupport.SUCCESS + " but should have."`ActionSupport.SUCCESS`result);" is 126.,11
apache_struts-examples,org.apache.struts.register.action,RegisterTest,testExecuteValidationFailsMissingFirstName,Long Statement,The length of the statement "assertEquals("The execute method did not return " + ActionSupport.INPUT + " but should have."`ActionSupport.INPUT`result);" is 122.,34
apache_struts-examples,org.apache.struts.register.action,RegisterTest,testExecuteValidationFailsAgeToYoung,Long Statement,The length of the statement "assertEquals("The execute method did not return " + ActionSupport.INPUT + " but should have."`ActionSupport.INPUT`result);" is 122.,58
apache_struts-examples,org.apache.struts.register.action,Register,validate,Magic Number,The method contains a magic number: 18,27
apache_struts-examples,org.apache.struts.register.action,Register,validate,Magic Number,The method contains a magic number: 18,28
apache_struts-examples,(default package),MavenWrapperDownloader,main,Empty catch clause,The method has an empty catch block.,51
apache_struts-examples,(default package),MavenWrapperDownloader,main,Long Identifier,The length of the identifier mavenWrapperPropertyFileInputStream is 35.,51
apache_struts-examples,(default package),JettyPlutoLauncher,main,Magic Number,The method contains a magic number: 8080,7
apache_struts-examples,org.apache.struts.edit.model,Person,toString,Long Statement,The length of the statement "return "First Name: " + getFirstName() + " | "+ " Last Name: "+ getLastName()+ " | "+ " Favorite Sport: "+ getSport()+ " | "+ " Gender: "+ getGender()+ " | "+ " Residency: "+ getResidency()+ " | "+ " Over 21: "+ isOver21()+ " | "+ " Car models: "+ Arrays.asList(getCarModels());" is 278.,85
apache_struts-examples,org.apache.struts.edit.model,Person,toString,Long Statement,The length of the statement "return "First Name: " + getFirstName() + " | "+ " Last Name: "+ getLastName()+ " | "+ " Favorite Sport: "+ getSport()+ " | "+ " Gender: "+ getGender()+ " | "+ " Residency: "+ getResidency()+ " | "+ " Over 21: "+ isOver21()+ " | "+ " Car models: "+ Arrays.asList(getCarModels());" is 278.,85
apache_struts-examples,org.apache.struts.edit.model,Person,toString,Long Statement,The length of the statement "return "First Name: " + getFirstName() + " | "+ " Last Name: "+ getLastName()+ " | "+ " Favorite Sport: "+ getSport()+ " | "+ " Gender: "+ getGender()+ " | "+ " Residency: "+ getResidency()+ " | "+ " Over 21: "+ isOver21()+ " | "+ " Car models: "+ Arrays.asList(getCarModels());" is 278.,85
apache_struts-examples,org.apache.struts.edit.model,Person,toString,Long Statement,The length of the statement "return "First Name: " + getFirstName() + " | "+ " Last Name: "+ getLastName()+ " | "+ " Favorite Sport: "+ getSport()+ " | "+ " Gender: "+ getGender()+ " | "+ " Residency: "+ getResidency()+ " | "+ " Over 21: "+ isOver21()+ " | "+ " Car models: "+ Arrays.asList(getCarModels())+ " | "+ " Email: "+ getEmail()+ " | "+ " Phone: "+ getPhoneNumber();" is 346.,89
apache_struts-examples,org.apache.struts.edit.model,Person,toString,Long Statement,The length of the statement "return "Person{" + "firstName='" + firstName + '\''+ "` lastName='"+ lastName+ '\''+ "` sport='"+ sport+ '\''+ "` gender='"+ gender+ '\''+ "` residency='"+ residency+ '\''+ "` over21="+ over21+ "` carModels="+ Arrays.toString(carModels)+ "` email='"+ email+ '\''+ "` phoneNumber='"+ phoneNumber+ '\''+ "` age="+ age+ '}';" is 321.,101
apache_struts-examples,org.apache.struts.edit.model,Person,toString,Long Statement,The length of the statement "return "First Name: " + getFirstName() + " | "+ " Last Name: "+ getLastName()+ " | "+ " Favorite Sport: "+ getSport()+ " | "+ " Gender: "+ getGender()+ " | "+ " Residency: "+ getResidency()+ " | "+ " Over 21: "+ isOver21()+ " | "+ " Car models: "+ Arrays.asList(getCarModels())+ " | "+ " Email: "+ getEmail()+ " | "+ " Phone: "+ getPhoneNumber();" is 346.,89
apache_struts-examples,org.apache.struts.edit.model,Person,toString,Long Statement,The length of the statement "return "First Name: " + getFirstName() + " | "+ " Last Name: "+ getLastName()+ " | "+ " Favorite Sport: "+ getSport()+ " | "+ " Gender: "+ getGender()+ " | "+ " Residency: "+ getResidency()+ " | "+ " Over 21: "+ isOver21()+ " | "+ " Car models: "+ Arrays.asList(getCarModels());" is 278.,85
apache_struts-examples,org.apache.struts.edit.model,Person,toString,Long Statement,The length of the statement "return "First Name: " + getFirstName() + " | "+ " Last Name: "+ getLastName()+ " | "+ " Favorite Sport: "+ getSport()+ " | "+ " Gender: "+ getGender()+ " | "+ " Residency: "+ getResidency()+ " | "+ " Over 21: "+ isOver21()+ " | "+ " Car models: "+ Arrays.asList(getCarModels())+ " | "+ " Email: "+ getEmail()+ " | "+ " Phone: "+ getPhoneNumber();" is 346.,100
apache_struts-examples,org.apache.struts.edit.model,Person,toString,Long Statement,The length of the statement "return "First Name: " + getFirstName() + " | "+ " Last Name: "+ getLastName()+ " | "+ " Favorite Sport: "+ getSport()+ " | "+ " Gender: "+ getGender()+ " | "+ " Residency: "+ getResidency()+ " | "+ " Over 21: "+ isOver21()+ " | "+ " Car models: "+ Arrays.asList(getCarModels())+ " | "+ " Email: "+ getEmail()+ " | "+ " Phone: "+ getPhoneNumber();" is 346.,84
