Project Name,Package Name,Architecture Smell,Cause of the Smell
yesnault_PlayStartApp,models.utils,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AppException; Hash; ExceptionFactory; HashTest]; [Mail; Mail.EnvelopJob]; [Mail.Envelop]. LCC (Lack of Component Cohesion) = 0.43
