Project Name,Package Name,Architecture Smell,Cause of the Smell
oldratlee_classloader-playground,com.oldratlee.land,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [LandClassLoader; DelegateType; LandClassLoaderTest; LandClassLoader_2LayerCL_Test; LandClassLoader_ParentCLIsSystemCL_Test]; [Constants]. LCC (Lack of Component Cohesion) = 0.33
