Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
beothorn_webGrude,webGrude,TooManyResultsException,TooManyResultsException,Long Statement,The length of the statement "super("The query '" + cssQuery + "' should return one result but returned "+ size+ ". For more than one result a list should be used as the field type.");" is 154.,7
beothorn_webGrude,webGrude,Browser,loadPage,Long Statement,The length of the statement "Arrays.asList(pageClass.getDeclaredMethods()).stream().filter(m -> m.getAnnotation(AfterPageLoad.class) != null).forEach(m -> Browser.invokeOrThrow(m`pageObjectInstance));" is 171.,140
beothorn_webGrude,webGrude,Browser,internalLoadDomContents,Long Statement,The length of the statement "throw new RuntimeException("If your class is an inner class` perhaps you should declare 'public static class' instead of 'public class'"`e);" is 140.,196
beothorn_webGrude,webGrude,Browser,solveRepeatableAnnotatedFieldWithMappableType,Long Statement,The length of the statement "final Class<?> visitableGenericClass=TypeToken.of(f.getGenericType()).resolveType(Link.class.getTypeParameters()[0]).getRawType();" is 130.,267
beothorn_webGrude,webGrude,Browser,solveRepeatableAnnotatedFieldWithMappableType,Long Statement,The length of the statement "throw new RuntimeException("Can't convert html to class " + fieldClass.getName() + "\n"+ "The field type must be a class with "+ Page.class.getSimpleName()+ " annotation or one of these types:\n"+ List.class.getCanonicalName()+ "\n"+ String.class.getCanonicalName()+ "\n"+ Integer.class.getCanonicalName()+ "\n"+ Float.class.getCanonicalName()+ "\n"+ Boolean.class.getCanonicalName()+ "\n"+ Link.class.getCanonicalName()+ "\n"+ Element.class.getCanonicalName()+ "\n"+ Date.class.getCanonicalName()+ "\n");" is 505.,267
beothorn_webGrude,webGrude,Browser,solveAnnotatedFieldWithMappableType,Long Statement,The length of the statement "final Class<?> visitableGenericClass=TypeToken.of(f.getGenericType()).resolveType(Link.class.getTypeParameters()[0]).getRawType();" is 130.,333
beothorn_webGrude,webGrude,Browser,solveAnnotatedFieldWithMappableType,Long Statement,The length of the statement "throw new RuntimeException("Can't convert html to class " + fieldClass.getName() + "\n"+ "The field type must be a class with "+ Page.class.getSimpleName()+ " annotation or one of these types:\n"+ List.class.getCanonicalName()+ "\n"+ String.class.getCanonicalName()+ "\n"+ Integer.class.getCanonicalName()+ "\n"+ Float.class.getCanonicalName()+ "\n"+ Boolean.class.getCanonicalName()+ "\n"+ Link.class.getCanonicalName()+ "\n"+ Element.class.getCanonicalName()+ "\n"+ Date.class.getCanonicalName()+ "\n");" is 505.,333
beothorn_webGrude,webGrude,IncompatibleTypes,IncompatibleTypes,Long Parameter List,The method has 5 parameters. ,14
beothorn_webGrude,webGrude,IncompatibleTypes,IncompatibleTypes,Long Statement,The length of the statement "super("{\n" + "\tInstance type: " + newInstance.getClass().getName() + "\n\tField Type: "+ fieldClass+ "\n\tNode: "+ selectedNode+ "\n\tAnnotation: "+ selectorAnnotation+ "\n}"`e);" is 180.,14
beothorn_webGrude,webGrude,BrowserTest,beforeClass,Long Statement,The length of the statement "stubFor(get(urlEqualTo("/Foo.html")).willReturn(aResponse().withHeader("Content-Type"`"text/html;encoding=UTF-8").withBody(ByteStreams.toByteArray(is))));" is 154.,37
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Long Statement,The length of the statement "assertEquals("<a href=\"linkToBeExtracted1\">Some useless text</a> \n<a href=\"linkToBeExtracted2\">Some useless text</a>"`foo.linksInnerHtml);" is 143.,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 2,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 42,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 42,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 42.24,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 0.001,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 42.24,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 0.001,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 3.1415,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 0.00001,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 3.1415,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 0.00001,52
beothorn_webGrude,webGrude,BrowserTest,testMappingFromResource,Magic Number,The method contains a magic number: 41,52
beothorn_webGrude,webGrude.http,SimpleHttpClientImpl,internalPost,Long Statement,The length of the statement "final HttpUriRequest request=RequestBuilder.post().setUri(post).addParameters(params).setHeader("User-Agent"`this.userAgent).build();" is 133.,93
beothorn_webGrude,webGrude.elements,Instantiator,typeIsKnown,Long Statement,The length of the statement "return c.equals(String.class) || c.equals(Integer.class) || c.getSimpleName().equals("int")|| c.equals(Float.class)|| c.getSimpleName().equals("float")|| c.equals(Boolean.class)|| c.getSimpleName().equals("boolean")|| c.equals(Link.class)|| c.equals(Element.class)|| c.equals(List.class)|| c.equals(Date.class);" is 311.,20
beothorn_webGrude,webGrude.elements,Instantiator,instanceForNode,Complex Conditional,The conditional expression !c.equals(Date.class) && format != null && !format.equals(Selector.NOVALUE) is complex.,31
beothorn_webGrude,webGrude.elements,Instantiator,instanceForNode,Complex Method,Cyclomatic complexity of the method is 15,31
beothorn_webGrude,webGrude.elements,WrongTypeForField,WrongTypeForField,Long Statement,The length of the statement "super("Element can't be mapped to attribute " + attribute + " with type "+ c.getTypeName()+ "\n"+ "Element contents:\n"+ node.html()`e);" is 136.,9
beothorn_webGrude,webGrude.elements,Link,Link,Magic Number,The method contains a magic number: 2,37
