Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest
ontrack,net.nemerosa.ontrack.repository.support,AbstractDBInitConfig,AbstractDBInitConfig,3,1,1,9,0
ontrack,net.nemerosa.ontrack.repository.support,DBInitConfig,getName,0,1,0,10,0
ontrack,net.nemerosa.ontrack.repository.support,DBInitConfig,createConfig,0,1,0,15,0
ontrack,net.nemerosa.ontrack.repository.support,DBInitConfig,getOrder,0,1,0,22,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractExtension,AbstractExtension,3,1,1,10,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractExtension,getFeature,3,1,0,14,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractExtensionFeature,AbstractExtensionFeature,5,1,3,11,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractExtensionFeature,getId,3,1,0,17,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractExtensionFeature,getName,3,1,0,22,0
ontrack,net.nemerosa.ontrack.extension.support,AbstractExtensionFeature,getDescription,3,1,0,27,0
ontrack,net.nemerosa.ontrack.test,TestUtils,TestUtils,2,1,0,24,0
ontrack,net.nemerosa.ontrack.test,TestUtils,uid,3,1,1,27,0
ontrack,net.nemerosa.ontrack.test,TestUtils,getEnvIfPresent,11,3,3,31,0
ontrack,net.nemerosa.ontrack.test,TestUtils,getEnv,9,2,3,46,0
ontrack,net.nemerosa.ontrack.test,TestUtils,assertJsonWrite,3,1,2,62,0
ontrack,net.nemerosa.ontrack.test,TestUtils,assertJsonWrite,3,1,3,69,0
ontrack,net.nemerosa.ontrack.test,TestUtils,assertJsonRead,3,1,3,76,0
ontrack,net.nemerosa.ontrack.test,TestUtils,assertJsonEquals,3,1,2,83,0
ontrack,net.nemerosa.ontrack.test,TestUtils,dateTime,3,1,0,90,0
ontrack,net.nemerosa.ontrack.test,TestUtils,dateTimeJson,3,1,0,94,0
ontrack,net.nemerosa.ontrack.test,TestUtils,resourceBytes,3,1,1,98,0
ontrack,net.nemerosa.ontrack.boot.ui,UIErrorHandler,onInputException,4,1,1,15,0
ontrack,net.nemerosa.ontrack.boot.ui,UIErrorHandler,onInputException,4,1,1,24,0
ontrack,net.nemerosa.ontrack.boot.ui,UIErrorHandler,getMessageResponse,3,1,2,33,0
ontrack,net.nemerosa.ontrack.boot.ui,UserAPIController,UserAPIController,4,1,2,31,0
ontrack,net.nemerosa.ontrack.boot.ui,UserAPIController,getCurrentUser,9,2,0,37,0
ontrack,net.nemerosa.ontrack.boot.ui,UserAPIController,loginForm,3,1,0,52,0
ontrack,net.nemerosa.ontrack.boot.ui,UserAPIController,login,9,2,0,60,0
ontrack,net.nemerosa.ontrack.boot.ui,UserAPIController,loggedOut,2,1,0,75,0
ontrack,net.nemerosa.ontrack.boot.ui,UserAPIController,toAnonymousResource,3,1,0,82,0
ontrack,net.nemerosa.ontrack.boot.ui,UserAPIController,toLoggedAccountResource,4,1,1,91,0
ontrack,net.nemerosa.ontrack.boot.ui,UserAPIController,userMenu,4,1,1,99,0
ontrack,net.nemerosa.ontrack.boot.ui,UserAPIController,userMenuExtensions,10,3,1,110,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,StructureAPIController,4,1,2,30,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,getProjectList,3,1,0,36,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,newProjectForm,3,1,0,46,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,newProject,5,1,1,52,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,getProject,4,1,1,64,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,saveProjectForm,3,1,1,73,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,saveProject,6,1,2,79,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,getBranchListForProject,3,1,1,92,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,newBranchForm,4,1,1,108,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,newBranch,6,1,2,117,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,getBranch,3,1,1,130,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,newBuildForm,4,1,1,140,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,newBuild,7,1,2,149,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,getPromotionLevelListForBranch,4,1,1,166,0
ontrack,net.nemerosa.ontrack.boot.ui,StructureAPIController,newPromotionLevelForm,4,1,1,183,0
