Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
sharneng_gm4java,org.gm4java.im4java,GMBatchCommand,setSearchPath,Long Statement,The length of the statement "throw new UnsupportedOperationException("GMBatchCommand does not support setSearchPath because it uses the" + " GMExecutor passed to the constructor instead of starting a GraphicsMagick process itself.");" is 204.,97
sharneng_gm4java,org.gm4java.im4java,GMOperation,validate,Long Statement,The length of the statement "throwMutuallyExclusiveException(used`true`EnumSet.of(GeometryAnnotation.FillUsingAspectRatio`GeometryAnnotation.FitUsingAspectRatio`GeometryAnnotation.ForceDimensions));" is 169.,118
sharneng_gm4java,org.gm4java.im4java,GMOperation,throwMutuallyExclusiveException,Long Statement,The length of the statement "throw new IllegalArgumentException("One of the following geometry annotations must be used: " + join(mutuallyExclusive`"or"));" is 126.,134
sharneng_gm4java,org.gm4java.im4java,GMOperation,join,Magic Number,The method contains a magic number: 2,152
sharneng_gm4java,org.gm4java.im4java,GMOperation,source,Complex Conditional,The conditional expression (width != null) && (height != null) && (width > 0)&& (height > 0) is complex.,320
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_ThrowsException_WhenDownSizeOnlyAndUpSizeOnly,Long Statement,The length of the statement "sut.resize(1`1`EnumSet.of(GeometryAnnotation.FitUsingAspectRatio`GeometryAnnotation.DownsizeOnly`GeometryAnnotation.UpsizeOnly));" is 129.,125
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,rotate_Annotation_WidthLargerThanHeight,Magic Number,The method contains a magic number: 90.0,156
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,rotate_Annotation_HeightLargerThanWidth,Magic Number,The method contains a magic number: 90.0,174
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,rotate_GM_Understands_English_Locale_Only,Magic Number,The method contains a magic number: 90.0,180
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,font_SetsTypeSizeColor,Magic Number,The method contains a magic number: 12,199
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,drawText_DrawsTextAtGivenPosition,Magic Number,The method contains a magic number: 12,212
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,drawText_DrawsTextAtGivenPosition,Magic Number,The method contains a magic number: 13,212
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Long Statement,The length of the statement "final String[] expected=new String[]{"convert"`"-limit"`"threads"`"42"`"-size"`"1600x1200"`source.getPath()`"-shave"`"1x2"`"-resize"`"640x480!>"`"-rotate"`"90.0>"`"-crop"`"320x240+10+20"`"-colorspace"`"COLORSPACE"`"-type"`"Grayscale"`"-depth"`"8"`"-quality"`"86.12"`"+profile"`"*"`target.getPath()};" is 299.,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Long Statement,The length of the statement "sut.resize(640`480`EnumSet.of(GeometryAnnotation.ForceDimensions`GeometryAnnotation.DownsizeOnly)).rotate(90.0`RotationAnnotation.WidthExceedsHeightOnly).crop(320`240`10`20).colorspace("COLORSPACE");" is 199.,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 42,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 1600,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 1200,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 2,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 640,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 480,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 90.0,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 320,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 240,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 10,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 20,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 8,231
sharneng_gm4java,org.gm4java.im4java,GMOperationTest,resize_Serializes_WhenParametersValid,Magic Number,The method contains a magic number: 86.12,231
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_chokes_whenServiceChokes,Magic Number,The method contains a magic number: 800,68
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_chokes_whenServiceChokes,Magic Number,The method contains a magic number: 600,68
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_chokes_whenErrorConsumerIsNull,Magic Number,The method contains a magic number: 800,87
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_chokes_whenErrorConsumerIsNull,Magic Number,The method contains a magic number: 600,87
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_sendsCommandToService,Magic Number,The method contains a magic number: 800,108
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_sendsCommandToService,Magic Number,The method contains a magic number: 600,108
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_works_whenOutputConsumerIsNull,Magic Number,The method contains a magic number: 800,125
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_works_whenOutputConsumerIsNull,Magic Number,The method contains a magic number: 600,125
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_handlesBufferedImageAsInput,Long Statement,The length of the statement "@java.lang.SuppressWarnings("unchecked") ArgumentCaptor<List<String>> captor=ArgumentCaptor.forClass((Class<List<String>>)(Class<?>)List.class);" is 144.,170
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_handlesBufferedImageAsInput,Magic Number,The method contains a magic number: 80,170
sharneng_gm4java,org.gm4java.im4java,GMBatchCommandTest,run_handlesBufferedImageAsInput,Magic Number,The method contains a magic number: 60,170
sharneng_gm4java,org.gm4java.engine.support,PooledGMConnection,ensureHealthy,Long Statement,The length of the statement "throw new GMServiceException(String.format("Instance is stale` executed %d commands which exceeded the %d limit."`count`limit));" is 128.,64
sharneng_gm4java,org.gm4java.engine.support,GMConnectionPoolConfig,setSoftMinEvictableIdleTimeMillis,Long Identifier,The length of the parameter softMinEvictableIdleTimeMillis is 30.,411
sharneng_gm4java,org.gm4java.engine.support,GMConnectionPoolTest,borrowObject_doesNotReturnUnhealthyConnection,Empty catch clause,The method has an empty catch block.,122
sharneng_gm4java,org.gm4java.engine.support,GMConnectionPoolTest,setEvictAfterNumberOfUse_limitsTheUseOfConnection,Magic Number,The method contains a magic number: 5,139
sharneng_gm4java,org.gm4java.engine.support,GMConnectionPoolTest,close_destories_allProcesses,Magic Number,The method contains a magic number: 3,222
sharneng_gm4java,org.gm4java.engine.support,PooledGMConnectionTest,ensureHealthy_happyDay_whenWithinLimit,Magic Number,The method contains a magic number: 10,88
sharneng_gm4java,org.gm4java.engine.support,PooledGMConnectionTest,ensureHealthy_happyDay_onNoLimit,Magic Number,The method contains a magic number: 10,96
sharneng_gm4java,org.gm4java.engine.support,PooledGMConnectionTest,ensureHealthy_chokes_whenOutOfLimit,Magic Number,The method contains a magic number: 10,111
sharneng_gm4java,org.gm4java.engine.support,PooledGMConnectionTest,ensureHealthy_chokes_whenServiceExceptionWasThrown,Empty catch clause,The method has an empty catch block.,119
sharneng_gm4java,org.gm4java.engine.support,PooledGMConnectionTest,ensureHealthy_happyDay_whenGMExceptionWasThrown,Empty catch clause,The method has an empty catch block.,132
sharneng_gm4java,org.gm4java.engine.support,PooledGMConnectionTest,ensureHealthy_happyDay_whenRuntimeExceptionWasThrown,Empty catch clause,The method has an empty catch block.,144
sharneng_gm4java,org.gm4java.engine.support,PooledGMConnectionTest,ensureHealthy_happyDay_whenErrorWasThrown,Empty catch clause,The method has an empty catch block.,157
sharneng_gm4java,org.gm4java.engine.support,SimpleGMServiceTest,execute_destroysProcess_onFailure,Empty catch clause,The method has an empty catch block.,138
sharneng_gm4java,org.gm4java.engine.support,SimpleGMServiceTest,executeByList_destroysProcess_onFailure,Empty catch clause,The method has an empty catch block.,152
sharneng_gm4java,org.gm4java.engine.support,PooledGMServiceTest,execute_returnBorrowedConnection_onError,Empty catch clause,The method has an empty catch block.,223
sharneng_gm4java,org.gm4java.engine.support,PooledGMServiceTest,executeByList_returnBorrowedConnection_onError,Empty catch clause,The method has an empty catch block.,236
sharneng_gm4java,org.gm4java.engine.support,ReaderWriterProcessImplTest,destroy_destroys_onStreamError,Empty catch clause,The method has an empty catch block.,167
sharneng_gm4java,org.gm4java.engine.support,AbstractGMConnectionTest,execute_canHandle_largeGMResult,Magic Number,The method contains a magic number: 10000,249
