Project Name,Package Name,Architecture Smell,Cause of the Smell
sharneng_gm4java,org.gm4java.im4java,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GMBatchCommand; GMBatchCommandTest]; [GMOperation; GMOperationTest]; [GMOperation.RotationAnnotation]; [GMOperation.Gravity]; [GMOperation.GeometryAnnotation]. LCC (Lack of Component Cohesion) = 0.71
