Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.commons,RichTickTupleBolt,isTickTuple,Long Statement,The length of the statement "return tuple.getSourceComponent().equals(Constants.SYSTEM_COMPONENT_ID) && tuple.getSourceStreamId().equals(Constants.SYSTEM_TICK_STREAM_ID);" is 141.,49
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.bolt,IndexBatchBolt,bulkUpdateIndexes,Long Statement,The length of the statement "IndexRequestBuilder request=client.prepareIndex(doc.getName()`doc.getType()`doc.getId()).setSource((String)doc.getSource());" is 124.,128
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.bolt,IndexBatchBoltTest,newIndexBatchBolt,Magic Number,The method contains a magic number: 5,46
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,ESIndexState,searchQuery,Magic Number,The method contains a magic number: 10,109
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,ESIndexState,searchSortedAndFirstNQuery,Long Parameter List,The method has 5 parameters. ,118
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,ESIndexState,searchSortedAndFirstNQuery,Long Statement,The length of the statement "SearchResponse response=buildSearchQuery(query`indices`types`firstN).addSort(sortBuilder).setQuery(query).execute().actionGet();" is 128.,118
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,ESIndexState,buildSearchQuery,Long Statement,The length of the statement "return client.prepareSearch().setIndices(indices.toArray(new String[indices.size()])).setTypes(types.toArray(new String[types.size()])).setSize(size).setQuery(query);" is 166.,127
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,ESIndexUpdaterTest,buildTopology,Long Statement,The length of the statement "FixedBatchSpout spout=new FixedBatchSpout(new Fields("sentence")`3`new Values("the cow jumped over the moon")`new Values("the man went to the store and bought some candy")`new Values("four score and seven years ago")`new Values("how many apples can you eat")`new Values("to be or not to be the person"));" is 304.,56
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,ESIndexUpdaterTest,buildTopology,Long Statement,The length of the statement "TridentState state=topology.newStream("tweets"`spout).partitionPersist(factory`new Fields("sentence")`new ESIndexUpdater(new MyTridentTupleMapper()));" is 150.,56
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,ESIndexUpdaterTest,buildTopology,Long Statement,The length of the statement "topology.newDRPCStream("search"`drpc).each(new Fields("args")`new ExtractSearchArgs()`new Fields("query"`"indices"`"types")).groupBy(new Fields("query"`"indices"`"types")).stateQuery(state`new Fields("query"`"indices"`"types")`new QuerySearchIndexQuery()`new Fields("tweet")).each(new Fields("tweet")`new FilterNull()).each(new Fields("tweet")`new CreateJson()`new Fields("json")).project(new Fields("json"));" is 409.,56
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,ESIndexUpdaterTest,buildTopology,Magic Number,The method contains a magic number: 3,56
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,IndexMapStateTest,buildTopology,Long Statement,The length of the statement "FixedBatchSpout spout=new FixedBatchSpout(new Fields("sentence")`3`new Values("the cow jumped over the moon")`new Values("the man went to the store and bought some candy")`new Values("four score and seven years ago")`new Values("how many apples can you eat")`new Values("to be or not to be the person"));" is 304.,97
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,IndexMapStateTest,buildTopology,Long Statement,The length of the statement "topology.newStream("tweets"`spout).each(new Fields("sentence")`new DocumentBuilder()`new Fields("document")).each(new Fields("document")`new ExtractDocumentInfo()`new Fields("id"`"index"`"type")).groupBy(new Fields("index"`"type"`"id")).persistentAggregate(state`new Fields("document")`new TweetBuilder()`new Fields("tweet")).parallelismHint(1);" is 345.,97
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,IndexMapStateTest,buildTopology,Long Statement,The length of the statement "topology.newDRPCStream("search"`drpc).each(new Fields("args")`new ExtractSearchArgs()`new Fields("query"`"indices"`"types")).groupBy(new Fields("query"`"indices"`"types")).stateQuery(staticState`new Fields("query"`"indices"`"types")`new QuerySearchIndexQuery()`new Fields("tweet")).each(new Fields("tweet")`new FilterNull()).each(new Fields("tweet")`new CreateJson()`new Fields("json")).project(new Fields("json"));" is 415.,97
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.state,IndexMapStateTest,buildTopology,Magic Number,The method contains a magic number: 3,97
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch,Document,Document,Long Parameter List,The method has 5 parameters. ,62
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch,BaseLocalClusterTest,setUp,Magic Number,The method contains a magic number: 10000,53
fhussonnois_storm-trident-elasticsearch,com.github.fhuss.storm.elasticsearch.functions,ExtractSearchArgs,execute,Magic Number,The method contains a magic number: 2,10
