Project Name,Package Name,Architecture Smell,Cause of the Smell
OpenSOC_opensoc-streaming,com.opensoc.pcapservice,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 38
OpenSOC_opensoc-streaming,com.opensoc.pcapservice,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CellTimestampComparator; PcapHelper; PcapGetterHBaseImpl; PcapsResponse; ConfigurationUtil; PcapHelperTest; CellTimestampComparatorTest; ConfigurationUtilTest; PcapGetterHBaseImplTest; IPcapGetter; PcapScannerHBaseImpl; PcapHelper; PcapReceiverImplRestEasy; HBaseConfigurationUtil; PcapGetterHBaseImpl; PcapsResponse; ConfigurationUtil; CellTimestampComparatorTest; IPcapGetter; PcapReceiverImplRestEasy; IPcapScanner; PcapScannerHBaseImpl; HBaseConfigurationUtil; HBaseConfigurationUtilTest; PcapScannerHBaseImplTest; HBaseConfigConstants]; [PcapHelper.TimeUnit]; [RestTestingUtil; RestTestingUtil]; [PcapsResponse.Status]; [ConfigurationUtil.SizeUnit]; [HBaseIntegrationTest]; [CellTimestampComparator]; [HBaseConfigConstants]; [PcapHelper.TimeUnit]; [IPcapScanner]; [PcapsResponse.Status]; [ConfigurationUtil.SizeUnit]. LCC (Lack of Component Cohesion) = 0.32
OpenSOC_opensoc-streaming,com.opensoc.parsing.parsers,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PcapParser]; [OpenSOCMatch; OpenSOCConverter; OpenSOCGrok; GrokUtils; OpenSOCGarbage]; [BasicLancopeParser; AbstractParser; BasicLogstashParser; BasicPaloAltoFirewallParser; BasicIseParser; BasicSourcefireParser; BasicBroParser; GrokAsaParser; JSONCleaner; GrokSourcefireParser; BasicFireEyeParser]; [OpenSOCConverter.KeyValue]; [OpenSOCConverter.IConverter]; [OpenSOCConverter.ByteConverter]; [OpenSOCConverter.BooleanConverter]; [OpenSOCConverter.ShortConverter]; [OpenSOCConverter.IntegerConverter]; [OpenSOCConverter.LongConverter]; [OpenSOCConverter.FloatConverter]; [OpenSOCConverter.DoubleConverter]; [OpenSOCConverter.StringConverter]; [OpenSOCConverter.DateConverter]; [ParserUtils]. LCC (Lack of Component Cohesion) = 0.52
OpenSOC_opensoc-streaming,com.opensoc.parsing.test,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BasicIseParserTest]; [GrokAsaParserTest]; [BasicBroParserTest]; [BasicPaloAltoFirewallParserTest]; [BroParserTest]; [BasicLancopeParserTest]; [BasicSourcefireParserTest]; [BasicFireEyeParserTest]. LCC (Lack of Component Cohesion) = 1.0
OpenSOC_opensoc-streaming,com.opensoc.ise.parser,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ISEParserTokenManager; TokenMgrError; JavaCharStream; Token; ISEParser; ISEParser.JJCalls; ParseException; ISEParserConstants]; [ISEParser.LookaheadSuccess]. LCC (Lack of Component Cohesion) = 0.22
OpenSOC_opensoc-streaming,com.opensoc.pcap,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PcapParser; Constants; PacketInfo; PcapByteInputStream; PcapPacketComparator; PcapMerger; PcapByteOutputStream; PcapUtils]; [OpenSocEthernetDecoder; IEEE_802_1Q]. LCC (Lack of Component Cohesion) = 0.2
OpenSOC_opensoc-streaming,com.opensoc.alerts.adapters,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HbaseWhiteAndBlacklistAdapter]; [AbstractAlertAdapter; KeywordsAlertAdapter; AllAlertAdapter; RangeChecker; CIFAlertsAdapter; AllAlertAdapterTest; ThreatAlertsAdapter]. LCC (Lack of Component Cohesion) = 0.25
OpenSOC_opensoc-streaming,com.opensoc.topology,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Ise]; [FireEye]; [Lancope]; [Pcap]; [Bro]; [Sourcefire]; [PaloAltoFirewall]; [Asa]. LCC (Lack of Component Cohesion) = 1.0
OpenSOC_opensoc-streaming,com.opensoc.topology.runner,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.opensoc.indexing; com.opensoc.enrichment.common; com.opensoc.alerts
