Class,Assertion roulette,Conditional test logic,Constructor initialization,Eager test,Empty test,Exception handling,Ignored tests,Unknown test,Total
bramp_ffmpeg-cli-wrapper.net.bramp.ffmpeg.RunProcessFunction,0,0,0,0,0,0,1,1,2
bramp_ffmpeg-cli-wrapper.net.bramp.ffmpeg.progress.StreamProgressParser,0,0,0,0,0,0,0,0,0
bramp_ffmpeg-cli-wrapper.net.bramp.ffmpeg.progress.ProgressParser,0,0,0,0,0,0,0,0,0
bramp_ffmpeg-cli-wrapper.net.bramp.ffmpeg.nut.RawHandler,0,0,0,0,0,0,0,0,0
bramp_ffmpeg-cli-wrapper.net.bramp.ffmpeg.nut.NutReader,0,0,0,0,0,1,0,0,1
bramp_ffmpeg-cli-wrapper.net.bramp.ffmpeg.builder.StreamSpecifier,1,0,0,1,0,0,0,0,2
bramp_ffmpeg-cli-wrapper.net.bramp.ffmpeg.builder.FFmpegOutputBuilder,0,0,0,0,0,0,0,0,0
bramp_ffmpeg-cli-wrapper.net.bramp.ffmpeg.builder.MetadataSpecifier,1,0,0,1,0,0,0,0,2
pietermartin_sqlg.org.umlg.sqlg.structure.SqlgGraph,610,95,0,566,0,24,0,115,1410
pietermartin_sqlg.org.umlg.sqlg.sql.dialect.SqlDialect,76,3,0,76,0,1,0,54,210
pietermartin_sqlg.org.umlg.sqlg.structure.topology.Topology,106,23,0,103,0,24,0,7,263
pietermartin_sqlg.org.umlg.sqlg.structure.topology.Schema,128,64,0,127,0,13,0,10,342
pietermartin_sqlg.org.umlg.sqlg.test.BaseTest,143,14,0,134,0,7,1,25,324
pietermartin_sqlg.org.umlg.sqlg.structure.SchemaTable,0,0,0,0,0,0,0,0,0
pietermartin_sqlg.org.umlg.sqlg.structure.SqlgIoRegistryV3,1,0,0,0,0,0,0,0,1
pietermartin_sqlg.org.umlg.sqlg.sql.dialect.SqlSchemaChangeDialect,0,0,0,0,0,0,0,1,1
pietermartin_sqlg.org.umlg.sqlg.structure.topology.AbstractLabel,3,0,0,2,0,1,0,0,6
pietermartin_sqlg.org.umlg.sqlg.structure.topology.VertexLabel,6,2,0,6,0,0,0,0,14
pietermartin_sqlg.org.umlg.sqlg.structure.SqlgTransaction,39,6,0,39,0,0,0,110,194
pietermartin_sqlg.org.umlg.sqlg.predicate.FullText,1,0,0,0,0,0,0,0,1
pietermartin_sqlg.org.umlg.sqlg.structure.topology.IndexType,1,0,0,0,0,0,0,0,1
Flow_Caustic.com.flowpowered.caustic.api.data.VertexData,1,0,0,1,0,0,0,0,2
revapi_revapi.org.revapi.configuration.ConfigurationValidator,1,0,0,1,0,0,0,0,2
revapi_revapi.org.revapi.basic.ConfigurableElementFilter,1,0,0,1,0,0,0,0,2
revapi_revapi.org.revapi.basic.VersionsTransform,3,0,0,3,0,0,0,0,6
revapi_revapi.org.revapi.TransformationResult,2,0,0,0,0,0,0,0,2
revapi_revapi.org.revapi.basic.AbstractDifferenceReferringTransform,14,0,0,14,0,0,0,0,28
revapi_revapi.org.revapi.FilterFinishResult,0,0,0,0,0,0,0,0,0
revapi_revapi.org.revapi.Difference,7,0,0,7,0,0,0,0,14
revapi_revapi.org.revapi.AnalysisContext,6,1,0,6,0,0,0,0,13
revapi_revapi.org.revapi.PipelineConfiguration,0,0,0,0,0,0,0,0,0
revapi_revapi.org.revapi.Revapi,7,0,0,7,0,0,0,1,15
revapi_revapi.org.revapi.CoIterator,4,1,0,4,0,0,0,0,9
revapi_revapi.org.revapi.ReportComparator,1,0,0,0,0,0,0,0,1
revapi_revapi.org.revapi.configuration.ValidationResult,2,0,0,2,0,0,0,0,4
revapi_revapi.org.revapi.base.BaseElement,6,0,0,6,0,0,0,0,12
revapi_revapi.org.revapi.TreeFilter,6,0,0,6,0,0,0,0,12
revapi_revapi.org.revapi.FilterStartResult,7,0,0,7,0,0,0,0,14
revapi_revapi.org.revapi.java.spi.Util,5,0,0,0,0,0,0,0,5
revapi_revapi.org.revapi.Report,7,0,0,5,0,0,0,0,12
revapi_revapi.org.revapi.java.JavaArchiveAnalyzer,7,1,0,7,0,0,0,1,16
revapi_revapi.org.revapi.Element,1,0,0,0,0,0,0,0,1
revapi_revapi.org.revapi.java.JavaApiAnalyzer,0,0,0,0,0,0,0,0,0
revapi_revapi.org.revapi.java.matcher.PackageMatcher,3,0,0,3,0,0,0,0,6
revapi_revapi.org.revapi.java.model.JavaElementForest,2,0,0,2,0,0,0,0,4
revapi_revapi.org.revapi.examples.treefilter.PackageTreeFilterProvider,2,0,0,2,0,0,0,0,4
revapi_revapi.org.revapi.examples.elementmatcher.TypeKindElementMatcher,1,0,0,1,0,0,0,0,2
revapi_revapi.org.revapi.maven.ConfigurationFile,0,0,0,0,0,0,0,0,0
revapi_revapi.org.revapi.maven.SchemaDrivenJSONToXmlConverter,16,0,0,1,0,0,0,0,17
revapi_revapi.org.revapi.maven.XmlUtil,0,0,0,0,0,0,0,0,0
revapi_revapi.org.revapi.maven.PropertyValueResolver,1,0,0,0,0,0,0,0,1
revapi_revapi.org.revapi.maven.BuildTimeReporter,3,0,0,3,0,0,0,0,6
revapi_revapi.org.revapi.reporter.file.AbstractFileReporter,0,0,0,0,0,0,0,5,5
revapi_revapi.org.revapi.reporter.text.TextReporter,2,0,0,2,0,0,0,0,4
revapi_revapi.org.revapi.configuration.Configurable,0,0,0,0,0,0,0,0,0
revapi_revapi.org.revapi.reporter.json.JsonReporter,1,0,0,1,0,0,0,0,2
revapi_revapi.org.revapi.jackson.JacksonElement,1,0,0,1,0,0,0,0,2
immutables_immutables.org.immutables.check.ObjectChecker,0,0,0,0,0,0,0,20,20
immutables_immutables.org.immutables.value.processor.encode.Code,0,0,0,0,0,0,0,8,8
immutables_immutables.org.immutables.value.processor.meta.LongBits,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.value.processor.meta.ProcessorRule,0,0,0,0,0,0,0,14,14
immutables_immutables.org.immutables.ordinal.ImmutableOrdinalSet,0,0,0,0,0,0,0,5,5
immutables_immutables.org.immutables.check.Checkers,0,0,0,0,0,0,0,26,26
immutables_immutables.org.immutables.check.IterableChecker,0,1,0,0,0,0,0,6,7
immutables_immutables.org.immutables.mongo.repository.internal.Support,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.mongo.bson4gson.BsonWriter,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.mongo.types.Id,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.mongo.concurrent.FluentFuture,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.check.StringChecker,1,0,0,0,0,0,0,29,30
immutables_immutables.org.immutables.mongo.repository.RepositorySetup,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.mongo.types.Binary,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nullable.ImmutableNullableAttributes,0,0,0,0,0,0,0,3,3
immutables_immutables.org.immutables.fixture.nullable.ImmutableNullableDefault,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nullable.ImmutableFromNullCollection,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nullable.ImmutableNullableCompact,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nullable.ImmutableNonnullConstruction,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nullable.ImmutableNullablyElements,0,0,0,0,0,0,0,7,7
immutables_immutables.org.immutables.fixture.nullable.ImmutableNullAnnElements,0,0,0,0,0,0,0,4,4
immutables_immutables.org.immutables.fixture.nullable.ImmutableNullableTypeUseJdtAccepted,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nullable.ImmutableSubtype,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableEntityWithMap,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nullable.ImmutableCustomNullableAnnotation,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.fixture.ImmutableInternedInterfaceWithSelfConstant,0,0,0,0,0,0,0,0,0
immutables_immutables.org.immutables.fixture.ImmutableInternedClassWithSelfConstant,0,0,0,0,0,0,0,0,0
immutables_immutables.org.immutables.fixture.ImmutableGetters,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableInternCustomHashCode,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableSampleValue,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableOrderAttributeValue,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.fixture.ExtendingInnerBuilderValue_Builder,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableDefaultAsDefault,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ExtendedBuilderInterface,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableIfaceValue,0,0,0,0,0,0,0,3,3
immutables_immutables.org.immutables.fixture.ImmutableAuxDefaultOnForcedSingleton,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableHasNullable,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.fixture.ImmutableCheckForNullAttributes,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableNullableArray,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableSillyValidatedBuiltValue,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.fixture.ImmutableSillyMapHolder,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableSillyLazy,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableSillyInterned,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableUnderwrite,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableNoUnderwrite,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableWitherDerived,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableSillyValidatedConstructedValue,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.style.ImmutableOptionalWithNullable,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableProperInitInternNoBuilder,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableNormalize,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutablePrimitiveOptionals,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableRedacted,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableRedactedMask,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableRedactedMaskJdkOnly,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableRedactedMaskJdkOnlyOpt,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableWithThisCheckForNoNilString,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableThrowsClauses,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutablePrivateNoargConstructorIsOverriddenBySingleton,0,0,0,0,0,0,0,0,0
immutables_immutables.org.immutables.fixture.ImmutableCustomInternedNormalized,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableIncludeHashCode,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableLazyHash,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableLazyHashSerializable,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableHugeInterface,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableHugeOccupationOverflow,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableSafeInitIface,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.fixture.ImmutableSafeInitSingl,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableSafeInitAclass,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableDefaultDerivedInit,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jackson.DefaultCollection,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jackson.ProjectInformation,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jackson.ImmutableAttributeIs,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jackson.ImmutableNamingStrategy,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jackson.ImmutableMinimumAnnotationsMapped,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jackson.ImmutableSampleJacksonMapped,0,0,0,0,0,0,0,4,4
immutables_immutables.org.immutables.fixture.jackson.LazyAttributesSafe,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jackson.PackageHidden,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jackson.CustomBuilderDeserialize,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jackson.ImmutableOuterObject,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.annotation.ImmutableAn,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.annotation.ImmutableHasDefault,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.with.ImmutableWithEnums,0,0,0,0,0,0,0,7,7
immutables_immutables.org.immutables.fixture.synthetic.ImmutableSynthetic,0,0,0,0,0,0,0,0,0
immutables_immutables.org.immutables.fixture.deep.ModifiableLine,0,0,0,0,0,0,0,4,4
immutables_immutables.org.immutables.fixture.deep.ImmutableLine,0,0,0,0,0,0,0,3,3
immutables_immutables.org.immutables.fixture.generics.ImmutableGenericChild,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jdkonly.ImmutableJdkColl,0,0,0,0,0,0,0,4,4
immutables_immutables.org.immutables.fixture.jdkonly.JdkMapsBuilder,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.fixture.jdkonly.ImmutableEmptyEnumMapAndSet,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jdkonly.ImmutableJdkOptionals,0,0,0,0,0,0,0,3,3
immutables_immutables.org.immutables.fixture.jdkonly.ImmutableJdkOptionalsSer,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.jdkonly.ImmutableDefaultArray,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.custann.CustomCollection,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nested.ImmutableSub,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nested.ImmutableAB,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.style.ImmutableNoValidation,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.fixture.style.ImmutableGuavaInterner,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.style.ImmutableJdkInterner,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.style.ImmutableUnderrideObjectMethods,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.style.ImmutableTrimToString,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.style.ImmutableForceEqualsInWithers,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.style.ImmutableSpecifiedExceptionWithNamesConstructor,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.builder.ImmutableToBuilderClassic,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.builder.ImmutableNeapolitanAttributeBuilderParent,0,0,0,0,0,0,0,6,6
immutables_immutables.org.immutables.fixture.couse.ImmutableEnumUser,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.BeanFriendly,0,0,0,0,0,1,0,1,2
immutables_immutables.org.immutables.fixture.modifiable.ModifiableAaa,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ModifiableUnit,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ModifiableCompanion,0,0,0,0,0,0,0,4,4
immutables_immutables.org.immutables.fixture.modifiable.ModifiableExtra,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ModifiableStandalone,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.fixture.modifiable.ModifiableNullableAndDefault,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ModifiableMutableImmutableCollection,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ImmutableAllowNullsObject,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ModifiableBeanFriendly,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.fixture.modifiable.ImmutableGenericHolder,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ModifiableFromType,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ModifiableFromManyTypes,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ModifiableDefaultMap,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ModifiableWithModifiableSuperclass,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ModifiableWithModifiableInterface,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.modifiable.ImmutableClearBuilder,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.serial.ImmutableSomeSer,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.serial.ModifiableSomeSer,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nested.ImmutableCadabra,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.nested.ImmutableBuagra,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.ImmutableJsonIgnore,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.SillyPolyHost,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.fixture.SillyPolyHost2,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.gson.stream.JsonGeneratorWriter,0,0,0,0,0,0,0,0,0
immutables_immutables.org.immutables.generator.PostprocessingMachine,0,0,0,0,0,0,0,26,26
immutables_immutables.org.immutables.generator.SourceTypes,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.generator.Naming,0,0,0,0,0,0,0,12,12
immutables_immutables.org.immutables.criteria.repository.reactive.ReactiveFetcher,1,0,0,0,0,0,0,3,4
immutables_immutables.org.immutables.criteria.matcher.Matchers,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.criteria.expression.Expressions,2,0,0,2,0,0,0,0,4
immutables_immutables.org.immutables.criteria.expression.Path,0,0,0,0,0,0,0,6,6
immutables_immutables.org.immutables.criteria.expression.Constant,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.criteria.backend.KeyExtractor,0,0,0,0,0,0,0,6,6
immutables_immutables.org.immutables.criteria.backend.ContainerNaming,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.criteria.backend.JavaBeanNaming,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.criteria.reflect.ClassScanner,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.value.processor.meta.CriteriaModel,0,0,0,0,0,1,0,1,2
immutables_immutables.org.immutables.criteria.backend.ImmutableDeleteByKey,0,0,0,0,0,0,0,3,3
immutables_immutables.org.immutables.criteria.expression.Query,0,0,0,0,0,0,0,11,11
immutables_immutables.org.immutables.criteria.mongo.bson4jackson.JacksonCodecs,0,0,0,0,0,0,0,6,6
immutables_immutables.org.immutables.criteria.mongo.bson4jackson.BsonGenerator,0,0,0,0,0,0,0,3,3
immutables_immutables.org.immutables.criteria.mongo.bson4jackson.BsonParser,7,0,0,5,0,0,0,0,12
immutables_immutables.org.immutables.criteria.geode.OqlLiterals,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.criteria.geode.KeyLookupAnalyzer,0,0,0,0,0,0,0,0,0
immutables_immutables.org.immutables.criteria.expression.ImmutableQuery,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.criteria.geode.OqlGenerator,0,0,0,0,0,0,0,2,2
immutables_immutables.org.immutables.criteria.geode.BindVariableConverter,0,0,0,0,0,0,0,4,4
immutables_immutables.org.immutables.criteria.elasticsearch.Version,1,0,0,0,0,0,0,0,1
immutables_immutables.org.immutables.criteria.elasticsearch.IndexResolver,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.criteria.elasticsearch.AggregateQueryBuilder,0,0,0,0,0,0,0,1,1
immutables_immutables.org.immutables.criteria.elasticsearch.QueryBuilders,5,0,0,1,0,0,0,0,6
immutables_immutables.org.immutables.criteria.elasticsearch.Json,3,0,0,0,0,0,0,0,3
immutables_immutables.org.immutables.generator.fixture.Generator_Whitespacer,0,0,0,0,0,0,0,1,1
documents4j_documents4j.com.documents4j.api.IConverter,2,0,0,2,0,0,0,0,4
documents4j_documents4j.com.documents4j.job.AggregatingConverter,1,0,0,1,0,0,0,0,2
documents4j_documents4j.com.documents4j.api.ISelectionStrategy,1,0,0,0,0,1,0,0,2
documents4j_documents4j.com.documents4j.api.IInputStreamSource,1,0,0,1,0,0,0,0,2
documents4j_documents4j.com.documents4j.api.IFileSource,1,0,0,1,0,0,0,0,2
documents4j_documents4j.com.documents4j.api.IFileConsumer,0,0,0,0,0,0,0,0,0
documents4j_documents4j.com.documents4j.api.IInputStreamConsumer,1,0,0,0,0,0,0,0,1
documents4j_documents4j.com.documents4j.job.ConsumeOnCloseInputStream,0,0,0,0,0,0,0,1,1
documents4j_documents4j.com.documents4j.api.DocumentType,1,0,0,0,0,0,0,0,1
documents4j_documents4j.com.documents4j.conversion.ConverterRegistry,2,0,0,0,0,0,0,0,2
documents4j_documents4j.com.documents4j.conversion.DefaultConversionManager,0,0,0,0,0,0,0,2,2
documents4j_documents4j.com.documents4j.conversion.msoffice.MicrosoftOfficeTargetNameCorrector,3,0,0,0,0,0,0,0,3
documents4j_documents4j.com.documents4j.server.auth.AuthFilter,0,0,0,0,0,0,0,5,5
documents4j_documents4j.com.documents4j.ws.ConverterServerInformation,1,0,0,1,0,0,0,0,2
documents4j_documents4j.com.documents4j.ws.endpoint.MonitoringHealthCreateDocumentResource,0,0,0,0,0,0,0,0,0
vert-x3_vertx-rx.io.vertx.reactivex.RxHelper,12,0,0,0,0,8,0,4,24
vert-x3_vertx-rx.io.vertx.reactivex.ContextScheduler,0,1,0,0,0,1,0,0,2
vert-x3_vertx-rx.io.vertx.rxjava3.core.RxHelper,6,0,0,0,0,2,0,2,10
vert-x3_vertx-rx.io.vertx.reactivex.core.RxHelper,6,0,0,0,0,2,0,2,10
vert-x3_vertx-rx.io.vertx.rxjava3.core.Vertx,2,0,0,2,0,0,0,4,8
vert-x3_vertx-rx.io.vertx.reactivex.core.Vertx,8,0,0,8,0,0,0,2,18
vert-x3_vertx-rx.io.vertx.rxjava3.core.buffer.Buffer,4,0,0,2,0,0,0,0,6
vert-x3_vertx-rx.io.vertx.reactivex.core.buffer.Buffer,4,0,0,2,0,0,0,0,6
vert-x3_vertx-rx.io.vertx.rxjava3.core.net.SocketAddress,2,0,0,0,0,0,0,0,2
vert-x3_vertx-rx.io.vertx.reactivex.core.net.SocketAddress,2,0,0,0,0,0,0,0,2
vert-x3_vertx-rx.io.vertx.rxjava3.FlowableHelper,0,0,0,0,0,0,0,2,2
vert-x3_vertx-rx.io.vertx.reactivex.FlowableHelper,0,0,0,0,0,0,0,2,2
vert-x3_vertx-rx.io.vertx.rxjava3.ObservableHelper,0,0,0,0,0,0,0,2,2
vert-x3_vertx-rx.io.vertx.reactivex.ObservableHelper,0,0,0,0,0,0,0,2,2
vert-x3_vertx-rx.io.vertx.rxjava3.SingleHelper,0,0,0,0,0,0,0,2,2
vert-x3_vertx-rx.io.vertx.reactivex.SingleHelper,0,0,0,0,0,0,0,2,2
vert-x3_vertx-rx.io.vertx.rxjava3.MaybeHelper,0,0,0,0,0,0,0,2,2
vert-x3_vertx-rx.io.vertx.reactivex.MaybeHelper,0,0,0,0,0,0,0,2,2
vert-x3_vertx-rx.io.vertx.rxjava3.impl.AsyncResultCompletable,0,0,0,0,0,0,0,0,0
vert-x3_vertx-rx.io.vertx.reactivex.impl.AsyncResultCompletable,0,0,0,0,0,0,0,0,0
vert-x3_vertx-rx.io.vertx.rxjava3.RxHelper,12,0,0,0,0,8,0,4,24
vert-x3_vertx-rx.io.vertx.rxjava3.ContextScheduler,0,1,0,0,0,1,0,0,2
vert-x3_vertx-rx.io.vertx.rxjava.core.RxHelper,0,0,0,0,0,0,0,1,1
vert-x3_vertx-rx.io.vertx.rxjava3.sqlclient.SqlConnection,0,0,0,0,0,0,0,0,0
vert-x3_vertx-rx.io.vertx.rxjava3.core.file.FileSystem,0,0,0,0,0,0,0,2,2
vert-x3_vertx-rx.io.vertx.rxjava3.ext.web.client.WebClient,6,0,0,6,0,3,0,0,15
vert-x3_vertx-rx.io.vertx.rxjava.core.Vertx,11,2,0,9,0,0,0,1,23
vert-x3_vertx-rx.io.vertx.reactivex.ext.web.client.WebClient,0,0,0,0,0,3,0,0,3
vert-x3_vertx-rx.io.vertx.rxjava.ext.web.client.WebClient,0,0,0,0,0,3,0,0,3
vert-x3_vertx-rx.io.vertx.rxjava.ext.sql.SQLClient,1,0,0,0,0,1,0,0,2
vert-x3_vertx-rx.io.vertx.reactivex.ext.sql.SQLClientHelper,0,0,0,0,0,1,0,1,2
vert-x3_vertx-rx.io.vertx.rxjava.ext.sql.SQLClientHelper,0,0,0,0,0,1,0,1,2
vert-x3_vertx-rx.io.vertx.rx.java.RxHelper,14,1,0,8,0,0,0,4,27
vert-x3_vertx-rx.io.vertx.rxjava.core.TimeoutStream,0,0,0,0,0,0,0,0,0
vert-x3_vertx-rx.io.vertx.rxjava.core.buffer.Buffer,2,0,0,1,0,0,0,0,3
vert-x3_vertx-rx.io.vertx.rxjava.core.net.SocketAddress,1,0,0,0,0,0,0,0,1
vert-x3_vertx-rx.io.vertx.rx.java.ObservableHandler,1,0,0,7,0,0,0,0,8
vert-x3_vertx-rx.io.vertx.rx.java.ContextScheduler,0,1,0,0,0,1,0,0,2
lightblue-platform_lightblue-core.com.redhat.lightblue.util.JsonUtils,65,1,0,16,0,9,6,4,101
lightblue-platform_lightblue-core.com.redhat.lightblue.util.JsonObject,2,0,0,0,0,0,0,0,2
lightblue-platform_lightblue-core.com.redhat.lightblue.util.test.FileUtil,1,0,0,1,0,0,0,0,2
lightblue-platform_lightblue-core.com.redhat.lightblue.util.MutablePath,4,4,0,0,0,0,0,0,8
lightblue-platform_lightblue-core.com.redhat.lightblue.util.Path,23,14,0,22,0,7,0,8,74
lightblue-platform_lightblue-core.com.redhat.lightblue.util.JsonDoc,116,0,0,26,0,4,4,0,150
lightblue-platform_lightblue-core.com.redhat.lightblue.util.Tuples,2,0,0,0,0,0,0,0,2
lightblue-platform_lightblue-core.com.redhat.lightblue.util.JsonNodeCursor,7,0,0,7,0,0,0,0,14
lightblue-platform_lightblue-core.com.redhat.lightblue.util.Util,2,0,0,0,0,0,0,0,2
lightblue-platform_lightblue-core.com.redhat.lightblue.util.MemoryMonitor,3,0,0,0,0,0,0,0,3
