Class,Assertion roulette,Conditional test logic,Constructor initialization,Eager test,Empty test,Exception handling,Ignored tests,Unknown test,Total
GluuFederation_oxTrust.org.gluu.oxtrust.service.IPersonService,1,0,0,0,0,0,0,0,1
GluuFederation_oxTrust.org.gluu.oxtrust.model.User,1,0,0,0,0,0,0,0,1
GluuFederation_oxTrust.org.gluu.oxtrust.service.PasswordGenerator,0,0,0,0,0,0,0,0,0
GluuFederation_oxTrust.org.gluu.oxtrust.service.ConfigurationService,1,0,0,1,0,0,0,0,2
GluuFederation_oxTrust.org.gluu.oxtrust.api.GluuServerStatus,1,0,0,1,0,1,0,0,3
GluuFederation_oxTrust.org.gluu.oxtrust.api.server.model.GluuGroupApi,3,0,0,2,0,3,0,0,8
GluuFederation_oxTrust.org.gluu.oxtrust.api.server.model.AuthenticationMethod,2,0,0,2,0,2,0,0,6
GluuFederation_oxTrust.org.gluu.oxtrust.model.OxAuthSectorIdentifier,2,0,0,1,0,2,0,0,5
GluuFederation_oxTrust.org.gluu.oxtrust.model.OxAuthClient,3,0,0,1,0,3,0,0,7
GluuFederation_oxTrust.org.gluu.oxtrust.api.server.model.GluuPersonApi,3,0,0,2,0,3,0,0,8
NLPchina_elasticsearch-sql.com.alibaba.druid.pool.ElasticSearchDruidDataSourceFactory,2,0,0,0,0,0,0,0,2
NLPchina_elasticsearch-sql.org.nlpcn.es4sql.query.SqlElasticSearchRequestBuilder,4,3,0,0,0,1,0,0,8
NLPchina_elasticsearch-sql.org.nlpcn.es4sql.spatial.WktToGeoJsonConverter,0,0,0,0,0,0,0,0,0
NLPchina_elasticsearch-sql.org.elasticsearch.plugin.nlpcn.executors.CSVResult,28,1,0,26,0,0,0,0,55
NLPchina_elasticsearch-sql.org.nlpcn.es4sql.parse.SqlParser,74,4,0,74,0,0,0,0,152
NLPchina_elasticsearch-sql.org.nlpcn.es4sql.query.SqlElasticRequestBuilder,2,0,0,2,0,0,0,1,5
NLPchina_elasticsearch-sql.org.nlpcn.es4sql.Util,3,0,0,0,0,0,0,0,3
NLPchina_elasticsearch-sql.org.nlpcn.es4sql.query.ESActionFactory,0,0,0,0,0,0,0,12,12
Steveice10_MCProtocolLib.com.github.steveice10.mc.protocol.codec.MinecraftCodecHelper,0,0,0,0,0,1,0,0,1
Steveice10_MCProtocolLib.com.github.steveice10.mc.protocol.packet.login.serverbound.ServerboundKeyPacket,1,0,0,1,0,0,0,0,2
Steveice10_MCProtocolLib.com.github.steveice10.mc.protocol.codec.MinecraftPacket,0,0,0,0,0,0,0,0,0
tomitribe_crest.org.tomitribe.crest.test.Jar,2,0,0,0,0,0,0,0,2
tomitribe_crest.org.tomitribe.crest.maven.CrestCommandLoaderDescriptorGeneratorMojo,0,0,0,0,0,0,0,0,0
tomitribe_crest.org.tomitribe.crest.cli.impl.CommandParser,5,0,0,0,0,0,0,0,5
tomitribe_crest.org.tomitribe.crest.cli.api.format.Table,0,0,0,0,0,0,0,0,0
tomitribe_crest.org.tomitribe.crest.cmds.Cmd,0,0,0,0,0,0,0,0,0
tomitribe_crest.org.tomitribe.crest.val.BuiltInValidation,0,0,0,0,0,1,0,0,1
tomitribe_crest.org.tomitribe.crest.cmds.targets.Substitution,1,0,0,0,0,0,0,0,1
tomitribe_crest.org.tomitribe.crest.help.Justify,0,0,0,0,0,0,0,0,0
tomitribe_crest.org.tomitribe.crest.help.Wrap,3,0,0,0,0,0,0,2,5
tomitribe_crest.org.tomitribe.crest.help.Highlight,2,0,0,0,0,0,0,0,2
tomitribe_crest.org.tomitribe.crest.help.DocumentParser,0,0,0,0,0,0,0,0,0
tomitribe_crest.org.tomitribe.crest.table.Data,2,0,0,2,0,0,0,0,4
tomitribe_crest.org.tomitribe.crest.table.Options,9,0,0,9,0,0,0,0,18
tomitribe_crest.org.tomitribe.crest.table.Width,3,0,0,3,0,0,0,0,6
tomitribe_crest.org.tomitribe.crest.javadoc.JavadocParser,0,0,0,0,0,0,0,2,2
tomitribe_crest.org.tomitribe.crest.cmds.utils.CommandLine,4,0,0,0,0,0,0,0,4
tomitribe_crest.org.tomitribe.crest.converters.Converter,1,0,0,0,0,0,0,0,1
yahoo_xpath_proto_builder.com.yahoo.xpathproto.ProtoBuilder,2,0,0,0,0,0,0,0,2
yahoo_xpath_proto_builder.com.yahoo.xpathproto.handler.RfcTimestampHandler,1,0,0,0,0,0,0,0,1
yahoo_xpath_proto_builder.com.yahoo.xpathproto.dataobject.Context,1,0,0,1,0,0,0,0,2
cloudfoundry_java-buildpack-auto-reconfiguration.org.cloudfoundry.reconfiguration.CloudPropertySourceApplicationContextInitializer,0,0,0,0,0,0,0,0,0
cloudfoundry_java-buildpack-auto-reconfiguration.org.cloudfoundry.reconfiguration.CloudProfileApplicationListener,0,0,0,0,0,0,0,0,0
cloudfoundry_java-buildpack-auto-reconfiguration.org.cloudfoundry.reconfiguration.CloudServiceReconfigurationBeanFactoryPostProcessor,0,0,0,0,0,0,0,0,0
cloudfoundry_java-buildpack-auto-reconfiguration.org.cloudfoundry.reconfiguration.CloudAutoReconfigurationServletContainerInitializer,0,0,0,0,0,0,0,0,0
cloudfoundry_java-buildpack-auto-reconfiguration.org.cloudfoundry.reconfiguration.CloudProfileApplicationContextInitializer,0,0,0,0,0,0,0,0,0
cloudfoundry_java-buildpack-auto-reconfiguration.org.cloudfoundry.reconfiguration.CloudServiceReconfigurationApplicationContextInitializer,0,0,0,0,0,0,0,0,0
metricminer-msr_metricminer2.org.repodriller.filter.range.ListOfCommits,1,0,0,1,0,0,0,0,2
metricminer-msr_metricminer2.org.repodriller.filter.range.BetweenDates,1,0,0,1,0,0,0,0,2
metricminer-msr_metricminer2.org.repodriller.filter.range.Range,2,0,0,2,0,0,0,0,4
metricminer-msr_metricminer2.org.repodriller.filter.range.SinceCommit,1,0,0,1,0,0,0,0,2
metricminer-msr_metricminer2.org.repodriller.filter.range.LastMonths,2,0,0,2,0,0,0,0,4
metricminer-msr_metricminer2.org.repodriller.filter.range.SingleCommit,1,0,0,1,0,0,0,0,2
metricminer-msr_metricminer2.org.repodriller.filter.diff.OnlyDiffsWithoutFileTypes,0,0,0,0,0,0,0,0,0
metricminer-msr_metricminer2.org.repodriller.filter.diff.OnlyDiffsWithFileTypes,0,0,0,0,0,0,0,0,0
metricminer-msr_metricminer2.org.repodriller.filter.commit.OnlyNoMerge,1,0,0,0,0,0,0,0,1
metricminer-msr_metricminer2.org.repodriller.filter.commit.OnlyModificationsWithFileTypes,1,0,0,1,0,0,0,0,2
metricminer-msr_metricminer2.org.repodriller.filter.commit.OnlyInMainBranch,1,0,0,0,0,0,0,0,1
metricminer-msr_metricminer2.org.repodriller.filter.commit.OnlyInBranches,1,0,0,0,0,0,0,0,1
metricminer-msr_metricminer2.org.repodriller.domain.Commit,2,0,0,0,0,0,0,0,2
metricminer-msr_metricminer2.org.repodriller.domain.Modification,2,0,0,1,0,0,0,0,3
metricminer-msr_metricminer2.org.repodriller.domain.DiffParser,6,0,0,6,0,0,0,0,12
metricminer-msr_metricminer2.org.repodriller.scm.GitRepository,20,0,0,19,0,0,0,0,39
metricminer-msr_metricminer2.org.repodriller.scm.SCMRepository,1,0,0,1,0,0,0,0,2
metricminer-msr_metricminer2.org.repodriller.scm.SubversionRepository,8,0,0,7,0,0,0,0,15
metricminer-msr_metricminer2.org.repodriller.RepositoryMining,11,0,0,11,0,0,0,8,30
GlenKPeterson_fp4java7.org.organicdesign.fp.type.RuntimeTypes,2,0,0,0,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.function.Fn2,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.function.Fn0,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.function.Fn1,7,0,0,7,0,0,0,1,15
GlenKPeterson_fp4java7.org.organicdesign.fp.FunctionUtils,9,0,0,3,0,0,0,0,12
GlenKPeterson_fp4java7.org.organicdesign.fp.oneOf.Or,3,0,0,2,0,0,0,0,5
GlenKPeterson_fp4java7.org.organicdesign.fp.oneOf.OneOf5,2,0,0,1,0,0,0,0,3
GlenKPeterson_fp4java7.org.organicdesign.fp.oneOf.OneOf3,2,0,0,1,0,0,0,0,3
GlenKPeterson_fp4java7.org.organicdesign.fp.oneOf.Option,6,0,0,1,0,0,0,0,7
GlenKPeterson_fp4java7.org.organicdesign.fp.oneOf.OneOf2,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.oneOf.OneOf4,2,0,0,1,0,0,0,0,3
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.BaseMap,1,0,0,0,0,0,0,0,1
GlenKPeterson_fp4java7.org.organicdesign.fp.xform.Transformable,7,0,0,5,0,0,0,0,12
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.PersistentHashMap,19,0,0,17,0,0,0,0,36
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.PersistentHashSet,8,0,0,7,0,0,0,0,15
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.PersistentVector,12,0,0,9,0,0,1,2,24
GlenKPeterson_fp4java7.org.organicdesign.fp.StaticImports,0,0,0,0,0,0,0,0,0
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple3,3,0,0,3,0,0,0,0,6
GlenKPeterson_fp4java7.org.organicdesign.fp.function.LazyRef,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple7,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple9,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple2,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple4,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple5,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple8,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple6,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple10,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple11,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.tuple.Tuple12,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.UnmodList,17,0,0,13,0,0,0,0,30
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.UnmodSortedIterable,1,0,0,0,0,0,0,3,4
GlenKPeterson_fp4java7.org.organicdesign.fp.xform.Xform,9,0,0,8,0,0,0,0,17
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.UnmodIterable,7,0,0,7,0,0,0,0,14
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.RangeOfInt,6,0,0,5,0,0,0,2,13
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.PersistentTreeMap,12,0,0,8,0,0,0,0,20
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.UnmodMap,4,0,0,1,0,0,0,0,5
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.UnmodIterator,0,0,0,0,0,0,0,0,0
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.UnmodCollection,3,0,0,0,0,0,0,0,3
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.ImList,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.ImSortedMap,2,0,0,2,0,0,0,0,4
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.UnmodSet,5,0,0,3,0,0,0,0,8
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.Equator,10,0,0,8,0,0,0,0,18
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.RrbTree,20,0,0,15,0,5,0,9,49
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.PersistentTreeSet,5,0,0,5,0,0,0,0,10
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.AbstractUnmodIterable,0,0,0,0,0,0,0,0,0
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.ImMap,1,0,0,1,0,0,0,0,2
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.Cowry,1,0,0,0,0,0,0,0,1
GlenKPeterson_fp4java7.org.organicdesign.fp.indent.IndentUtils,1,0,0,0,0,0,0,0,1
GlenKPeterson_fp4java7.org.organicdesign.fp.collections.UnmodSortedMap,3,0,0,3,0,0,0,0,6
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.changes.Changes,3,0,0,3,0,2,0,0,8
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.accounts.AccountApi,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.projects.Projects,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.tools.Tools,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.config.Server,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.GerritRestClient,1,0,0,1,0,0,0,0,2
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.LoginCache,2,0,0,2,0,0,0,0,4
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.UserAgentHttpRequestInterceptor,0,0,0,0,0,0,0,1,1
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.FileApiRestClient,1,0,0,1,0,0,0,0,2
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.changes.CommentApi,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.DraftApiRestClient,0,0,0,0,0,0,0,2,2
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.ChangesRestClient,0,0,0,0,0,0,0,2,2
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.changes.RevisionApi,2,0,0,2,0,0,0,0,4
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.ChangeApiRestClient,0,0,0,0,0,0,0,2,2
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.changes.ChangeApi,0,0,0,0,0,0,0,15,15
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.parsers.ChangeInfosParser,4,0,0,0,0,0,0,1,5
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.ReviewerApiRestClient,0,0,0,0,0,0,0,1,1
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.parsers.ReviewResultParser,1,0,0,0,0,0,0,0,1
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.parsers.CommitInfosParser,2,0,0,0,0,0,0,0,2
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.parsers.ReviewerInfosParser,3,0,0,0,0,0,0,0,3
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.parsers.FileInfoParser,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.changes.parsers.ReviewInfoParser,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.groups.GroupsRestClient,0,0,0,0,0,0,0,2,2
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.groups.GroupsParser,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.groups.GroupApiRestClient,1,0,0,1,0,0,0,3,5
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.config.ServerRestClient,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.projects.LabelApi,0,0,0,0,0,0,0,1,1
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.projects.ProjectApi,0,0,0,0,0,0,0,2,2
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.projects.ProjectApiRestClient,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.projects.ProjectsParser,2,0,0,0,0,0,0,0,2
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.projects.BranchApi,0,0,0,0,0,0,0,2,2
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.projects.BranchApiRestClient,1,0,0,1,0,0,0,0,2
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.projects.TagInfoParser,2,0,0,0,0,0,0,0,2
uwolfer_gerrit-rest-java-client.com.google.gerrit.extensions.api.projects.TagApi,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.projects.BranchInfoParser,2,0,0,0,0,0,0,0,2
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.accounts.AccountApi,1,0,0,1,0,0,0,0,2
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.accounts.AccountsParser,0,0,0,0,0,0,0,0,0
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.accounts.AccountsRestClient,0,0,0,0,0,0,0,5,5
uwolfer_gerrit-rest-java-client.com.urswolfer.gerrit.client.rest.http.accounts.SshKeysParser,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.AbstractLocalizable,2,2,0,0,0,0,0,0,4
imglib_imglib2.net.imglib2.Interval,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.FinalRealInterval,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.AbstractRealInterval,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.AbstractEuclideanSpace,8,0,0,7,0,0,0,0,15
imglib_imglib2.net.imglib2.Point,5,4,0,4,0,0,0,0,13
imglib_imglib2.net.imglib2.RealLocalizable,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.EuclideanSpace,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.Dimensions,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.util.Binning,2,0,0,2,0,0,0,0,4
imglib_imglib2.net.imglib2.RealPointSampleList,2,0,0,2,0,0,0,0,4
imglib_imglib2.net.imglib2.FinalInterval,2,0,0,0,0,0,0,1,3
imglib_imglib2.net.imglib2.AbstractInterval,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.RealPoint,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.Localizable,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.FinalDimensions,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.AbstractRealLocalizable,2,2,0,0,0,0,0,0,4
imglib_imglib2.net.imglib2.RandomAccessible,2,0,0,1,0,0,0,1,4
imglib_imglib2.net.imglib2.RealRandomAccessible,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.type.operators.ValueEquals,0,0,0,0,0,0,0,2,2
imglib_imglib2.net.imglib2.type.Type,0,0,0,0,0,0,0,2,2
imglib_imglib2.net.imglib2.type.operators.Sub,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.type.operators.Add,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.type.operators.Mul,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.type.operators.MulFloatingPoint,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.type.operators.Div,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.type.numeric.complex.AbstractComplexType,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.type.numeric.complex.ComplexFloatType,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.type.numeric.integer.UnsignedShortType,3,0,0,2,0,0,0,0,5
imglib_imglib2.net.imglib2.type.numeric.integer.Unsigned4BitType,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.type.numeric.integer.AbstractIntegerBitType,6,0,0,3,0,0,0,0,9
imglib_imglib2.net.imglib2.type.numeric.integer.UnsignedLongType,6,0,0,5,0,0,0,1,12
imglib_imglib2.net.imglib2.type.numeric.integer.UnsignedIntType,3,0,0,2,0,0,0,0,5
imglib_imglib2.net.imglib2.type.numeric.integer.UnsignedByteType,3,0,0,2,0,0,0,0,5
imglib_imglib2.net.imglib2.type.numeric.integer.ByteType,2,0,0,1,0,0,0,0,3
imglib_imglib2.net.imglib2.type.numeric.integer.UnsignedVariableBitLengthType,2,0,0,1,0,0,0,0,3
imglib_imglib2.net.imglib2.type.numeric.integer.LongType,2,0,0,1,0,0,0,1,4
imglib_imglib2.net.imglib2.type.numeric.IntegerType,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.type.numeric.ComplexType,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.type.numeric.integer.IntegerTypes,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.type.numeric.integer.Unsigned128BitType,5,0,0,2,0,0,0,0,7
imglib_imglib2.net.imglib2.type.numeric.integer.Unsigned12BitType,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.type.numeric.integer.ShortType,6,0,0,1,0,0,0,0,7
imglib_imglib2.net.imglib2.type.numeric.integer.Unsigned2BitType,2,0,0,2,0,0,0,0,4
imglib_imglib2.net.imglib2.type.numeric.integer.IntType,4,0,0,3,0,0,0,2,9
imglib_imglib2.net.imglib2.type.logic.BitType,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.type.logic.NativeBoolType,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.iterator.LocalizingRealIntervalIterator,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.img.sparse.Ntree,3,0,0,2,0,0,0,0,5
imglib_imglib2.net.imglib2.view.IntervalView,0,0,0,0,0,0,0,8,8
imglib_imglib2.net.imglib2.img.array.ArrayImg,4,0,0,3,0,0,0,0,7
imglib_imglib2.net.imglib2.util.Intervals,8,0,0,4,0,0,0,11,23
imglib_imglib2.net.imglib2.img.basictypeaccess.array.AbstractLongArray,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.img.cell.AbstractCellImg,4,0,0,4,0,0,0,0,8
imglib_imglib2.net.imglib2.IterableRealInterval,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.img.cell.Cell,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.Positionable,16,0,0,16,0,0,0,0,32
imglib_imglib2.net.imglib2.parallel.Parallelization,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.parallel.DefaultTaskExecutor,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.parallel.TaskExecutors,2,0,0,2,0,0,0,0,4
imglib_imglib2.net.imglib2.position.FunctionRealRandomAccessible,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.position.FunctionRandomAccessible,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.position.transform.FloorOffset,18,0,0,11,0,0,0,0,29
imglib_imglib2.net.imglib2.position.transform.AbstractPositionableTransform,3,0,0,3,0,0,0,0,6
imglib_imglib2.net.imglib2.util.StopWatch,0,0,0,0,0,0,4,1,5
imglib_imglib2.net.imglib2.util.Util,3,0,0,0,0,0,0,0,3
imglib_imglib2.net.imglib2.util.RealSum,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.util.FlatCollections,0,0,0,0,0,0,0,12,12
imglib_imglib2.net.imglib2.util.Partition,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.util.Localizables,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.test.ImgLib2Assert,0,0,0,0,0,0,0,8,8
imglib_imglib2.net.imglib2.util.LinAlgHelpers,4,0,0,1,0,0,0,0,5
imglib_imglib2.net.imglib2.util.IterablePair,2,0,0,1,0,0,0,0,3
imglib_imglib2.net.imglib2.util.KthElement,4,0,0,0,0,0,0,0,4
imglib_imglib2.net.imglib2.img.AbstractImg,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.view.HyperSlicesView,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.view.ViewTransforms,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.transform.integer.SequentializeTransform,3,0,0,1,0,0,0,0,4
imglib_imglib2.net.imglib2.IterableInterval,2,0,0,2,0,0,0,0,4
imglib_imglib2.net.imglib2.type.numeric.real.DoubleType,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.type.numeric.real.FloatType,2,0,0,1,0,0,0,0,3
imglib_imglib2.net.imglib2.test.RandomImgs,0,0,0,0,0,0,0,4,4
imglib_imglib2.net.imglib2.converter.Converters,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.type.numeric.ARGBType,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.Sampler,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.converter.RealTypeConverters,0,0,0,0,0,0,0,2,2
imglib_imglib2.net.imglib2.converter.RealTypeConverterInternals,1,0,0,0,0,0,0,0,1
imglib_imglib2.net.imglib2.histogram.Real1dBinMapper,6,0,0,6,0,0,0,0,12
imglib_imglib2.net.imglib2.histogram.Histogram1d,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.histogram.Integer1dBinMapper,2,0,0,2,0,0,0,0,4
imglib_imglib2.net.imglib2.histogram.HistogramNd,4,0,0,4,0,0,0,0,8
imglib_imglib2.net.imglib2.transform.integer.permutation.PermutationTransform,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.transform.integer.permutation.SingleDimensionPermutationTransform,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.transform.integer.shear.AbstractShearTransform,2,0,0,2,0,0,0,0,4
imglib_imglib2.net.imglib2.transform.integer.shear.ShearTransform,1,0,0,1,0,0,0,0,2
imglib_imglib2.net.imglib2.loops.LoopUtils,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.loops.LoopBuilder,0,0,0,0,0,0,0,1,1
imglib_imglib2.net.imglib2.type.numeric.integer.GenericIntType,0,0,0,0,0,0,0,1,1
imglib_imglib2.net.imglib2.loops.IterableLoopBuilder,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.loops.ClassCopier,0,0,0,0,0,0,0,0,0
imglib_imglib2.net.imglib2.loops.IntervalChunks,1,0,0,0,0,0,0,2,3
imglib_imglib2.net.imglib2.FlatIterationOrder,1,0,0,0,0,0,0,0,1
ToastShaman_dropwizard-auth-jwt.com.github.toastshaman.dropwizard.auth.jwt.CachingJwtAuthenticator,2,0,0,0,0,0,0,0,2
CloudSlang_cloud-slang.io.cloudslang.lang.spi.encryption.Encryption,2,0,0,2,0,0,0,0,4
sindicetech_siren.com.sindicetech.siren.analysis.NumericAnalyzer,1,0,0,1,0,0,0,0,2
sindicetech_siren.com.sindicetech.siren.qparser.tree.dsl.AbstractQuery,2,0,0,2,0,0,0,0,4
sindicetech_siren.com.sindicetech.siren.qparser.tree.dsl.TwigQuery,0,0,0,0,0,0,0,9,9
sindicetech_siren.com.sindicetech.siren.qparser.tree.ExtendedTreeQueryParser,6,0,0,6,0,0,0,1,13
