Repo,TotalTestabilitySmells,TotalTestSmells,LOC,NoOfTests,TyS_normalized, TS_normalized
wildfly_wildfly-core.org.jboss.as.model.test.FailedOperationTransformationConfig,3,10,606,10,4.9504950495049505,1.0
wildfly_wildfly-core.org.jboss.as.cli.handlers.ModuleNameTabCompleter,2,0,167,1,11.976047904191617,0.0
wildfly_wildfly-core.org.jboss.as.cli.Util,247,18,0,13,0,1.3846153846153846
wildfly_wildfly-core.org.jboss.as.cli.CommandContext,2,226,411,148,4.866180048661801,1.527027027027027
wildfly_wildfly-core.org.jboss.as.cli.operation.impl.DefaultOperationCandidatesProvider,11,4,589,2,18.67572156196944,2.0
wildfly_wildfly-core.org.jboss.as.cli.operation.impl.DefaultOperationRequestBuilder,1,3,68,1,14.705882352941176,3.0
wildfly_wildfly-core.org.jboss.as.cli.operation.impl.DefaultCallbackHandler,3,152,507,78,5.9171597633136095,1.9487179487179487
wildfly_wildfly-core.org.jboss.as.cli.scriptsupport.CLI,6,3,265,3,22.641509433962263,1.0
wildfly_wildfly-core.org.jboss.as.cli.impl.BootScriptInvoker,1,4,134,2,7.462686567164179,2.0
wildfly_wildfly-core.org.jboss.as.cli.impl.AttributeNamePathCompleter,16,1,0,1,0,1.0
wildfly_wildfly-core.org.jboss.as.cli.impl.ValueTypeCompleter,17,17,0,17,0,1.0
wildfly_wildfly-core.org.jboss.as.cli.impl.aesh.HelpSupport,2,2,0,1,0,2.0
wildfly_wildfly-core.org.jboss.as.cli.parsing.StateParser,1,1,0,1,0,1.0
wildfly_wildfly-core.org.jboss.as.controller.AbstractAttributeDefinitionBuilder,1,14,732,12,1.366120218579235,1.1666666666666667
wildfly_wildfly-core.org.jboss.as.controller.PropertiesAttributeDefinition,1,2,108,2,9.25925925925926,1.0
wildfly_wildfly-core.org.jboss.as.controller.BootErrorCollector,2,1,120,1,16.666666666666668,1.0
wildfly_wildfly-core.org.jboss.as.controller.AttributeDefinition,10,60,0,44,0,1.3636363636363635
wildfly_wildfly-core.org.jboss.as.controller.PathAddress,1,170,0,139,0,1.223021582733813
wildfly_wildfly-core.org.jboss.as.controller.SimpleOperationDefinitionBuilder,1,12,135,6,7.407407407407407,2.0
wildfly_wildfly-core.org.jboss.as.controller.ModelVersion,1,46,94,27,10.638297872340425,1.7037037037037037
wildfly_wildfly-core.org.jboss.as.controller.StringListAttributeDefinition,1,4,72,3,13.88888888888889,1.3333333333333333
wildfly_wildfly-core.org.jboss.as.controller.PathElement,1,47,189,48,5.291005291005291,0.9791666666666666
wildfly_wildfly-core.org.jboss.as.controller.CapabilityRegistry,16,6,864,3,18.51851851851852,2.0
wildfly_wildfly-core.org.jboss.as.controller.operations.common.SchemaLocationAddHandler,3,4,42,2,71.42857142857143,2.0
wildfly_wildfly-core.org.jboss.as.controller.logging.ControllerLogger,1,3,1696,2,0.589622641509434,1.5
wildfly_wildfly-core.org.jboss.as.controller.remote.RemoteProxyController,1,6,191,5,5.2356020942408374,1.2
wildfly_wildfly-core.org.jboss.as.controller.remote.ResponseAttachmentInputStreamSupport,1,6,265,4,3.7735849056603774,1.5
wildfly_wildfly-core.org.jboss.as.controller.registry.ImmutableManagementResourceRegistration,4,22,235,16,17.02127659574468,1.375
wildfly_wildfly-core.org.jboss.as.controller.registry.Resource,1,59,298,32,3.3557046979865772,1.84375
wildfly_wildfly-core.org.jboss.as.controller.registry.ManagementResourceRegistration,1,24,229,13,4.366812227074236,1.8461538461538463
wildfly_wildfly-core.org.jboss.as.controller.interfaces.ParsedInterfaceCriteria,2,2,0,3,0,0.6666666666666666
wildfly_wildfly-core.org.jboss.as.controller.notification.Notification,5,0,92,1,54.34782608695652,0.0
wildfly_wildfly-core.org.jboss.as.controller.transform.description.ResourceTransformationDescriptionBuilder,1,22,111,13,9.00900900900901,1.6923076923076923
wildfly_wildfly-core.org.jboss.as.domain.management.security.adduser.UpdatePropertiesHandler,2,1,98,1,20.408163265306122,1.0
wildfly_wildfly-core.org.jboss.as.domain.management.security.adduser.PropertiesFileLoader,2,8,0,7,0,1.1428571428571428
wildfly_wildfly-core.org.jboss.as.domain.management.security.password.PasswordCheckUtil,12,1,256,1,46.875,1.0
wildfly_wildfly-core.org.jboss.as.domain.management.security.password.simple.SimplePasswordStrengthChecker,9,10,319,5,28.213166144200628,2.0
wildfly_wildfly-core.org.jboss.as.domain.management.controller.FindNonProgressingOperationHandler,2,3,71,6,28.169014084507044,0.5
wildfly_wildfly-core.org.wildfly.core.embedded.EmbeddedProcessFactory,1,2,240,4,4.166666666666667,0.5
wildfly_wildfly-core.org.wildfly.core.embedded.EmbeddedStandaloneServerFactory,2,5,0,6,0,0.8333333333333334
wildfly_wildfly-core.org.jboss.as.patching.management.DeleteOp,1,1,182,2,5.4945054945054945,0.5
wildfly_wildfly-core.org.jboss.as.patching.installation.InstalledIdentity,2,16,191,8,10.471204188481675,2.0
wildfly_wildfly-core.org.jboss.as.patching.IoUtils,1,3,154,3,6.4935064935064934,1.0
wildfly_wildfly-core.org.jboss.as.patching.validation.PatchingGarbageLocator,4,8,164,4,24.390243902439025,2.0
wildfly_wildfly-core.org.jboss.as.patching.metadata.PatchMerger,13,21,397,12,32.7455919395466,1.75
wildfly_wildfly-core.org.jboss.as.patching.metadata.PatchBuilder,5,90,0,46,0,1.9565217391304348
wildfly_wildfly-core.org.jboss.as.patching.metadata.PatchBundleXml,1,2,44,1,22.727272727272727,2.0
wildfly_wildfly-core.org.wildfly.extension.requestcontroller.RequestController,2,0,354,1,5.649717514124294,0.0
wildfly_wildfly-core.org.jboss.as.remoting.RemotingServices,3,11,84,5,35.714285714285715,2.2
wildfly_wildfly-core.org.wildfly.extension.elytron.SecurityPropertiesWriteHandler,4,2,78,2,51.282051282051285,1.0
wildfly_wildfly-core.org.jboss.as.host.controller.ManagedServerBootCmdFactory,6,3,0,2,0,1.5
wildfly_wildfly-core.org.jboss.as.host.controller.ignored.IgnoredDomainResourceRegistry,2,2,141,1,14.184397163120567,2.0
wildfly_wildfly-core.org.jboss.as.host.controller.discovery.S3Util,6,2,1315,2,4.562737642585551,1.0
wildfly_wildfly-core.org.jboss.as.host.controller.model.jvm.JvmOptionsBuilderFactory,1,0,100,2,10.0,0.0
wildfly_wildfly-core.org.jboss.as.host.controller.mgmt.HostInfo,1,2,260,1,3.8461538461538463,2.0
wildfly_wildfly-core.org.wildfly.core.launcher.CliCommandBuilder,5,2,493,1,10.141987829614605,2.0
wildfly_wildfly-core.org.wildfly.core.launcher.StandaloneCommandBuilder,5,3,0,1,0,3.0
wildfly_wildfly-core.org.wildfly.core.launcher.AbstractCommandBuilder,2,4,457,2,4.3763676148796495,2.0
wildfly_wildfly-core.org.wildfly.core.launcher.DomainCommandBuilder,5,3,0,1,0,3.0
wildfly_wildfly-core.org.wildfly.core.launcher.BootableJarCommandBuilder,1,2,333,1,3.003003003003003,2.0
google_domaintest.foo.domaintest.http.TempAction,1,2,22,1,45.45454545454545,2.0
google_domaintest.foo.domaintest.http.HttpApiModule,1,8,97,13,10.309278350515465,0.6153846153846154
google_domaintest.foo.domaintest.http.EchoAction,1,1,12,1,83.33333333333333,1.0
google_domaintest.foo.domaintest.http.TokenAction,1,2,19,1,52.63157894736842,2.0
google_domaintest.foo.domaintest.http.StashAction,1,4,67,7,14.925373134328359,0.5714285714285714
google_domaintest.foo.domaintest.email.EmailApiModule,1,0,76,7,13.157894736842104,0.0
holodeck-b2b_Holodeck-B2B.org.holodeckb2b.interfaces.core.HolodeckB2BCoreInterface,1,7,172,3,5.813953488372093,2.3333333333333335
holodeck-b2b_Holodeck-B2B.org.holodeckb2b.interfaces.core.IMessageProcessingContext,1,175,197,63,5.0761421319796955,2.7777777777777777
subchen_jetbrick-template-2x.jetbrick.template.parser.ast.ALU,8,11,463,11,17.278617710583152,1.0
damiencarol_jsr203-hadoop.hdfs.jsr203.HadoopBasicFileAttributeView,1,1,0,1,0,1.0
google_truth.com.google.common.truth.LongStreamSubject,14,37,134,33,104.4776119402985,1.121212121212121
google_truth.com.google.common.truth.IntStreamSubject,14,33,134,29,104.4776119402985,1.1379310344827587
google_truth.com.google.common.truth.StreamSubject,14,33,131,29,106.87022900763358,1.1379310344827587
google_truth.com.google.common.truth.ThrowableSubject,1,16,43,24,23.25581395348837,0.6666666666666666
google_truth.com.google.common.truth.Truth,2,8,160,8,12.5,1.0
google_truth.com.google.common.truth.FloatSubject,1,56,180,60,5.555555555555555,0.9333333333333333
google_truth.com.google.common.truth.StandardSubjectBuilder,3,26,132,22,22.727272727272727,1.1818181818181819
google_truth.com.google.common.truth.IterableSubject,2,68,1120,84,1.7857142857142858,0.8095238095238095
pastekit_twist.com.dotweblabs.twirl.gae.GaeUnmarshaller,1,3,458,3,2.183406113537118,1.0
englishtown_vertx-cassandra.com.englishtown.vertx.cassandra.impl.JsonCassandraConfigurator,25,15,360,20,69.44444444444444,0.75
englishtown_vertx-cassandra.com.englishtown.vertx.cassandra.impl.DefaultCassandraSession,1,4,316,7,3.1645569620253164,0.5714285714285714
englishtown_vertx-cassandra.com.englishtown.vertx.cassandra.tablebuilder.TableBuilder,2,4,56,3,35.714285714285715,1.3333333333333333
englishtown_vertx-cassandra.com.englishtown.vertx.cassandra.keyspacebuilder.KeyspaceBuilderBase,2,0,51,3,39.21568627450981,0.0
vert-x3_codegen.io.vertx.codegen.EnumModel,3,8,115,4,26.08695652173913,2.0
vert-x3_codegen.io.vertx.codegen.Helper,3,1,0,6,0,0.16666666666666666
vert-x3_codegen.io.vertx.codegen.PackageModel,1,3,35,3,28.571428571428573,1.0
vert-x3_codegen.io.vertx.codegen.DataObjectModel,8,106,0,64,0,1.65625
vert-x3_codegen.io.vertx.codegen.ClassModel,25,258,0,138,0,1.8695652173913044
vert-x3_codegen.io.vertx.codegen.ModuleModel,1,6,94,3,10.638297872340425,2.0
vert-x3_codegen.io.vertx.codegen.type.TypeReflectionFactory,2,4,114,3,17.54385964912281,1.3333333333333333
vert-x3_codegen.io.vertx.codegen.type.ClassTypeInfo,1,4,88,2,11.363636363636363,2.0
vert-x3_codegen.io.vertx.codegen.doc.Doc,1,8,142,4,7.042253521126761,2.0
vert-x3_codegen.io.vertx.codegen.writer.CodeWriter,3,11,156,10,19.23076923076923,1.1
google_closure-templates.com.google.template.soy.AbstractSoyCompiler,2,2,244,2,8.19672131147541,1.0
google_closure-templates.com.google.template.soy.SoyFileSet,4,0,763,4,5.242463958060289,0.0
google_closure-templates.com.google.template.soy.SoyFileSetParser,8,10,127,6,62.99212598425197,1.6666666666666667
google_closure-templates.com.google.template.soy.basicdirectives.CleanHtmlDirective,1,12,66,10,15.151515151515152,1.2
google_closure-templates.com.google.template.soy.basicdirectives.TruncateDirective,3,4,60,4,50.0,1.0
google_closure-templates.com.google.template.soy.basicdirectives.FilterImageDataUriDirective,1,0,30,4,33.333333333333336,0.0
google_closure-templates.com.google.template.soy.basicdirectives.BasicEscapeDirective,1,2,357,2,2.8011204481792715,1.0
google_closure-templates.com.google.template.soy.basicdirectives.ChangeNewlineToBrDirective,1,0,36,4,27.77777777777778,0.0
google_closure-templates.com.google.template.soy.basicdirectives.InsertWordBreaksDirective,1,0,43,2,23.25581395348837,0.0
google_closure-templates.com.google.template.soy.basicdirectives.TextDirective,1,2,29,4,34.48275862068966,0.5
google_closure-templates.com.google.template.soy.jbcsrc.TemplateAnalysisImpl,2,0,0,4,0,0.0
google_closure-templates.com.google.template.soy.jbcsrc.SimpleLocalVariableManager,1,8,117,4,8.547008547008547,2.0
google_closure-templates.com.google.template.soy.jbcsrc.BytecodeCompiler,7,8,122,6,57.377049180327866,1.3333333333333333
google_closure-templates.com.google.template.soy.jbcsrc.shared.Names,4,8,75,8,53.333333333333336,1.0
google_closure-templates.com.google.template.soy.jbcsrc.restricted.FieldRef,16,4,174,2,91.95402298850574,2.0
google_closure-templates.com.google.template.soy.jbcsrc.restricted.SoyExpression,16,96,491,66,32.586558044806516,1.4545454545454546
google_closure-templates.com.google.template.soy.jbcsrc.restricted.BytecodeUtils,62,22,0,18,0,1.2222222222222223
google_closure-templates.com.google.template.soy.jbcsrc.runtime.JbcSrcRuntime,6,0,0,6,0,0.0
google_closure-templates.com.google.template.soy.logging.ValidatedLoggingConfig,4,8,102,4,39.21568627450981,2.0
google_closure-templates.com.google.template.soy.logging.AnnotatedLoggableElement,10,2,0,4,0,0.5
google_closure-templates.com.google.template.soy.logging.LoggableElement,8,14,0,12,0,1.1666666666666667
google_closure-templates.com.google.template.soy.internal.i18n.BidiGlobalDir,2,4,0,8,0,0.5
google_closure-templates.com.google.template.soy.internal.i18n.SoyBidiUtils,1,12,66,8,15.151515151515152,1.5
google_closure-templates.com.google.template.soy.internal.i18n.BidiUtils,18,14,0,16,0,0.875
google_closure-templates.com.google.template.soy.shared.internal.InternalPlugins,1,14,52,8,19.23076923076923,1.75
google_closure-templates.com.google.template.soy.shared.internal.Sanitizers,5,48,997,32,5.015045135406218,1.5
google_closure-templates.com.google.template.soy.shared.internal.SharedRuntime,1,16,180,8,5.555555555555555,2.0
google_closure-templates.com.google.template.soy.shared.internal.EscapingConventions,21,0,750,2,28.0,0.0
google_closure-templates.com.google.template.soy.shared.internal.gencode.JavaGenerationUtils,2,2,0,6,0,0.3333333333333333
google_closure-templates.com.google.template.soy.sharedpasses.render.RenderVisitor,14,4,679,2,20.61855670103093,2.0
google_closure-templates.com.google.template.soy.passes.CheckGeneratedSourcesPass,1,8,31,8,32.25806451612903,1.0
google_closure-templates.com.google.template.soy.passes.htmlmatcher.HtmlMatcherTagNode,1,2,47,12,21.27659574468085,0.16666666666666666
google_closure-templates.com.google.template.soy.passes.htmlmatcher.HtmlMatcherAccumulatorNode,1,8,32,14,31.25,0.5714285714285714
google_closure-templates.com.google.template.soy.passes.htmlmatcher.HtmlMatcherConditionNode,1,40,71,24,14.084507042253522,1.6666666666666667
google_closure-templates.com.google.template.soy.data.SoyListData,6,14,339,10,17.699115044247787,1.4
google_closure-templates.com.google.template.soy.data.SoyAbstractCachingValueProvider,1,14,63,6,15.873015873015873,2.3333333333333335
google_closure-templates.com.google.template.soy.data.SoyValueConverter,6,10,239,6,25.10460251046025,1.6666666666666667
google_closure-templates.com.google.template.soy.data.SanitizedContent,1,4,206,6,4.854368932038835,0.6666666666666666
google_closure-templates.com.google.template.soy.data.SoyMapData,2,8,203,6,9.852216748768473,1.3333333333333333
google_closure-templates.com.google.template.soy.data.internal.DictImpl,1,14,160,6,6.25,2.3333333333333335
google_closure-templates.com.google.template.soy.data.internal.SoyMapImpl,1,0,42,4,23.80952380952381,0.0
google_closure-templates.com.google.template.soy.data.internalutils.InternalValueUtils,2,12,93,6,21.50537634408602,2.0
google_closure-templates.com.google.template.soy.data.restricted.UndefinedData,1,4,32,2,31.25,2.0
google_closure-templates.com.google.template.soy.data.restricted.BooleanData,2,4,55,2,36.36363636363637,2.0
google_closure-templates.com.google.template.soy.data.restricted.CollectionData,2,22,282,12,7.092198581560283,1.8333333333333333
google_closure-templates.com.google.template.soy.data.restricted.IntegerData,3,22,0,20,0,1.1
google_closure-templates.com.google.template.soy.data.restricted.StringData,1,28,51,28,19.607843137254903,1.0
google_closure-templates.com.google.template.soy.data.restricted.NullData,1,4,44,2,22.727272727272727,2.0
google_closure-templates.com.google.template.soy.base.SourceLocation,2,42,299,34,6.688963210702341,1.2352941176470589
google_closure-templates.com.google.template.soy.base.internal.Identifier,1,4,48,6,20.833333333333332,0.6666666666666666
google_closure-templates.com.google.template.soy.base.internal.TemplateContentKind,3,6,133,10,22.55639097744361,0.6
google_closure-templates.com.google.template.soy.base.internal.BaseUtils,3,14,0,18,0,0.7777777777777778
google_closure-templates.com.google.template.soy.soytree.MsgNode,7,36,0,18,0,2.0
google_closure-templates.com.google.template.soy.soytree.AbstractParentCommandNode,1,98,75,56,13.333333333333334,1.75
google_closure-templates.com.google.template.soy.soytree.VeLogNode,6,20,0,10,0,2.0
google_closure-templates.com.google.template.soy.soytree.AbstractParentSoyNode,1,48,67,34,14.925373134328359,1.411764705882353
google_closure-templates.com.google.template.soy.soytree.RawTextNode,3,40,548,22,5.474452554744525,1.8181818181818181
google_closure-templates.com.google.template.soy.soytree.LetContentNode,6,8,122,4,49.18032786885246,2.0
google_closure-templates.com.google.template.soy.soytree.HtmlOpenTagNode,2,16,91,8,21.978021978021978,2.0
google_closure-templates.com.google.template.soy.soytree.IfCondNode,2,0,55,4,36.36363636363637,0.0
google_closure-templates.com.google.template.soy.soytree.TemplateDelegateNode,5,4,0,2,0,2.0
google_closure-templates.com.google.template.soy.soytree.TagName,6,20,0,12,0,1.6666666666666667
google_closure-templates.com.google.template.soy.soytree.TemplateNode,2,12,583,14,3.4305317324185247,0.8571428571428571
google_closure-templates.com.google.template.soy.soytree.PrintNode,5,8,0,6,0,1.3333333333333333
google_closure-templates.com.google.template.soy.soytree.SoyTreeUtils,4,4,0,4,0,1.0
google_closure-templates.com.google.template.soy.soytree.FileSetMetadata,1,4,38,6,26.31578947368421,0.6666666666666666
google_closure-templates.com.google.template.soy.soytree.MsgHtmlTagNode,1,24,194,16,5.154639175257732,1.5
google_closure-templates.com.google.template.soy.soytree.KeyNode,1,2,45,2,22.22222222222222,1.0
google_closure-templates.com.google.template.soy.soytree.HtmlAttributeNode,3,0,92,10,32.608695652173914,0.0
google_closure-templates.com.google.template.soy.soytree.TemplateMetadataSerializer,11,2,0,2,0,1.0
google_closure-templates.com.google.template.soy.bididirectives.BidiSpanWrapDirective,1,2,48,4,20.833333333333332,0.5
google_closure-templates.com.google.template.soy.bididirectives.BidiUnicodeWrapDirective,1,2,45,4,22.22222222222222,0.5
google_closure-templates.com.google.template.soy.coredirectives.EscapeHtmlDirective,2,0,38,4,52.63157894736842,0.0
google_closure-templates.com.google.template.soy.types.SoyProtoType,1,4,196,2,5.1020408163265305,2.0
google_closure-templates.com.google.template.soy.types.SoyTypes,4,24,0,22,0,1.0909090909090908
google_closure-templates.com.google.template.soy.types.ListType,2,4,49,4,40.816326530612244,1.0
google_closure-templates.com.google.template.soy.types.TypeInterner,1,8,85,4,11.764705882352942,2.0
google_closure-templates.com.google.template.soy.types.LegacyObjectMapType,2,4,65,4,30.76923076923077,1.0
google_closure-templates.com.google.template.soy.types.ast.TemplateTypeNode,1,4,47,2,21.27659574468085,2.0
google_closure-templates.com.google.template.soy.types.ast.NamedTypeNode,1,0,25,2,40.0,0.0
google_closure-templates.com.google.template.soy.types.ast.GenericTypeNode,2,4,39,2,51.282051282051285,2.0
google_closure-templates.com.google.template.soy.msgs.SoyMsgBundle,1,6,75,8,13.333333333333334,0.75
google_closure-templates.com.google.template.soy.msgs.internal.InsertMsgsVisitor,1,20,124,10,8.064516129032258,2.0
google_closure-templates.com.google.template.soy.jssrc.internal.JsCodeBuilder,3,4,229,2,13.100436681222707,2.0
google_closure-templates.com.google.template.soy.jssrc.internal.GenJsCodeVisitor,42,0,1140,12,36.8421052631579,0.0
google_closure-templates.com.google.template.soy.jssrc.internal.JavaScriptValueFactoryImpl,4,4,143,2,27.972027972027973,2.0
google_closure-templates.com.google.template.soy.jssrc.internal.NullSafeAccumulator,1,16,339,16,2.949852507374631,1.0
google_closure-templates.com.google.template.soy.jssrc.dsl.CodeChunk,2,76,105,114,19.047619047619047,0.6666666666666666
google_closure-templates.com.google.template.soy.jssrc.dsl.Expression,9,0,0,2,0,0.0
google_closure-templates.com.google.template.soy.jssrc.dsl.SoyJsPluginUtils,2,12,86,6,23.25581395348837,2.0
google_closure-templates.com.google.template.soy.exprtree.ExprRootNode,1,8,51,18,19.607843137254903,0.4444444444444444
google_closure-templates.com.google.template.soy.exprtree.TemplateLiteralNode,3,0,74,2,40.54054054054054,0.0
google_closure-templates.com.google.template.soy.exprtree.RecordLiteralNode,1,0,51,2,19.607843137254903,0.0
google_closure-templates.com.google.template.soy.exprtree.MethodCallNode,3,0,114,4,26.31578947368421,0.0
google_closure-templates.com.google.template.soy.exprtree.FunctionNode,3,6,249,8,12.048192771084338,0.75
google_closure-templates.com.google.template.soy.exprtree.AbstractParentExprNode,1,12,78,10,12.820512820512821,1.2
google_closure-templates.com.google.template.soy.pysrc.internal.PythonValueFactoryImpl,1,4,120,4,8.333333333333334,1.0
google_closure-templates.com.google.template.soy.pysrc.restricted.PyExprUtils,10,4,226,22,44.24778761061947,0.18181818181818182
google_closure-templates.com.google.template.soy.error.SourceSnippetPrinter,1,0,117,20,8.547008547008547,0.0
OpenMRS_openmrs-module-fhir.org.openmrs.module.fhir.swagger.SwaggerSpecificationCreator,15,3,565,2,26.548672566371682,1.5
OpenMRS_openmrs-module-fhir.org.openmrs.module.fhir.api.helper.FHIRClientHelper,3,1,0,5,0,0.2
OpenMRS_openmrs-module-fhir.org.openmrs.module.fhir.api.util.FHIRObsUtil,3,2,424,2,7.0754716981132075,1.0
jitsi_jigasi.org.jitsi.jigasi.JigasiBundleActivator,10,4,206,2,48.54368932038835,2.0
jitsi_jigasi.org.jitsi.jigasi.AbstractGateway,4,6,191,4,20.94240837696335,1.5
jitsi_jigasi.org.jitsi.jigasi.rest.RESTUtil,2,1,26,1,76.92307692307692,1.0
elibom_jogger.com.elibom.jogger.Jogger,3,4,189,4,15.873015873015873,1.0
elibom_jogger.com.elibom.jogger.middleware.router.RouterMiddleware,1,16,287,9,3.484320557491289,1.7777777777777777
elibom_jogger.com.elibom.jogger.middleware.router.loader.AbstractFileRoutesLoader,1,4,199,2,5.025125628140704,2.0
elibom_jogger.com.elibom.jogger.middleware.statik.StaticMiddleware,1,6,96,6,10.416666666666666,1.0
fizzed_java-stork.com.fizzed.stork.test.LaunchData,1,31,75,14,13.333333333333334,2.2142857142857144
fizzed_java-stork.com.fizzed.stork.deploy.Assemblys,1,5,57,2,17.54385964912281,2.5
extjwnl_extjwnl.net.sf.extjwnl.data.Word,12,2,253,5,47.430830039525695,0.4
extjwnl_extjwnl.net.sf.extjwnl.data.VerbSynset,1,2,43,2,23.25581395348837,1.0
extjwnl_extjwnl.net.sf.extjwnl.data.Pointer,14,4,265,22,52.83018867924528,0.18181818181818182
extjwnl_extjwnl.net.sf.extjwnl.data.Exc,3,5,116,5,25.862068965517242,1.0
extjwnl_extjwnl.net.sf.extjwnl.data.Synset,4,70,669,64,5.9790732436472345,1.09375
extjwnl_extjwnl.net.sf.extjwnl.data.IndexWordSet,1,7,113,5,8.849557522123893,1.4
extjwnl_extjwnl.net.sf.extjwnl.data.IndexWord,5,13,555,19,9.00900900900901,0.6842105263157895
extjwnl_extjwnl.net.sf.extjwnl.data.list.PointerTargetTree,8,3,122,3,65.57377049180327,1.0
extjwnl_extjwnl.net.sf.extjwnl.data.relationship.RelationshipFinder,5,12,181,6,27.624309392265193,2.0
extjwnl_extjwnl.net.sf.extjwnl.data.relationship.SymmetricRelationship,1,2,16,1,62.5,2.0
extjwnl_extjwnl.net.sf.extjwnl.data.relationship.AsymmetricRelationship,1,2,42,2,23.80952380952381,1.0
extjwnl_extjwnl.net.sf.extjwnl.dictionary.Dictionary,12,104,792,75,15.151515151515152,1.3866666666666667
extjwnl_extjwnl.net.sf.extjwnl.princeton.file.PrincetonRandomAccessDictionaryFile,44,13,1089,10,40.4040404040404,1.3
extjwnl_extjwnl.net.sf.extjwnl.princeton.file.PrincetonResourceDictionaryFile,4,13,192,9,20.833333333333332,1.4444444444444444
xpqiu_fnlp.org.fnlp.demo.nlp.ChineseWordSegmentation,2,1,50,1,40.0,1.0
xpqiu_fnlp.org.fnlp.demo.ml.SequenceLabeling,5,1,52,1,96.15384615384616,1.0
xpqiu_fnlp.org.fnlp.nlp.corpus.fnlp.FNLPCorpus,2,1,329,1,6.079027355623101,1.0
xpqiu_fnlp.org.fnlp.nlp.cn.tag.POSTagger,9,1,282,1,31.914893617021278,1.0
xpqiu_fnlp.org.fnlp.nlp.cn.tag.CWSTagger,6,2,185,3,32.432432432432435,0.6666666666666666
xpqiu_fnlp.org.fnlp.nlp.tag.Tagger,1,1,130,1,7.6923076923076925,1.0
xpqiu_fnlp.org.fnlp.nlp.similarity.train.WordCluster,1,1,502,1,1.9920318725099602,1.0
vert-x3_service-proxy.io.vertx.serviceproxy.ServiceBinder,3,2,176,2,17.045454545454547,1.0
WASdev_standards.jsr352.jbatch.com.ibm.jbatch.container.servicesmanager.ServicesManagerImpl,6,2,292,2,20.54794520547945,1.0
WASdev_standards.jsr352.jbatch.com.ibm.jbatch.container.servicesmanager.ServiceTypes,4,2,49,2,81.63265306122449,1.0
WASdev_standards.jsr352.jbatch.com.ibm.jbatch.container.servicesmanager.ServicesManager,1,2,13,1,76.92307692307692,2.0
WASdev_standards.jsr352.jbatch.com.ibm.jbatch.jsl.util.ValidatorHelper,2,2,24,2,83.33333333333333,1.0
Kixeye_kixmpp.com.kixeye.kixmpp.server.module.muc.MucRoom,14,12,0,7,0,1.7142857142857142
Kixeye_kixmpp.com.kixeye.kixmpp.server.KixmppServer,15,14,630,7,23.80952380952381,2.0
Kixeye_kixmpp.com.kixeye.kixmpp.client.KixmppClient,2,2,0,1,0,2.0
Kixeye_kixmpp.com.kixeye.kixmpp.p2p.ClusterClient,3,2,262,1,11.450381679389313,2.0
Kixeye_kixmpp.com.kixeye.kixmpp.p2p.message.MessageRegistry,1,2,42,1,23.80952380952381,2.0
Rayman2200_PDFA3.org.mustangproject.Invoice,3,0,460,1,6.521739130434782,0.0
Rayman2200_PDFA3.org.mustangproject.ZUGFeRD.LineCalculator,1,6,59,3,16.949152542372882,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.domainquery.QueryPersistor,7,2,78,1,89.74358974358974,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.domainquery.internal.QueryRecorder,4,28,467,14,8.565310492505354,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.values.JcElement,1,2,59,1,16.949152542372882,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.api.predicate.Concatenator,1,2,42,1,23.80952380952381,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.api.start.SPropertyValue,1,2,15,1,66.66666666666667,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.api.pattern.Element,1,8,16,5,62.5,1.6
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.api.pattern.Relation,9,5,88,5,102.27272727272727,1.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.api.collection.Do,1,2,117,1,8.547008547008547,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.factories.clause.WITH,1,2,86,1,11.627906976744185,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.factories.clause.WHERE,1,2,59,1,16.949152542372882,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.factories.clause.DO,1,6,68,3,14.705882352941176,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.factories.clause.CREATE,1,2,50,1,20.0,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.factories.clause.RETURN,1,4,86,2,11.627906976744185,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.query.factories.clause.MATCH,1,5,68,4,14.705882352941176,1.25
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.domain.DomainInformation,6,0,177,1,33.898305084745765,0.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.domain.IGenericDomainAccess,1,4,115,2,8.695652173913043,2.0
Wolfgang-Schuetzelhofer_jcypher.iot.jcypher.graph.Graph,1,1,90,1,11.11111111111111,1.0
pcingola_SnpEff.org.snpeff.util.Log,3,650,0,607,0,1.0708401976935749
pcingola_SnpEff.org.snpeff.vcf.VcfEntry,32,1,0,2,0,0.5
