Repo,TotalTestabilitySmells,TotalTestSmells,LOC,NoOfTests,TyS_normalized, TS_normalized
square_burst,22,28,1113,66,19.766397124887693,0.42424242424242425
grpc_grpc-java,958,3077,191173,3770,5.011167895047941,0.8161803713527851
ObsidianBox_Obsidian,13,6,1800,3,7.222222222222222,2.0
highsource_jaxb2-annotate-plugin,33,6,932,9,35.407725321888414,0.6666666666666666
rjenkins_ursus,18,3,2692,4,6.686478454680535,0.75
skroutz_elasticsearch-analysis-turkishstemmer,14,29,1211,40,11.560693641618498,0.725
ceskaexpedice_kramerius,1250,218,109096,322,11.45779863606365,0.6770186335403726
xaguzman_pathfinding,4,4,1450,4,2.7586206896551726,1.0
elastic_elasticsearch,18386,99,1709787,125,10.75338624050832,0.792
mono_sharpen,24,272,7994,278,3.002251688766575,0.9784172661870504
englishtown_vertx-jersey,72,71,5421,96,13.281682346430548,0.7395833333333334
jooby-project_jooby,700,257,55441,266,12.626034883930664,0.9661654135338346
ZheYuan_Mario,5,36,7177,59,0.6966699177929497,0.6101694915254238
openhab_jmdns,216,98,10991,72,19.65244290783368,1.3611111111111112
mulesoft_raml-jaxrs-codegen,18,10,1426,6,12.622720897615709,1.6666666666666667
augustt198_lumen,121,47,5076,37,23.83766745468873,1.2702702702702702
spring-projects_spring-test-htmlunit,2,41,2411,117,0.8295313148071339,0.3504273504273504
ymback_NGA-CLIENT-VER-OPEN-SOURCE,203,2,20242,6,10.02865329512894,0.3333333333333333
holgerbrandl_r4intellij,245,138,22536,163,10.87149449769258,0.8466257668711656
Pragmatists_junitparams,32,144,3243,194,9.867406722170829,0.7422680412371134
OpenHFT_Koloboke,102,39,19962,43,5.10970844604749,0.9069767441860465
zhang-xzhi_simplehbase,237,149,13050,257,18.160919540229884,0.5797665369649806
wildfly-extras_wildfly-camel,248,468,43369,777,5.718370264474625,0.6023166023166023
jivesoftware_jive-selenium-pages-framework,41,1,3296,1,12.439320388349515,1.0
GluuFederation_oxTrust,543,145,42390,95,12.809624911535739,1.5263157894736843
SonarSource_sonarqube,2400,7906,360683,15985,6.654042469426061,0.4945886768845793
NLPchina_elasticsearch-sql,196,416,15142,395,12.944128912957337,1.0531645569620254
novoda_simple-easy-xml-parser,31,14,3496,38,8.867276887871853,0.3684210526315789
micromata_javaapiforkml,88,441,63097,337,1.3946780354058037,1.3086053412462908
Steveice10_MCProtocolLib,91,6,7654,7,11.88920825712046,0.8571428571428571
squeek502_SpiceOfLife,145,4,6741,6,21.510161697077585,0.6666666666666666
CaptainBern_Reflection,739,3,9844,3,75.0711093051605,1.0
Unidata_awips2,5488,962,882412,1362,6.219317053711872,0.7063142437591777
tomitribe_crest,240,190,15554,231,15.43011444001543,0.8225108225108225
yahoo_xpath_proto_builder,101,5,4677,6,21.59503955527047,0.8333333333333334
alexholmes_hiped2,216,3,12989,8,16.629455693278928,0.375
pmd_pmd-eclipse-plugin,581,50,30955,61,18.769181069294138,0.819672131147541
TouK_sputnik,23,78,4852,171,4.740313272877164,0.45614035087719296
metricminer-msr_metricminer2,115,132,4400,98,26.136363636363637,1.346938775510204
mooso_azure-tables-hadoop,11,12,1537,11,7.15679895901106,1.0909090909090908
HubSpot_Rosetta,8,46,2832,150,2.824858757062147,0.30666666666666664
Netflix_ocelli,22,29,5666,33,3.882809742322626,0.8787878787878788
GlenKPeterson_fp4java7,324,421,21704,302,14.928123848138592,1.3940397350993377
uwolfer_gerrit-rest-java-client,157,104,15037,164,10.440912416040433,0.6341463414634146
imglib_imglib2,664,492,64303,633,10.326112312022767,0.7772511848341233
ReactiveX_RxJavaMath,1,64,1742,56,0.574052812858783,1.1428571428571428
coheigea_testcases,19,42,25864,41,0.734611815651098,1.024390243902439
ToastShaman_dropwizard-auth-jwt,2,22,630,17,3.1746031746031744,1.2941176470588236
mklemm_jaxb2-rich-contract-plugin,57,32,6244,33,9.128763613068546,0.9696969696969697
CloudSlang_cloud-slang,193,709,28857,941,6.688151921544166,0.7534537725823592
mikeberger_borg_calendar,211,20,37776,17,5.585556967386701,1.1764705882352942
thekrakken_java-grok,9,40,1528,60,5.890052356020942,0.6666666666666666
sindicetech_siren,512,543,54205,572,9.445623097500231,0.9493006993006993
enioka_jqm,66,163,25517,179,2.5865109534819926,0.9106145251396648
GrammarViz2_grammarviz2_src,75,10,6557,6,11.438157694067408,1.6666666666666667
OutSystems_OutSystemsNow-Android,446,3,59823,13,7.455326546645939,0.23076923076923078
hmsonline_storm-cassandra-cql,43,9,1162,8,37.00516351118761,1.125
lumifyio_securegraph,716,154,14766,85,48.48977380468644,1.811764705882353
OfficeDev_ews-java-api,1648,65,64347,100,25.61113960246787,0.65
PSDev_FormValidations,1,14,545,35,1.834862385321101,0.4
bulenkov_iconloader,587,3,4764,1,123.21578505457599,3.0
dswarm_dswarm,168,459,31616,386,5.313765182186235,1.189119170984456
apache_incubator-blur,1785,401,119872,493,14.89088360918313,0.8133874239350912
spotify_helios,215,349,34779,572,6.181891371229765,0.6101398601398601
openscore_score-actions,10549,911,113469,1363,92.96812345222042,0.6683785766691123
cloud-software-foundation_c5-replicator,46,63,10816,124,4.252958579881657,0.5080645161290323
jphp-compiler_jphp,660,626,68954,773,9.57159845694231,0.8098318240620958
apache_struts,3274,80,196164,87,16.690116433188557,0.9195402298850575
google_guava,13657,1740,1065266,1606,12.820272119827349,1.083437110834371
wiztools_stagen,7,1,683,4,10.248901903367496,0.25
wgybzbrobot_sentiment-search,51,12,15346,11,3.3233415873843346,1.0909090909090908
eXparity_hamcrest-date,452,23,9333,718,48.43030108218151,0.03203342618384401
shilad_wikibrain,748,192,55816,177,13.401175290239358,1.0847457627118644
mimno_Mallet,244,7,74569,10,3.2721372151966635,0.7
takari_takari-smart-builder,1,7,859,8,1.1641443538998837,0.875
jmeter-maven-plugin_jmeter-maven-plugin,143,145,4169,203,34.300791556728235,0.7142857142857143
sailorgeoffrey_ddp-client-java,5,4,1747,6,2.862049227246709,0.6666666666666666
structurizr_java,28,597,17941,783,1.5606710885680843,0.7624521072796935
puniverse_capsule,17,47,3289,68,5.168744299179082,0.6911764705882353
tuenti_SmsRadar,1,7,772,16,1.2953367875647668,0.4375
vinhkhuc_jcrfsuite,19,5,1104,3,17.21014492753623,1.6666666666666667
tech-advantage_sonar-gerrit-plugin,64,62,2340,125,27.35042735042735,0.496
mapzen_open,143,168,10659,623,13.415892672858616,0.2696629213483146
apache_knox,2405,2001,110941,1648,21.678189307830287,1.2141990291262137
igniterealtime_Openfire,3071,319,258799,391,11.866351879257648,0.8158567774936062
sword-org_wechat4j,16,53,6670,47,2.39880059970015,1.127659574468085
stickfigure_gwizard,29,6,1560,6,18.58974358974359,1.0
mapzen_on-the-road,18,40,2401,224,7.4968763015410245,0.17857142857142858
consulo_consulo-dotnet,172,1,15963,1,10.774916995552214,1.0
SEL-columbia_dristhi,841,742,25218,1009,33.34919501943057,0.7353815659068385
mcharmas_shoppinglist-clean-architecture-example,5,15,1634,20,3.0599755201958385,0.75
syncany_syncany,210,368,33147,394,6.335414969680514,0.934010152284264
ReactiveCouchbase_ReactiveCouchbase-play,10,1,1058,3,9.45179584120983,0.3333333333333333
aparapi_aparapi,494,11,30830,13,16.023353876094713,0.8461538461538461
Kurento_kurento-java,356,884,31196,747,11.411719451211694,1.1834002677376172
couchbase_couchbase-lite-java,495,522,27555,530,17.964071856287426,0.9849056603773585
wuic_wuic,179,146,45500,218,3.934065934065934,0.6697247706422018
weefbellington_screenplay,19,1,1488,3,12.768817204301076,0.3333333333333333
AzureAD_azure-activedirectory-library-for-java,74,35,4841,43,15.286097913654205,0.813953488372093
seagate_kinetic-java,1645,216,48235,111,34.103866486990775,1.945945945945946
KleeGroup_vertigo,823,264,20456,454,40.23269456394212,0.5814977973568282
Flow_nbt,32,7,1880,7,17.02127659574468,1.0
icode_ameba,167,3,23443,3,7.123661647400077,1.0
iluwatar_java-design-patterns,575,635,42811,912,13.431127513956694,0.6962719298245614
apache_servicemix,10,32,3296,33,3.033980582524272,0.9696969696969697
libgdx_ashley,38,93,5520,111,6.884057971014493,0.8378378378378378
podcastpedia_podcastpedia-web,7,35,3438,34,2.036067481093659,1.0294117647058822
jaibeermalik_elasticsearch-tutorial,53,35,2285,29,23.194748358862146,1.206896551724138
HubSpot_jinjava,186,608,25213,1362,7.37714671003054,0.44640234948604995
zafarkhaja_jsemver,41,87,4603,76,8.907234412339779,1.144736842105263
dschulten_hydra-java,57,100,9512,178,5.992430613961312,0.5617977528089888
WhisperSystems_PushServer,22,6,1004,8,21.91235059760956,0.75
ic3fox_jawr-main-repo,847,661,55403,824,15.287980795263794,0.8021844660194175
red5_red5-websocket,31,16,2806,9,11.047754811119031,1.7777777777777777
vmware_thinapp_factory,279,82,41866,93,6.664118855395786,0.8817204301075269
tkurz_sesame-vocab-builder,5,11,1418,11,3.5260930888575457,1.0
opendaylight_controller,448,1030,78964,1351,5.67347145534674,0.7623982235381199
abwaters_cryptsy-api,699,22,1962,22,356.2691131498471,1.0
google_google-api-java-client,162,10,15318,15,10.575793184488838,0.6666666666666666
audit4j_audit4j-core,146,119,15863,162,9.203807602597239,0.7345679012345679
red5_red5-client,5,10,3660,11,1.366120218579235,0.9090909090909091
OhmData_c5-replicator,46,63,10816,124,4.252958579881657,0.5080645161290323
fhussonnois_storm-trident-elasticsearch,41,6,1394,7,29.41176470588235,0.8571428571428571
OpenHFT_Chronicle-Bytes,189,491,23896,470,7.909273518580515,1.0446808510638297
matiwinnetou_spring-soy-view,61,59,3830,163,15.926892950391645,0.3619631901840491
jbossdemocentral_brms-coolstore-demo,1,9,970,9,1.0309278350515463,1.0
blackberry_Krackle,17,4,3832,4,4.4363256784968685,1.0
jmockit_jmockit1,199,806,49325,1102,4.034465281297517,0.7313974591651543
mendix_RestServices,96,38,8973,43,10.698762955533267,0.8837209302325582
TheLQ_PircBotX,198,57,13008,71,15.22140221402214,0.8028169014084507
tim-group_test-driven-detectors4findbugs,10,17,937,16,10.672358591248665,1.0625
techdev-solutions_trackr-backend,7,40,5140,291,1.3618677042801557,0.13745704467353953
tokuhirom_avans,99,45,7261,55,13.634485608042969,0.8181818181818182
Microsoft_AppInsights-Java,380,369,42801,550,8.878297236045887,0.6709090909090909
surech_halarious,2,25,1107,28,1.8066847335140017,0.8928571428571429
snazy_ohc,178,155,14788,104,12.036786583716527,1.4903846153846154
blackberry_KaBoom,4,10,4089,10,0.9782342871117633,1.0
noskovd_spring-data-orient,2,16,2538,38,0.7880220646178093,0.42105263157894735
giovibal_vertx-mqtt-broker-mod,37,2,3552,2,10.416666666666666,1.0
opentripplanner_OpenTripPlanner,1242,1151,137972,1724,9.00182645754211,0.6676334106728539
orientechnologies_orientdb-etl,1,31,3245,54,0.3081664098613251,0.5740740740740741
droidstealth_droid-stealth,66,4,8068,4,8.180466038671295,1.0
bitcoin-solutions_multibit-hardware,2413,3,76686,4,31.465978144641785,0.75
highsource_jsonix-schema-compiler,195,28,6774,34,28.78653675819309,0.8235294117647058
jimmoores_quandl4j,46,57,8202,57,5.608388198000488,1.0
krschultz_AndroidWeatherBuoyDemo,1,20,1162,38,0.8605851979345955,0.5263157894736842
clarkparsia_stardog-examples,2,8,1484,11,1.3477088948787062,0.7272727272727273
edx_edx-app-android,563,180,39305,221,14.32387736929144,0.8144796380090498
TNG_jgiven,132,365,21134,498,6.245859752058295,0.7329317269076305
reinert_requestor,579,87,36851,99,15.711920979077908,0.8787878787878788
jenjinstudios_jenjin,34,49,8454,113,4.021764845043767,0.4336283185840708
IKCAP_wings,175,4,24698,4,7.085593975220665,1.0
eclipse_smarthome,2952,1428,189796,2011,15.553541697401421,0.7100944803580308
Jimmy-Shi_bean-query,21,21,1473,100,14.256619144602851,0.21
MyRobotLab_myrobotlab,2640,182,118975,159,22.189535616726204,1.1446540880503144
darcy-framework_darcy-ui,39,120,6810,239,5.726872246696035,0.502092050209205
bitcoin-solutions_multibit-website,4,11,2062,27,1.9398642095053347,0.4074074074074074
optimaize_language-detector,88,75,3476,91,25.31645569620253,0.8241758241758241
zhangkaitao_shiro-example,24,29,20274,56,1.1837821840781295,0.5178571428571429
andsel_moquette,196,190,9019,194,21.731899323650072,0.979381443298969
real-logic_Aeron,1229,725,101579,1182,12.098957461680072,0.6133671742808798
caskdata_tephra,320,247,26098,229,12.26147597517051,1.0786026200873362
apache_tajo,9152,1928,312602,1768,29.276844038105963,1.090497737556561
otros-systems_otroslogviewer,413,209,41158,387,10.034501190534039,0.5400516795865633
locationtech_udig-platform,4704,952,312493,977,15.053137190273063,0.9744114636642784
searchisko_elasticsearch-river-jira,92,237,9490,199,9.69441517386723,1.1909547738693467
serenity-bdd_serenity-jbehave,20,76,4831,121,4.13992962119644,0.628099173553719
bodiam_markdown-to-asciidoc,1,1,180,4,5.555555555555555,0.25
uPhyca_GAlette,7,11,1244,11,5.627009646302251,1.0
HubSpot_Singularity,254,301,54632,351,4.649289793527603,0.8575498575498576
thelinmichael_spotify-web-api-java,251,288,34649,288,7.244076308118561,1.0
TestFX_TestFX,22,390,13846,585,1.5889065434060379,0.6666666666666666
paukiatwee_budgetapp,59,26,3002,23,19.653564290473017,1.1304347826086956
SteveyO_Hue-Emulator,26,7,4267,17,6.093273962971643,0.4117647058823529
bruno-medeiros_DDT,1615,145,78549,145,20.56041451832614,1.0
arquillian_arquillian-cube,493,409,33097,496,14.895609874006707,0.8245967741935484
odiszapc_nginx-java-parser,97,28,1692,41,57.328605200945624,0.6829268292682927
adjust_android_sdk,106,49,18761,48,5.6500186557219765,1.0208333333333333
ExactTarget_fuel-java,8,259,10216,267,0.7830853563038371,0.9700374531835206
JakeWharton_Telecine,1,9,1241,9,0.8058017727639001,1.0
ceph_cephfs-hadoop,27,2,1301,3,20.7532667179093,0.6666666666666666
xtreemfs_babudb,178,47,22089,57,8.058309565847255,0.8245614035087719
apache_airavata,6234,224,262030,162,23.791168950120216,1.382716049382716
cathive_sass-java,15,22,1176,21,12.755102040816327,1.0476190476190477
ArtificerRepo_artificer,298,166,50508,159,5.900055436762493,1.0440251572327044
squarespace_jersey2-guice,20,5,1364,6,14.662756598240469,0.8333333333333334
arangodb_arangodb-java-driver,1094,684,39125,569,27.961661341853034,1.2021089630931459
mini2Dx_mini2Dx,273,593,87054,754,3.135984561306775,0.786472148541114
juniversal_jsimple,96,202,17596,239,5.45578540577404,0.8451882845188284
carymrobbins_intellij-haskforce,125,5,18716,3,6.678777516563368,1.6666666666666667
eseifert_gral,85,331,29528,460,2.8786236792197237,0.7195652173913043
numenta_htm.java,101,567,42668,643,2.3671135277022595,0.8818040435458787
googlegenomics_dataflow-java,91,74,8065,83,11.283323000619962,0.891566265060241
HubSpot_live-config,1,1,904,22,1.1061946902654867,0.045454545454545456
Netflix_Raigad,56,31,9544,66,5.86756077116513,0.4696969696969697
marklogic_java-client-api,508,1914,132710,1985,3.827895411046643,0.9642317380352645
eclipsesource_J2V8,186,804,19262,1161,9.656318139341709,0.6925064599483204
JasonRuckman_sidney,238,28,23842,30,9.982384028185555,0.9333333333333333
alaisi_postgres-async-driver,23,33,4272,93,5.383895131086143,0.3548387096774194
google_gcm,106,41,6590,47,16.08497723823976,0.8723404255319149
vogellacompany_eclipse4book,12,3,1461,4,8.213552361396303,0.75
TheMCPEGamer_Dragonet,434,36,9522,33,45.578659945389624,1.0909090909090908
stephanenicolas_injectview,69,20,1766,20,39.07134767836919,1.0
bkimminich_kata-tcg,2,14,664,43,3.0120481927710845,0.32558139534883723
hcoles_QuickBuilder,36,50,2821,127,12.761432116270825,0.3937007874015748
roikku_swift-explorer,29,106,9483,124,3.058103975535168,0.8548387096774194
stuartgunter_dropwizard-cassandra,29,13,1653,40,17.54385964912281,0.325
kennycason_kumo,75,93,3727,82,20.12342366514623,1.1341463414634145
tsiemens_pathfinder-toolkit,130,22,16018,96,8.115869646647521,0.22916666666666666
yahoo_artifactory_ssh_proxy,14,40,7769,51,1.8020337237739734,0.7843137254901961
oxo42_stateless4j,29,30,2755,78,10.526315789473685,0.38461538461538464
RichardWarburton_honest-profiler,193,45,12964,34,14.887380438136377,1.3235294117647058
Plaid_plaid-java,3722,124,92733,101,40.13673665254009,1.2277227722772277
BuiltBrokenModding_ICBM,333,22,34679,19,9.602353009025634,1.1578947368421053
highsource_jaxb2-basics,235,33,13191,44,17.81517701463119,0.75
Cascading_fluid,22,13,1539,13,14.294996751137102,1.0
casidiablo_multidex,11,6,1125,5,9.777777777777779,1.2
wiztools_rest-client,64,5,11733,28,5.4547004176255,0.17857142857142858
ReactiveX_RxJava,124,7936,312929,11662,0.39625601973610625,0.6805007717372663
RestExpress_RestExpress-Examples,20,3,1038,4,19.26782273603083,0.75
mapzen_mapzen-android-demo,143,168,10659,623,13.415892672858616,0.2696629213483146
naver_pinpoint,2723,2244,285743,3092,9.52954228100076,0.7257438551099612
virgo47_javasimon,601,258,26797,257,22.42788371832668,1.0038910505836576
yfpeng_pengyifan-commons,34,70,5659,101,6.008128644636861,0.693069306930693
pwittchen_NetworkEvents,3,5,628,7,4.777070063694268,0.7142857142857143
LapisBlue_Commons,44,12,2017,22,21.81457610312345,0.5454545454545454
googlemaps_google-maps-services-java,74,132,11962,134,6.186256478849691,0.9850746268656716
seleniumQuery_seleniumQuery,1787,764,19052,880,93.79592693680453,0.8681818181818182
datacleaner_DataCleaner,2923,343,110125,263,26.54256526674234,1.3041825095057034
raulhaag_MiMangaNu,176,71,19868,71,8.858465874773506,1.0
Putnami_putnami-web-toolkit,186,1,26881,1,6.91938543952978,1.0
Stratio_stratio-ingestion,120,186,8306,177,14.447387430772935,1.0508474576271187
c4fcm_CLIFF,110,66,5347,50,20.572283523471107,1.32
Appendium_objectlabkit,283,220,15284,183,18.51609526302015,1.2021857923497268
teamed_qulice,34,106,12573,122,2.7042074286168774,0.8688524590163934
google_acai,3,28,1821,43,1.6474464579901154,0.6511627906976745
mdeverdelhan_ta4j,483,253,11261,299,42.89139508036587,0.8461538461538461
takari_takari-lifecycle,68,147,12295,206,5.5307035380235865,0.7135922330097088
sjamesr_jfreesane,9,31,1894,40,4.7518479408658925,0.775
caelum_vraptor-panettone,60,59,2380,129,25.210084033613445,0.4573643410852713
Stratio_streaming-cep-engine,93,88,10123,152,9.186999901215055,0.5789473684210527
VHAINNOVATIONS_InfoButtons-182,301,17,43285,45,6.953910130530207,0.37777777777777777
bytedeco_javacpp,236,152,25131,71,9.390792248617245,2.140845070422535
fiji_Trainable_Segmentation,157,7,18992,6,8.266638584667229,1.1666666666666667
apache_incubator-samoa,230,66,34154,77,6.7342038999824325,0.8571428571428571
SudoPlayGames_Joise,18,32,7354,36,2.447647538754419,0.8888888888888888
OpenTOSCA_container,1740,28,152840,22,11.384454331326877,1.2727272727272727
path_android-priority-jobqueue,56,40,5475,44,10.228310502283104,0.9090909090909091
onepf_OPFPush,105,23,7464,53,14.067524115755628,0.4339622641509434
vert-x3_vertx-metrics,86,72,5267,70,16.328080501234098,1.0285714285714285
fge_grappa,12,54,7649,71,1.568832527127729,0.7605633802816901
IBM-Bluemix_todo-apps,1,48,1931,57,0.5178663904712584,0.8421052631578947
guardianproject_ChatSecureAndroid,855,15,29637,18,28.849073792894018,0.8333333333333334
wbaumann_SmartReceiptsLibrary,647,453,36703,706,17.62798681306705,0.6416430594900849
KittehOrg_KittehIRCClientLib,520,139,22150,159,23.47629796839729,0.8742138364779874
linkedin_gobblin,4771,1330,216457,1625,22.041329224742096,0.8184615384615385
ZK-1931_javazab,15,19,10184,21,1.4728986645718773,0.9047619047619048
astefanutti_camel-cdi,14,82,6124,183,2.286087524493795,0.44808743169398907
robert-bor_aho-corasick,16,60,2307,92,6.9354139575205895,0.6521739130434783
RichardWarburton_java-8-lambdas-exercises,49,56,3500,143,14.0,0.3916083916083916
softlayer_softlayer-java,2173,58,316049,53,6.875516138320323,1.0943396226415094
Esri_solutions-geoevent-java,67,4,28726,47,2.3323818143841817,0.0851063829787234
tabulapdf_tabula-java,116,104,5618,132,20.64791740833037,0.7878787878787878
Netflix_s3mper,2,13,2492,13,0.8025682182985554,1.0
HotswapProjects_HotswapAgent,1032,84,67792,100,15.223035166391314,0.84
TEAMMATES_repo,938,1062,65089,1223,14.411037195225,0.8683565004088307
gid15_jpcsp,8773,3,222279,2,39.46841581975805,1.5
tdunning_t-digest,35,124,7350,92,4.761904761904762,1.3478260869565217
raphaeljolivet_java2typescript,68,22,2456,21,27.68729641693811,1.0476190476190477
copper-engine_copper-engine,84,307,32773,324,2.5630854666951453,0.9475308641975309
rocketscience-projects_javaslang,219,2340,77482,4402,2.8264629204202265,0.5315765561108587
simpligility_android-ndk-maven-plugin,39,5,3510,14,11.11111111111111,0.35714285714285715
square_javapoet,27,125,6350,365,4.251968503937008,0.3424657534246575
l3nz_ObjectiveSync,13,9,2202,18,5.903723887375113,0.5
migzai_irc-api,153,36,6323,39,24.197374663925352,0.9230769230769231
commons-rdf_commons-rdf,67,48,1646,35,40.704738760631834,1.3714285714285714
real-logic_Agrona,172,429,38895,756,4.422162231649312,0.5674603174603174
getsentry_raven-java,743,76,25360,45,29.298107255520506,1.6888888888888889
nutzam_nutzwx,61,2,5762,3,10.586601874349185,0.6666666666666666
ebay_oink,70,37,1784,24,39.237668161434975,1.5416666666666667
martinpaljak_GlobalPlatformPro,34,13,2610,27,13.026819923371647,0.48148148148148145
kuenishi_presto-riak,21,9,2272,9,9.242957746478874,1.0
johnmartel_javaccPlugin,34,82,2542,124,13.375295043273013,0.6612903225806451
smola_galimatias,150,59,4443,47,33.7609723160027,1.2553191489361701
Jaspersoft_jrs-rest-java-client,204,191,18334,459,11.126868113886768,0.41612200435729846
kuali_kc,4389,1343,402958,2114,10.891954000168752,0.6352885525070956
google_guice,1132,404,71671,405,15.794393827349975,0.9975308641975309
ruediste1_btrbck,11,35,2657,54,4.140007527286413,0.6481481481481481
Qkyrie_Twitch,19,10,1365,37,13.91941391941392,0.2702702702702703
nidi3_raml-tester,192,156,6966,239,27.56244616709733,0.6527196652719666
tracee_tracee,111,212,7291,435,15.22424907420107,0.48735632183908045
chanjarster_weixin-java-tools,273,10,14080,8,19.389204545454547,1.25
exteso_alf.io,324,366,40319,524,8.035913589126714,0.6984732824427481
OpenHFT_hftc,102,39,19962,43,5.10970844604749,0.9069767441860465
SpongePowered_Sponge,2276,85,113227,125,20.10121260830014,0.68
finn-no_cassandra-hadoop,24,1,3902,1,6.150691952844695,1.0
FlexTradeUKLtd_jfixture,164,195,7697,450,21.307002728335714,0.43333333333333335
nosceon_titanite,55,63,6429,81,8.554985223207341,0.7777777777777778
naver_yobi,186,304,20507,516,9.070073633393475,0.5891472868217055
mulesoft-labs_rhinodo,16,11,2423,12,6.60338423442014,0.9166666666666666
release-engineering_pom-manipulation-ext,265,388,31051,375,8.534346719912403,1.0346666666666666
vert-x3_vertx-codegen,633,519,25494,393,24.829371616851024,1.3206106870229009
AdoptOpenJDK_mjprof,28,44,3095,47,9.046849757673668,0.9361702127659575
nhnopensource_volley-extensions,40,98,10893,206,3.672082989075553,0.47572815533980584
Netflix_dyno,45,93,22332,107,2.015045674368619,0.8691588785046729
jOOQ_jOOL,104,794,62294,704,1.6695026808360356,1.1278409090909092
super-csv_super-csv,123,474,21687,459,5.67160049799419,1.0326797385620916
recommenders_rival,198,26,9654,35,20.509633312616533,0.7428571428571429
OfficeDev_Office-365-SDK-for-Android,48,125,24966,169,1.9226147560682527,0.7396449704142012
twitter_cloudhopper-commons,193,465,28449,400,6.78406973883089,1.1625
searchisko_elasticsearch-river-sysinfo,44,112,4459,106,9.867683337071092,1.0566037735849056
ObeoNetwork_UML-Designer,207,83,32844,126,6.302521008403361,0.6587301587301587
PasaLab_Tachyon-Perf,7,8,2594,10,2.698535080956052,0.8
PaNaVTEC_Clean-Contacts,10,17,3758,25,2.660989888238425,0.68
bodar_totallylazy,309,587,26337,962,11.732543569882674,0.6101871101871101
addthis_hydra,230,600,73435,703,3.132021515626064,0.8534850640113798
nutzam_ssdb4j,117,22,1657,24,70.60953530476765,0.9166666666666666
jenkinsci_acceptance-test-harness,147,250,24005,336,6.123724224119975,0.7440476190476191
sanity_quickml,416,104,17011,103,24.454764564105577,1.0097087378640777
swagger-api_swagger-parser,211,594,17420,455,12.112514351320321,1.3054945054945055
openMF_android-client,536,53,38822,58,13.806604502601617,0.9137931034482759
AzureAD_azure-activedirectory-library-for-android,352,353,23005,338,15.301021517061509,1.044378698224852
Stratio_flume-ingestion,120,186,8306,177,14.447387430772935,1.0508474576271187
hyperic_hq,3367,269,300609,344,11.200596123203232,0.7819767441860465
holyeye_spring-trace,18,4,1177,5,15.293118096856414,0.8
OrbitzWorldwide_consul-client,201,256,51000,192,3.9411764705882355,1.3333333333333333
spring-io_sagan,44,116,8959,258,4.911262417680545,0.4496124031007752
sonyxperiadev_gerrit-events,174,131,11216,130,15.51355206847361,1.0076923076923077
