Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
palominolabs_jvm-ssh-groovy-shell,com.palominolabs.ssh.auth.publickey.dsa,DsaPublicKeyMatcherFactoryTest,getPublicKeyMatcher,Long Statement,The length of the statement "String[] chunks=Resources.toString(Resources.getResource(DsaPublicKeyMatcherFactoryTest.class`resourceName)`UTF_8).split(" ");" is 126.,29
palominolabs_jvm-ssh-groovy-shell,com.palominolabs.ssh.auth.publickey.dsa,DsaPublicKeyMatcherFactoryTest,getPublicKeyMatcher,Long Statement,The length of the statement "return (DsaPublicKeyMatcher)new DsaPublicKeyMatcherFactory().buildMatcher(new AuthorizedKey("type"`bytes`chunks[2].trim()));" is 124.,29
palominolabs_jvm-ssh-groovy-shell,com.palominolabs.ssh.auth.publickey.dsa,DsaPublicKeyMatcherFactoryTest,getPublicKeyMatcher,Magic Number,The method contains a magic number: 2,29
palominolabs_jvm-ssh-groovy-shell,com.palominolabs.ssh.auth.publickey.rsa,RsaPublicKeyMatcher,isMatch,Long Statement,The length of the statement "boolean ok=MessageDigest.isEqual(authorizedKey.getPublicExponent().toByteArray()`other.getPublicExponent().toByteArray());" is 122.,24
palominolabs_jvm-ssh-groovy-shell,com.palominolabs.ssh.auth.publickey.rsa,RsaPublicKeyMatcherTest,testSameKeyMatches,Long Statement,The length of the statement "assertTrue(matcher.isMatch(new StubRsaPublicKey(key.getPublicExponent()`key.getModulus()`key.getAlgorithm()`key.getFormat()`key.getEncoded())));" is 144.,18
palominolabs_jvm-ssh-groovy-shell,com.palominolabs.ssh.auth.publickey.rsa,RsaPublicKeyMatcherTest,testRejectsWrongModulus,Long Statement,The length of the statement "RSAPublicKey otherKey=new StubRsaPublicKey(key.getPublicExponent()`key.getModulus().add(new BigInteger("3"))`key.getAlgorithm()`key.getFormat()`key.getEncoded());" is 162.,60
palominolabs_jvm-ssh-groovy-shell,com.palominolabs.ssh.auth.publickey.rsa,RsaPublicKeyMatcherTest,testRejectsWrongPublicExponent,Long Statement,The length of the statement "RSAPublicKey otherKey=new StubRsaPublicKey(key.getPublicExponent().add(new BigInteger("3"))`key.getModulus()`key.getAlgorithm()`key.getFormat()`key.getEncoded());" is 162.,72
palominolabs_jvm-ssh-groovy-shell,com.palominolabs.ssh.auth.publickey.rsa,RsaPublicKeyMatcherTest,testRejectsWrongAlgorithm,Long Statement,The length of the statement "assertFalse(matcher.isMatch(new StubRsaPublicKey(key.getPublicExponent()`key.getModulus()`key.getAlgorithm() + "x"`key.getFormat()`key.getEncoded())));" is 151.,84
palominolabs_jvm-ssh-groovy-shell,com.palominolabs.ssh.auth.publickey.rsa,RsaPublicKeyMatcherFactoryTest,testParseValidLine,Long Statement,The length of the statement "assertEquals(new BigInteger("27679173740107051800604399652522847883587117239557177378544541890699251505571288795048579079765660286792511596146621782589040679877973810882435783313994503748393255613924122826862068608069317089328777316645487020243362970123613989271775304846563211128430829355349205874653495780499559657058025994818219715030951371452974614968387511646356998307813676166778382397605524622857929399449075377700152249256465252669347842580616508276793619630763300771813210436404128239279675457217765046021369448478717197912270485603345892056313526039388787296681305504184029135731917840368838154999322211043881505119264561688266440872681")`publicKey.getModulus());" is 673.,19
palominolabs_jvm-ssh-groovy-shell,com.palominolabs.ssh.auth.publickey.rsa,RsaPublicKeyMatcherFactoryTest,getRsaMatcher,Long Statement,The length of the statement "return (RsaPublicKeyMatcher)new RsaPublicKeyMatcherFactory().buildMatcher(new AuthorizedKey("type"`bytes`chunks[2].trim()));" is 124.,32
