Project Name,Package Name,Architecture Smell,Cause of the Smell
fabric8io_quickstarts,io.fabric8.tooling.archetype.builder,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GenerateArchetypes; PomValidator; GenerateCatalog; ArchetypeBuilder; ArchetypeBuilderTest; CatalogBuilder; AbstractBuilder]; [ArchetypeBuilder.Replacement]; [ArchetypeBuilder.IdentityReplacement]; [ArchetypeBuilder.PatternReplacement]. LCC (Lack of Component Cohesion) = 0.4
