Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
ysc_word,org.apdplat.word.analysis,TextSimilarity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Similarity; SimilarityRanker
ysc_word,org.apdplat.word.analysis,TextSimilarity,Multipath Hierarchy,The tool detected the smell in this class because the class inherits another class directly as well as indirectly. The redundant inherited supertype is: Similarity
ysc_word,org.apdplat.word.analysis,JaccardTextSimilarity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TextSimilarity
ysc_word,org.apdplat.word.analysis,SimpleTextSimilarity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TextSimilarity
ysc_word,org.apdplat.word.analysis,CosineTextSimilarity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TextSimilarity
ysc_word,org.apdplat.word.analysis,SørensenDiceCoefficientTextSimilarity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TextSimilarity
ysc_word,org.apdplat.word.analysis,EuclideanDistanceTextSimilarity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TextSimilarity
ysc_word,org.apdplat.word.analysis,ManhattanDistanceTextSimilarity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TextSimilarity
ysc_word,org.apdplat.word.analysis,SimilarityRanker,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: TextSimilarity
ysc_word,org.apdplat.word.analysis,JaroDistanceTextSimilarity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TextSimilarity
ysc_word,org.apdplat.word.analysis,SentenceIdentify,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ysc_word,org.apdplat.word.analysis,SimHashPlusHammingDistanceTextSimilarity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TextSimilarity
ysc_word,org.apdplat.word.analysis,EditDistanceTextSimilarity,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TextSimilarity
ysc_word,org.apdplat.word.segmentation,Word,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 22 public methods
ysc_word,org.apdplat.word.segmentation,PartOfSpeech,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGGER; pos; des; POS; I
ysc_word,org.apdplat.word.segmentation,PartOfSpeech.PartOfSpeechMap,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: POS
ysc_word,org.apdplat.word.segmentation,PartOfSpeech.PartOfSpeechMap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ysc_word,org.apdplat.word.segmentation,DictionaryBasedSegmentation,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Segmentation
ysc_word,org.apdplat.word.segmentation,SegmentationAlgorithm,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: des
ysc_word,org.apdplat.word.segmentation,SegmentationContrast,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ysc_word,org.apdplat.word.segmentation.impl,BidirectionalMinimumMatching,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ysc_word,org.apdplat.word.segmentation.impl,PureEnglish,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ysc_word,org.apdplat.word.segmentation.impl,MaxNgramScore,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
ysc_word,org.apdplat.word.segmentation.impl,MaxNgramScore.Node,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: text; previous; offset; score
