Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,VanillaWireParser,VanillaWireParser,Magic Number,The method contains a magic number: 0xFFFF,44
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,VanillaWireParser,parseOneEmpty,Long Statement,The length of the statement "Jvm.warn().on(getClass()`"Attempt to read method name/id but not at the start of a method` the previous method name was " + lastEventName + "\n"+ wireIn.bytes().toHexString(start`1024));" is 186.,91
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,VanillaWireParser,parseOneEmpty,Long Statement,The length of the statement "if (lastStart < start && lastStart + 1024 >= start) Jvm.warn().on(getClass()`"The previous message was\n" + wireIn.bytes().toHexString(lastStart`start - lastStart));" is 165.,91
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,VanillaWireParser,parseOneEmpty,Magic Number,The method contains a magic number: 1024,91
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,VanillaWireParser,parseOneEmpty,Magic Number,The method contains a magic number: 1024,91
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,AbstractMethodWriterInvocationHandler,doInvoke,Long Identifier,The length of the field methodWriterInterceptorReturns is 30.,50
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,AbstractMethodWriterInvocationHandler,writeEvent0,Long Parameter List,The method has 5 parameters. ,92
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,AbstractMethodWriterInvocationHandler,writeEvent0,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@49311432,92
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,AbstractMethodWriterInvocationHandler,methodWriterInterceptorReturns,Long Identifier,The length of the parameter methodWriterInterceptorReturns is 30.,120
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,AbstractMethodWriterInvocationHandler,methodWriterInterceptorReturns,Long Identifier,The length of the field methodWriterInterceptorReturns is 30.,120
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,toByteArray,Magic Number,The method contains a magic number: 8,148
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,toByteArray,Magic Number,The method contains a magic number: 8,148
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,toByteArray,Magic Number,The method contains a magic number: 8,148
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,toByteArray,Magic Number,The method contains a magic number: 0xff,148
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,expandTo,Long Statement,The length of the statement "throw new UnsupportedOperationException("todo: it is not possible currently to expand " + "this stucture` because if its concurrent nature and have to implement cross " + "process locking");" is 190.,169
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,intersects,Long Statement,The length of the statement "for (int i=Math.min(getWordsInUse()`set.getWordsInUse()) - 1; i >= 0; i--) if ((words[i].getVolatileValue() & set.getWord(i)) != 0) return true;" is 144.,540
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,hashCode,Magic Number,The method contains a magic number: 1234,668
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,hashCode,Magic Number,The method contains a magic number: 32,668
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,equals,Long Statement,The length of the statement "for (int i=0` max=Math.max(getWordsInUse()`set.getWordsInUse()); i < max; i++) if (getWord(i) != set.getWord(i)) return false;" is 126.,688
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,toString,Magic Number,The method contains a magic number: 128,712
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,toString,Magic Number,The method contains a magic number: 6,712
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,toString,Magic Number,The method contains a magic number: 2,712
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,stream,Long Statement,The length of the statement "return StreamSupport.intStream(() -> Spliterators.spliterator(new BitSetIterator()`cardinality()`Spliterator.ORDERED | Spliterator.DISTINCT | Spliterator.SORTED)`Spliterator.SIZED | Spliterator.SUBSIZED | Spliterator.ORDERED| Spliterator.DISTINCT| Spliterator.SORTED`false);" is 274.,743
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,LongValueBitSet,copyFrom,Long Statement,The length of the statement "if (wordsInUse > words.length) throw new IllegalArgumentException("Too much data " + wordsInUse + " words > "+ words.length);" is 125.,809
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,WireSerializedLambda,write,Long Statement,The length of the statement "valueOut.marshallable(v -> v.write(() -> "cc").typeLiteral(sl.getCapturingClass().replace('/'`'.')).write(() -> "fic").text(sl.getFunctionalInterfaceClass()).write(() -> "fimn").text(sl.getFunctionalInterfaceMethodName()).write(() -> "fims").text(sl.getFunctionalInterfaceMethodSignature()).write(() -> "imk").int32(sl.getImplMethodKind()).write(() -> "ic").text(sl.getImplClass()).write(() -> "imn").text(sl.getImplMethodName()).write(() -> "ims").text(sl.getImplMethodSignature()).write(() -> "imt").text(sl.getInstantiatedMethodType()).write(() -> "ca").sequence(v2 -> {" is 573.,52
OpenHFT_Chronicle-Wire,net.openhft.chronicle.wire,WireSerializedLambda,readMarshallable,Long Identifier,The length of the field functionalInterfaceMethodSignature is 34.,89
