Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
udacity_ud859,com.google.devrel.training.conference.domain,Conference,updateWithConferenceForm,Long Statement,The length of the statement "throw new IllegalArgumentException(seatsAllocated + " seats are already allocated` " + "but you tried to set maxAttendees to "+ conferenceForm.getMaxAttendees());" is 162.,202
udacity_ud859,com.google.devrel.training.conference.domain,ConferenceTest,testBookSeatsFailure,Magic Number,The method contains a magic number: 500,111
udacity_ud859,com.google.devrel.training.conference.domain,Conference,updateWithConferenceForm,Long Statement,The length of the statement "throw new IllegalArgumentException(seatsAllocated + " seats are already allocated` " + "but you tried to set maxAttendees to "+ conferenceForm.getMaxAttendees());" is 162.,198
udacity_ud859,com.google.devrel.training.conference.domain,ConferenceTest,testBookSeatsFailure,Magic Number,The method contains a magic number: 500,111
udacity_ud859,com.google.devrel.training.conference.domain,ProfileTest,testListValues,Magic Number,The method contains a magic number: 123L,66
udacity_ud859,com.google.devrel.training.conference.domain,Conference,updateWithConferenceForm,Long Statement,The length of the statement "throw new IllegalArgumentException(seatsAllocated + " seats are already allocated` " + "but you tried to set maxAttendees to "+ conferenceForm.getMaxAttendees());" is 162.,200
udacity_ud859,com.google.devrel.training.conference.domain,ConferenceTest,testBookSeatsFailure,Magic Number,The method contains a magic number: 500,111
udacity_ud859,com.google.devrel.training.conference.domain,Conference,updateWithConferenceForm,Long Statement,The length of the statement "throw new IllegalArgumentException(seatsAllocated + " seats are already allocated` " + "but you tried to set maxAttendees to "+ conferenceForm.getMaxAttendees());" is 162.,200
udacity_ud859,com.google.devrel.training.conference.domain,ConferenceTest,testBookSeatsFailure,Magic Number,The method contains a magic number: 500,111
udacity_ud859,com.google.devrel.training.conference.spi,ConferenceApi,createConference,Long Statement,The length of the statement "queue.add(ofy().getTransaction()`TaskOptions.Builder.withUrl("/tasks/send_confirmation_email").param("email"`profile.getMainEmail()).param("conferenceInfo"`conference.toString()));" is 180.,173
udacity_ud859,com.google.devrel.training.conference.spi,ConferenceApi,run,Long Statement,The length of the statement "queue.add(ofy().getTransaction()`TaskOptions.Builder.withUrl("/tasks/send_confirmation_email").param("email"`profile.getMainEmail()).param("conferenceInfo"`conference.toString()));" is 180.,196
udacity_ud859,com.google.devrel.training.conference.spi,ConferenceApi,filterPlayground,Long Statement,The length of the statement "query=query.filter("city ="`"Tokyo").filter("seatsAvailable <"`10).filter("seatsAvailable >"`0).order("seatsAvailable").order("name").order("month");" is 149.,254
udacity_ud859,com.google.devrel.training.conference.spi,ConferenceApi,filterPlayground,Magic Number,The method contains a magic number: 10,254
udacity_ud859,com.google.devrel.training.conference.spi,ConferenceApi,registerForConference,Complex Method,Cyclomatic complexity of the method is 9,364
