Project Name,Package Name,Architecture Smell,Cause of the Smell
appium_java-client,io.appium.java_client,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 61
appium_java-client,io.appium.java_client,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: io.appium.java_client; io.appium.java_client.screenrecording
appium_java-client,io.appium.java_client,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: io.appium.java_client; io.appium.java_client.service.local; io.appium.java_client.ios
appium_java-client,io.appium.java_client,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: io.appium.java_client; io.appium.java_client.service.local; io.appium.java_client.ios; io.appium.java_client.screenrecording
appium_java-client,io.appium.java_client,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): io.appium.java_client.service.local
appium_java-client,io.appium.java_client.service.local,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: io.appium.java_client.service.local; io.appium.java_client.ios
appium_java-client,io.appium.java_client.service.local,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: io.appium.java_client.service.local; io.appium.java_client.ios; io.appium.java_client
appium_java-client,io.appium.java_client.service.local,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: io.appium.java_client.service.local; io.appium.java_client.ios; io.appium.java_client.screenrecording; io.appium.java_client
appium_java-client,io.appium.java_client.service.local,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): io.appium.java_client.ios; io.appium.java_client.android
appium_java-client,io.appium.java_client.service.local,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AppiumDriverLocalService; Slf4jLogMessageContext; AppiumServerHasNotBeenStartedLocallyException; ListOutputStream; AppiumServiceBuilder; StartingAppLocallyIosTest; StartingAppLocallyAndroidTest; ServerBuilderTest; ThreadSafetyTest]; [InvalidNodeJSInstance]; [InvalidServerInstanceException]; [ThreadSafetyTest.Action]; [ThreadSafetyTest.TestThread]. LCC (Lack of Component Cohesion) = 0.38
appium_java-client,io.appium.java_client.ios,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 34
appium_java-client,io.appium.java_client.ios,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: io.appium.java_client.ios; io.appium.java_client.service.local
appium_java-client,io.appium.java_client.ios,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: io.appium.java_client.ios; io.appium.java_client; io.appium.java_client.service.local
appium_java-client,io.appium.java_client.ios,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: io.appium.java_client.ios; io.appium.java_client.screenrecording; io.appium.java_client; io.appium.java_client.service.local
