Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesVarArgsWithFieldsInvalidLength,Magic Number,The method contains a magic number: 2,156
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesVarArgsWithFieldsInvalidLength,Magic Number,The method contains a magic number: 3,156
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterable,Magic Number,The method contains a magic number: 2,162
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterable,Magic Number,The method contains a magic number: 3,162
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterable,Magic Number,The method contains a magic number: 4,162
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterable,Magic Number,The method contains a magic number: 2,162
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterable,Magic Number,The method contains a magic number: 2,162
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterable,Magic Number,The method contains a magic number: 3,162
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterable,Magic Number,The method contains a magic number: 4,162
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterableInvalidLength,Magic Number,The method contains a magic number: 2,178
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterableInvalidLength,Magic Number,The method contains a magic number: 3,178
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterableInvalidLength,Magic Number,The method contains a magic number: 4,178
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterableInvalidLength,Magic Number,The method contains a magic number: 5,178
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterableWithFields,Magic Number,The method contains a magic number: 2,185
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterableWithFields,Magic Number,The method contains a magic number: 2,185
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterableWithFields,Magic Number,The method contains a magic number: 2,185
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterableWithFieldsInvalidLength,Magic Number,The method contains a magic number: 2,201
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTuplesIterableWithFieldsInvalidLength,Magic Number,The method contains a magic number: 3,201
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntry,Magic Number,The method contains a magic number: 2,209
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntry,Magic Number,The method contains a magic number: 3,209
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntry,Magic Number,The method contains a magic number: 4,209
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntry,Magic Number,The method contains a magic number: 2,209
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntry,Magic Number,The method contains a magic number: 2,209
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntry,Magic Number,The method contains a magic number: 3,209
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntry,Magic Number,The method contains a magic number: 4,209
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntryInvalidLength,Magic Number,The method contains a magic number: 2,224
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntryInvalidLength,Magic Number,The method contains a magic number: 3,224
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntryWithFields,Long Statement,The length of the statement "builder.withFields(subFields).addTupleEntry(new TupleEntry(subFields`new Tuple(1))).addTupleEntry(new TupleEntry(subFields`new Tuple(3)));" is 138.,230
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntryWithFields,Magic Number,The method contains a magic number: 3,230
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntryWithFields,Magic Number,The method contains a magic number: 2,230
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntryWithFields,Magic Number,The method contains a magic number: 3,230
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addTupleEntryWithFieldsInvalidLength,Magic Number,The method contains a magic number: 2,248
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgs,Magic Number,The method contains a magic number: 2,254
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgs,Magic Number,The method contains a magic number: 3,254
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgs,Magic Number,The method contains a magic number: 4,254
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgs,Magic Number,The method contains a magic number: 2,254
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgs,Magic Number,The method contains a magic number: 2,254
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgs,Magic Number,The method contains a magic number: 3,254
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgs,Magic Number,The method contains a magic number: 4,254
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgsInvalidLength,Magic Number,The method contains a magic number: 2,268
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgsInvalidLength,Magic Number,The method contains a magic number: 2,268
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgsInvalidLength,Magic Number,The method contains a magic number: 3,268
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgsWithFields,Long Statement,The length of the statement "builder.withFields(subFields).addTupleEntries(new TupleEntry(subFields`new Tuple(1))`new TupleEntry(subFields`new Tuple(3)));" is 125.,276
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgsWithFields,Magic Number,The method contains a magic number: 3,276
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgsWithFields,Magic Number,The method contains a magic number: 2,276
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgsWithFields,Magic Number,The method contains a magic number: 3,276
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgsWithFieldsInvalidLength,Long Statement,The length of the statement "builder.withFields(new Fields("B")).addTupleEntries(new TupleEntry(new Fields("B")`new Tuple(1))`new TupleEntry(new Fields("A"`"B")`new Tuple(1`2)));" is 149.,292
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesVarArgsWithFieldsInvalidLength,Magic Number,The method contains a magic number: 2,292
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterable,Long Statement,The length of the statement "List<TupleEntry> tupleEntries=Arrays.asList(new TupleEntry(fields`new Tuple(1`2))`new TupleEntry(fields`new Tuple(3`4)));" is 121.,299
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterable,Magic Number,The method contains a magic number: 2,299
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterable,Magic Number,The method contains a magic number: 3,299
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterable,Magic Number,The method contains a magic number: 4,299
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterable,Magic Number,The method contains a magic number: 2,299
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterable,Magic Number,The method contains a magic number: 2,299
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterable,Magic Number,The method contains a magic number: 3,299
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterable,Magic Number,The method contains a magic number: 4,299
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableInvalidLength,Long Statement,The length of the statement "List<TupleEntry> tupleEntries=Arrays.asList(new TupleEntry(new Fields("A"`"B")`new Tuple(1`2))`new TupleEntry(new Fields("A"`"B"`"C")`new Tuple(1`2`3)));" is 153.,317
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableInvalidLength,Magic Number,The method contains a magic number: 2,317
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableInvalidLength,Magic Number,The method contains a magic number: 2,317
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableInvalidLength,Magic Number,The method contains a magic number: 3,317
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableWithFields,Long Statement,The length of the statement "List<TupleEntry> tupleEntries=Arrays.asList(new TupleEntry(subFields`new Tuple(1))`new TupleEntry(subFields`new Tuple(3)));" is 123.,327
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableWithFields,Magic Number,The method contains a magic number: 3,327
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableWithFields,Magic Number,The method contains a magic number: 2,327
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableWithFields,Magic Number,The method contains a magic number: 3,327
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableWithFieldsInvalidLength,Long Statement,The length of the statement "List<TupleEntry> tupleEntries=Arrays.asList(new TupleEntry(new Fields("B")`new Tuple(2))`new TupleEntry(new Fields("A"`"B")`new Tuple(1`2)));" is 141.,346
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableWithFieldsInvalidLength,Magic Number,The method contains a magic number: 2,346
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addMultipleTupleEntriesIterableWithFieldsInvalidLength,Magic Number,The method contains a magic number: 2,346
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,selectFieldsToSetUsingMultipleEntriesIterableInsert,Long Statement,The length of the statement "List<TupleEntry> tupleEntries=Arrays.asList(new TupleEntry(subFields`new Tuple(1`2))`new TupleEntry(subFields`new Tuple(3`4)));" is 127.,356
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,selectFieldsToSetUsingMultipleEntriesIterableInsert,Magic Number,The method contains a magic number: 2,356
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,selectFieldsToSetUsingMultipleEntriesIterableInsert,Magic Number,The method contains a magic number: 3,356
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,selectFieldsToSetUsingMultipleEntriesIterableInsert,Magic Number,The method contains a magic number: 4,356
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,selectFieldsToSetUsingMultipleEntriesIterableInsert,Magic Number,The method contains a magic number: 2,356
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,selectFieldsToSetUsingMultipleEntriesIterableInsert,Magic Number,The method contains a magic number: 2,356
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,selectFieldsToSetUsingMultipleEntriesIterableInsert,Magic Number,The method contains a magic number: 3,356
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,selectFieldsToSetUsingMultipleEntriesIterableInsert,Magic Number,The method contains a magic number: 4,356
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setDifferentFieldsUsingAddTuple,Magic Number,The method contains a magic number: 2,375
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setDifferentFieldsUsingAddTuple,Magic Number,The method contains a magic number: 3,375
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setDifferentFieldsUsingAddTuple,Magic Number,The method contains a magic number: 4,375
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setDifferentFieldsUsingAddTuple,Magic Number,The method contains a magic number: 2,375
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setDifferentFieldsUsingAddTuple,Magic Number,The method contains a magic number: 2,375
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setDifferentFieldsUsingAddTuple,Magic Number,The method contains a magic number: 3,375
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setDifferentFieldsUsingAddTuple,Magic Number,The method contains a magic number: 4,375
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addCoerceTypes,Long Statement,The length of the statement "DataBuilder builder=new DataBuilder(new Fields("A"`"B"`"C"`"D")`new Class<?>[]{String.class`Integer.class`int.class`boolean.class});" is 132.,392
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setWithNoTuple,Magic Number,The method contains a magic number: 4,406
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,set,Magic Number,The method contains a magic number: 4,412
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,set,Magic Number,The method contains a magic number: 2,412
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,set,Magic Number,The method contains a magic number: 4,412
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,set,Magic Number,The method contains a magic number: 2,412
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setThenCopyTupleAndSet,Magic Number,The method contains a magic number: 4,424
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setThenCopyTupleAndSet,Magic Number,The method contains a magic number: 2,424
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setThenCopyTupleAndSet,Magic Number,The method contains a magic number: 2,424
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setThenCopyTupleAndSet,Magic Number,The method contains a magic number: 4,424
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setThenCopyTupleAndSet,Magic Number,The method contains a magic number: 2,424
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,setThenCopyTupleAndSet,Magic Number,The method contains a magic number: 2,424
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addThenCopyTupleAndSet,Magic Number,The method contains a magic number: 4,437
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addThenCopyTupleAndSet,Magic Number,The method contains a magic number: 2,437
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addThenCopyTupleAndSet,Magic Number,The method contains a magic number: 2,437
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addThenCopyTupleAndSet,Magic Number,The method contains a magic number: 4,437
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addThenCopyTupleAndSet,Magic Number,The method contains a magic number: 2,437
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,addThenCopyTupleAndSet,Magic Number,The method contains a magic number: 2,437
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,copyFromTupleSource,Magic Number,The method contains a magic number: 4,450
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,copyFromTupleSource,Magic Number,The method contains a magic number: 2,450
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,copyFromTupleSource,Magic Number,The method contains a magic number: 2,450
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,copyFromTupleSource,Magic Number,The method contains a magic number: 4,450
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,copyFromTupleSource,Magic Number,The method contains a magic number: 2,450
HotelsDotCom_plunger,com.hotels.plunger,DataBuilderTest,copyFromTupleSource,Magic Number,The method contains a magic number: 2,450
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,next,Long Statement,The length of the statement "stub=new AggregatorCallStub.Builder<String>(GROUP_FIELDS`NON_GROUP_FIELDS).newGroup("x").addTuple(1).addTuple(2).newGroup("y").addTuple(3).build();" is 147.,46
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,next,Magic Number,The method contains a magic number: 2,46
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,next,Magic Number,The method contains a magic number: 3,46
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,next,Magic Number,The method contains a magic number: 2,46
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,next,Magic Number,The method contains a magic number: 3,46
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,collectIrregularTuple,Magic Number,The method contains a magic number: 2,128
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,complete,Long Statement,The length of the statement "List<TupleEntry> actual=new AggregatorCallStub.Builder<Tuple[]>(GROUP_FIELDS`NON_GROUP_FIELDS).newGroup(1).addTuple("a").addTuple("b").newGroup(2).addTuple("c").addTuple("d").build().complete(mock(FlowProcess.class)`new First(NON_GROUP_FIELDS)).result().asTupleEntryList();" is 273.,136
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,complete,Magic Number,The method contains a magic number: 2,136
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,complete,Magic Number,The method contains a magic number: 2,136
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,completeDifferentOutputFields,Long Statement,The length of the statement "@SuppressWarnings({"unchecked"`"rawtypes"}) List<TupleEntry> actual=new AggregatorCallStub.Builder(GROUP_FIELDS`NON_GROUP_FIELDS).outputFields(OUTPUT_FIELDS).newGroup(1).addTuple("a").addTuple("b").newGroup(2).addTuple("c").addTuple("d").build().complete(mock(FlowProcess.class)`new MaxValue(OUTPUT_FIELDS)).result().asTupleEntryList();" is 336.,155
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,completeDifferentOutputFields,Magic Number,The method contains a magic number: 2,155
HotelsDotCom_plunger,com.hotels.plunger,AggregatorCallStubTest,completeDifferentOutputFields,Magic Number,The method contains a magic number: 2,155
HotelsDotCom_plunger,com.hotels.plunger,BucketTest,asTupleEntryList,Magic Number,The method contains a magic number: 2,75
HotelsDotCom_plunger,com.hotels.plunger,BucketTest,asTupleList,Magic Number,The method contains a magic number: 2,89
HotelsDotCom_plunger,com.hotels.plunger,BucketTest,modified,Magic Number,The method contains a magic number: 10,133
HotelsDotCom_plunger,com.hotels.plunger,BucketTest,modified,Magic Number,The method contains a magic number: 10,133
HotelsDotCom_plunger,com.hotels.plunger,BucketTest,modified,Magic Number,The method contains a magic number: 10,133
HotelsDotCom_plunger,com.hotels.plunger,TapDataReaderTest,readLocal,Long Statement,The length of the statement "cascading.tap.local.FileTap fileTap=new cascading.tap.local.FileTap(new cascading.scheme.local.TextDelimited(fields)`tsvFile.getAbsolutePath());" is 144.,50
HotelsDotCom_plunger,com.hotels.plunger,TapDataReaderTest,readLocalPartitions,Long Statement,The length of the statement "cascading.tap.local.PartitionTap partitionTap=new cascading.tap.local.PartitionTap(new cascading.tap.local.FileTap(new cascading.scheme.local.TextDelimited(valueFields)`tsvFolder.getAbsolutePath())`new DelimitedPartition(partitionFields));" is 239.,63
