Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
Cascading_cascading-hive,cascading.hadoop.mapred,RecordReaderWrapper,RecordReaderWrapper,Long Parameter List,The method has 6 parameters. ,48
Cascading_cascading-hive,cascading.hadoop.mapred,RecordReaderWrapper,RecordReaderWrapper,Long Statement,The length of the statement "split=new org.apache.hadoop.mapreduce.lib.input.FileSplit(((FileSplit)oldSplit).getPath()`((FileSplit)oldSplit).getStart()`((FileSplit)oldSplit).getLength()`oldSplit.getLocations());" is 182.,48
Cascading_cascading-hive,cascading.hadoop.mapred,RecordReaderWrapper,RecordReaderWrapper,Long Statement,The length of the statement "TaskAttemptContext taskContext=new MapContextImpl<>(oldJobConf`taskAttemptID`null`null`null`new ReporterWrapper(reporter)`null);" is 128.,48
Cascading_cascading-hive,cascading.hadoop.mapred,RecordReaderWrapper,next,Complex Method,Cyclomatic complexity of the method is 8,150
Cascading_cascading-hive,cascading.hadoop.mapred,RecordReaderWrapper,next,Long Statement,The length of the statement "throw new IOException("InputFormatWrapper only supports RecordReaders that return the same key objects " + "unless a InputFormatValueCopier is provided. Current reader class : " + recordReader.getClass());" is 205.,150
Cascading_cascading-hive,cascading.hadoop.mapred,RecordReaderWrapper,next,Long Statement,The length of the statement "throw new IOException("InputFormatWrapper only supports RecordReaders that return the same value objects " + "unless a InputFormatValueCopier is provided. Current reader class : " + recordReader.getClass());" is 207.,150
Cascading_cascading-hive,cascading.hadoop.mapred,OutputCommitterWrapper,setOutputCommitter,Long Identifier,The length of the field WRAPPED_MAPRED_OUTPUT_COMMITTER_CLASS is 37.,37
Cascading_cascading-hive,cascading.hadoop.mapred,OutputCommitterWrapper,unsetOutputCommitter,Long Identifier,The length of the field WRAPPED_MAPRED_OUTPUT_COMMITTER_CLASS is 37.,51
Cascading_cascading-hive,cascading.hadoop.mapred,InputFormatWrapper,setInputFormat,Long Identifier,The length of the field WRAPPED_MAPREDUCE_INPUT_FORMAT_CLASS is 36.,51
Cascading_cascading-hive,cascading.hadoop.mapred,InputFormatWrapper,setInputFormat,Long Identifier,The length of the field INPUT_FORMAT_VALUE_COPIER_CLASS is 31.,51
Cascading_cascading-hive,cascading.hadoop.mapred,InputFormatWrapper,getValueCopier,Long Statement,The length of the statement "@SuppressWarnings("rawtypes") Class<? extends InputFormatValueCopier> copierClass=conf.getClass(confProperty`null`InputFormatValueCopier.class);" is 144.,67
Cascading_cascading-hive,cascading.hadoop.mapred,InputFormatWrapper,getInputFormat,Long Identifier,The length of the field WRAPPED_MAPREDUCE_INPUT_FORMAT_CLASS is 36.,84
Cascading_cascading-hive,cascading.hadoop.mapred,InputFormatWrapper,getInputFormat,Long Identifier,The length of the field INPUT_FORMAT_VALUE_COPIER_CLASS is 31.,84
Cascading_cascading-hive,cascading.hadoop.mapred,InputFormatWrapper,getInputFormat,Long Statement,The length of the statement "@SuppressWarnings("rawtypes") Class<? extends InputFormat> inputFormatClass=conf.getClass(WRAPPED_MAPREDUCE_INPUT_FORMAT_CLASS`null`InputFormat.class);" is 151.,84
Cascading_cascading-hive,cascading.hadoop.mapred,InputFormatWrapper,getSplits,Long Statement,The length of the statement "org.apache.hadoop.mapreduce.lib.input.FileSplit mapreduceFileSplit=((org.apache.hadoop.mapreduce.lib.input.FileSplit)split);" is 124.,105
Cascading_cascading-hive,cascading.hadoop.mapred,InputFormatWrapper,getSplits,Long Statement,The length of the statement "resultSplits[i++]=new FileSplit(mapreduceFileSplit.getPath()`mapreduceFileSplit.getStart()`mapreduceFileSplit.getLength()`mapreduceFileSplit.getLocations());" is 157.,105
Cascading_cascading-hive,cascading.hadoop.mapred,InputSplitWrapper,deserializeInputSplit,Long Statement,The length of the statement "return deserializeInputSplitInternal(conf`in instanceof UncloseableDataInputStream ? in : new UncloseableDataInputStream(in)`clazz);" is 132.,113
